la_fabrique_de_crimes_01_f000001|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.
la_fabrique_de_crimes_12_f000102|-- Chaque minute perdue avance le trépas de la bru de la Condamnée.|-- Chaque minute perdue avance le trépas de la bru de la Condamnée.
la_fabrique_de_crimes_12_f000103|-- Mais la voilà, la Condamnée! s'écria Fandango dont la détresse était inouïe. C'est ma mère tout fraîchement retrouvée. Je ne l'avais pas vue depuis vingt-huit ans et neuf mois. Quelle est bien conservée!...|-- Mais la voilà, la Condamnée! s'écria Fandango dont la détresse était inouïe. C'est ma mère tout fraîchement retrouvée. Je ne l'avais pas vue depuis vingt-huit ans et neuf mois. Quelle est bien conservée!...
la_fabrique_de_crimes_12_f000104|ma mère!... ma mère!... elle se meurt!... et là-bas, ma jeune épouse qui espère... à laquelle entendre!...|ma mère!... ma mère!... elle se meurt!... et là-bas, ma jeune épouse qui espère... à laquelle entendre!...
la_fabrique_de_crimes_12_f000105|cette situation est trop tendue!... ma mère!... ma femme!... ma femme!... ma mère!... Pitié!... Seigneur!...|cette situation est trop tendue!... ma mère!... ma femme!... ma femme!... ma mère!... Pitié!... Seigneur!...
la_fabrique_de_crimes_12_f000106|Il resta un instant comme abruti, puis, sa vigoureuse nature reprenant le dessus, il prit Troïka dans ses bras et s'élança vers la porte en disant: -- Guide-moi, Mandina de Hachecor, j'ai résolu le problème.|Il resta un instant comme abruti, puis, sa vigoureuse nature reprenant le dessus, il prit Troïka dans ses bras et s'élança vers la porte en disant: -- Guide-moi, Mandina de Hachecor, j'ai résolu le problème.
la_fabrique_de_crimes_12_f000107|Je n'abandonnerai ni ma femme, ni ma mère; je les sauverai toutes deux, ou elles mourront ensemble!|Je n'abandonnerai ni ma femme, ni ma mère; je les sauverai toutes deux, ou elles mourront ensemble!
la_fabrique_de_crimes_13_f000001|ATROCE BOUCHERIE Selon notre coutume invariable, nous allons retourner en arrière.|ATROCE BOUCHERIE Selon notre coutume invariable, nous allons retourner en arrière.
la_fabrique_de_crimes_13_f000002|Le lecteur n'a pu oublier les lettres brûlantes, envoyées dans des noisettes à Elvire de Rudelame au temps où elle n'était encore que la recluse de la chambre nuptiale transformée en tombeau.|Le lecteur n'a pu oublier les lettres brûlantes, envoyées dans des noisettes à Elvire de Rudelame au temps où elle n'était encore que la recluse de la chambre nuptiale transformée en tombeau.
la_fabrique_de_crimes_13_f000003|Ces lettres nous ont laissé deviner l'état du coeur de Boulet-Rouge.|Ces lettres nous ont laissé deviner l'état du coeur de Boulet-Rouge.
la_fabrique_de_crimes_13_f000004|Il aimait avec la fougue des bêtes féroces et jusqu'au point d'assassiner sa compagne pour convoler avec l'objet de son caprice.|Il aimait avec la fougue des bêtes féroces et jusqu'au point d'assassiner sa compagne pour convoler avec l'objet de son caprice.
la_fabrique_de_crimes_13_f000005|Cette circonstance aggravait sensiblement la position d'Elvire et c'en était fait d'elle, sans l'arrivée si brusque du généreux Mustapha.|Cette circonstance aggravait sensiblement la position d'Elvire et c'en était fait d'elle, sans l'arrivée si brusque du généreux Mustapha.
la_fabrique_de_crimes_13_f000006|Elle le reconnut d'un coup d'oeil et sans avoir besoin d'autre témoin que ses yeux, parce qu'elle avait eu avec lui, antérieurement à son mariage, des privautés sans conséquence.|Elle le reconnut d'un coup d'oeil et sans avoir besoin d'autre témoin que ses yeux, parce qu'elle avait eu avec lui, antérieurement à son mariage, des privautés sans conséquence.
la_fabrique_de_crimes_13_f000007|Mustapha, tout seul, valait très certainement trois pieuvres mâles par son intelligence, son instruction et son courage;|Mustapha, tout seul, valait très certainement trois pieuvres mâles par son intelligence, son instruction et son courage;
la_fabrique_de_crimes_13_f000008|mais il était sans arme, et en outre son oreille de vieillard le gênait vaguement.|mais il était sans arme, et en outre son oreille de vieillard le gênait vaguement.
la_fabrique_de_crimes_13_f000009|Messa, Sali et Lina, au contraire, étaient armes avec abondance, et le principal d'entre eux sentait sa vigueur doublée par l'aiguillon de son amour.|Messa, Sali et Lina, au contraire, étaient armes avec abondance, et le principal d'entre eux sentait sa vigueur doublée par l'aiguillon de son amour.
la_fabrique_de_crimes_13_f000010|Le combat était inévitable et s'annonçait comme devant être un des plus intéressants de l'ère moderne.|Le combat était inévitable et s'annonçait comme devant être un des plus intéressants de l'ère moderne.
la_fabrique_de_crimes_13_f000011|Mais nul n'aurait su augurer en ce moment, à quel degré d'intensité furieuse, ces circonstances allaient le porter.|Mais nul n'aurait su augurer en ce moment, à quel degré d'intensité furieuse, ces circonstances allaient le porter.
la_fabrique_de_crimes_13_f000012|N'en perdons aucun détail.|N'en perdons aucun détail.
la_fabrique_de_crimes_13_f000013|Aussitôt que leurs yeux se furent reposés sur le jeune cocher de fiacre, Messa, Sali et Lina poussèrent une triple exclamation, voisine de la stupeur.|Aussitôt que leurs yeux se furent reposés sur le jeune cocher de fiacre, Messa, Sali et Lina poussèrent une triple exclamation, voisine de la stupeur.
la_fabrique_de_crimes_13_f000014|Mais Messa nommé aussi Boulet-Rouge, eut néanmoins la présence d'esprit de faire ce raisonnement: -- Son entrée n'est pas plus étonnante que la nôtre!|Mais Messa nommé aussi Boulet-Rouge, eut néanmoins la présence d'esprit de faire ce raisonnement: -- Son entrée n'est pas plus étonnante que la nôtre!
la_fabrique_de_crimes_13_f000015|Pendant cela, Elvire balbutiait parmi ses sanglots: -- Mon cher cousin, sauvez Virtuté! Il faut à nos poumons une certaine quantité d'air respirable, fixée par la science.|Pendant cela, Elvire balbutiait parmi ses sanglots: -- Mon cher cousin, sauvez Virtuté! Il faut à nos poumons une certaine quantité d'air respirable, fixée par la science.
la_fabrique_de_crimes_13_f000016|Mon fils doit être gêné dans ce cercueil.|Mon fils doit être gêné dans ce cercueil.
la_fabrique_de_crimes_13_f000017|Ce serait une superfluité, croyons-nous, de vouloir mentionner minutieusement l'état moral des Piqueuses de bottines réunies.|Ce serait une superfluité, croyons-nous, de vouloir mentionner minutieusement l'état moral des Piqueuses de bottines réunies.
la_fabrique_de_crimes_13_f000018|Ces filles du peuple étaient anéanties par la terreur.|Ces filles du peuple étaient anéanties par la terreur.
la_fabrique_de_crimes_13_f000019|Boulet Rouge eut d'abord l'idée de dissimuler. Il comptait sur son emplâtre de dimension inusitée pour n'être point reconnu.|Boulet Rouge eut d'abord l'idée de dissimuler. Il comptait sur son emplâtre de dimension inusitée pour n'être point reconnu.
la_fabrique_de_crimes_13_f000020|L'eau- qui-change-les-physionomies en avait, en effet, modifié la forme et la couleur.|L'eau- qui-change-les-physionomies en avait, en effet, modifié la forme et la couleur.
la_fabrique_de_crimes_13_f000021|-- Cocher fidèle, dit-il avec une pointe de sarcasme, qu'est-ce qu'il y a pour votre service?|-- Cocher fidèle, dit-il avec une pointe de sarcasme, qu'est-ce qu'il y a pour votre service?
la_fabrique_de_crimes_13_f000022|-- Rebuts d'une civilisation trop avancée, répondit sévèrement Mustapha, ne cherchez pas à m'abuser par des détours.|-- Rebuts d'une civilisation trop avancée, répondit sévèrement Mustapha, ne cherchez pas à m'abuser par des détours.
la_fabrique_de_crimes_13_f000023|Je devrais vous punir, sans autre forme de procès, puisque vous êtes venu ici dans la coupable intention de verser l'élixir pernicieux à tout un atelier de jeunes ouvrières,|Je devrais vous punir, sans autre forme de procès, puisque vous êtes venu ici dans la coupable intention de verser l'élixir pernicieux à tout un atelier de jeunes ouvrières,
la_fabrique_de_crimes_13_f000024|mais la chance des combats est incertaine, et mon plus sacré devoir consiste à sauver ma noble parente et son enfant.|mais la chance des combats est incertaine, et mon plus sacré devoir consiste à sauver ma noble parente et son enfant.
la_fabrique_de_crimes_13_f000025|Je vous propose donc un arrangement particulier. Laissez-moi madame Fandango, née de Rudelame et son jeune fils, contenu dans le cercueil,|Je vous propose donc un arrangement particulier. Laissez-moi madame Fandango, née de Rudelame et son jeune fils, contenu dans le cercueil,
la_fabrique_de_crimes_13_f000026|je vous permettrai de vous retirer avec la vie sauve.|je vous permettrai de vous retirer avec la vie sauve.
la_fabrique_de_crimes_13_f000027|Un long éclat de rire accueillit ces paroles. Les malfaiteurs y virent une crainte cachée et cette erreur doubla leur effronterie.|Un long éclat de rire accueillit ces paroles. Les malfaiteurs y virent une crainte cachée et cette erreur doubla leur effronterie.
la_fabrique_de_crimes_13_f000028|Boulet-Rouge ne daigna même pas répliquer. Pour bien montrer qu'il brûlait ses vaisseaux, il détacha son emplâtre, la plia et la serra dans sa poche afin de ne point la détériorer dans la bagarre,|Boulet-Rouge ne daigna même pas répliquer. Pour bien montrer qu'il brûlait ses vaisseaux, il détacha son emplâtre, la plia et la serra dans sa poche afin de ne point la détériorer dans la bagarre,
la_fabrique_de_crimes_13_f000029|puis il déroula un long lasso, en cuir de buffle, fabriqué dans les parties les plus sauvages de l'Amérique du Sud et le lança avec adresse autour du cou de Mustapha.|puis il déroula un long lasso, en cuir de buffle, fabriqué dans les parties les plus sauvages de l'Amérique du Sud et le lança avec adresse autour du cou de Mustapha.
la_fabrique_de_crimes_13_f000030|Celui-ci eut le bonheur de l'éviter par un saut de côté qui le porta non loin de Carapace.|Celui-ci eut le bonheur de l'éviter par un saut de côté qui le porta non loin de Carapace.
la_fabrique_de_crimes_13_f000031|Carapace était en garde avec une hache affilée comme un rasoir, il en asséna un coup terrible sur le généreux Mustapha qui l'esquiva et passa à portée d'Arbre-à- Couche.|Carapace était en garde avec une hache affilée comme un rasoir, il en asséna un coup terrible sur le généreux Mustapha qui l'esquiva et passa à portée d'Arbre-à- Couche.
la_fabrique_de_crimes_13_f000032|Arbre-à-Couche avait choisi pour arme une scie, avec laquelle il essaya de séparer en deux parties égales le corps de son adversaire.|Arbre-à-Couche avait choisi pour arme une scie, avec laquelle il essaya de séparer en deux parties égales le corps de son adversaire.
la_fabrique_de_crimes_13_f000033|Mais le fils du grand chef des Ancas profita de ce mouvement pour le saisir par les jambes et lui faire mordre la poussière.|Mais le fils du grand chef des Ancas profita de ce mouvement pour le saisir par les jambes et lui faire mordre la poussière.
la_fabrique_de_crimes_13_f000034|Les Pieuvres mâles, dans leur rage insensée, imitèrent le cri de quelques animaux.|Les Pieuvres mâles, dans leur rage insensée, imitèrent le cri de quelques animaux.
la_fabrique_de_crimes_13_f000035|Mustapha, cependant, s'était emparé de la scie et, en trois traits, il avait verticalement coupé Arbre-à-Couche.|Mustapha, cependant, s'était emparé de la scie et, en trois traits, il avait verticalement coupé Arbre-à-Couche.
la_fabrique_de_crimes_13_f000036|Elvire se prosterna et bénit le Seigneur. C'était prématuré. La hallebarde de Boulet-Rouge et le kandjiar de Carapace menaçaient déjà la noble poitrine de Mustapha.|Elvire se prosterna et bénit le Seigneur. C'était prématuré. La hallebarde de Boulet-Rouge et le kandjiar de Carapace menaçaient déjà la noble poitrine de Mustapha.
la_fabrique_de_crimes_13_f000037|Il scia d'abord la hallebarde en se jouant, puis, ramassant à terre le bon bout, il s'en fit une arme bien plus commode que la scie.|Il scia d'abord la hallebarde en se jouant, puis, ramassant à terre le bon bout, il s'en fit une arme bien plus commode que la scie.
la_fabrique_de_crimes_13_f000038|Malheureusement, il ne put éviter l'atteinte du kandjiar qui se plongea en frémissant dans son abdomen.|Malheureusement, il ne put éviter l'atteinte du kandjiar qui se plongea en frémissant dans son abdomen.
la_fabrique_de_crimes_13_f000039|Cette blessure le contraria, mais ne l'abattit point.|Cette blessure le contraria, mais ne l'abattit point.
la_fabrique_de_crimes_13_f000040|D'une main ferme, il contint les organes qui voulaient s'échapper par cette horrible plaie, et de l'autre, brandissant sa moitié de hallebarde,|D'une main ferme, il contint les organes qui voulaient s'échapper par cette horrible plaie, et de l'autre, brandissant sa moitié de hallebarde,
la_fabrique_de_crimes_13_f000041|il fracassa les têtes de ses deux ennemis en un clin d'oeil.|il fracassa les têtes de ses deux ennemis en un clin d'oeil.
la_fabrique_de_crimes_13_f000042|Elvire, toujours prosternée, remercia ardemment l'Éternel.|Elvire, toujours prosternée, remercia ardemment l'Éternel.
la_fabrique_de_crimes_13_f000043|C'était encore prématuré. Cinq coups de feu retentirent dans la chambre voisine, et le malheureux Mustapha, après avoir tourné rapidement sur lui-même et bondi jusqu'au plafond, tomba, baigné dans son sang.|C'était encore prématuré. Cinq coups de feu retentirent dans la chambre voisine, et le malheureux Mustapha, après avoir tourné rapidement sur lui-même et bondi jusqu'au plafond, tomba, baigné dans son sang.
la_fabrique_de_crimes_13_f000044|Elvire poussa un cri de détresse. Elle avait tort. La porte de l'escalier s'ouvrit, donnant passage au rémouleur, au gendarme, au joueur d'orgues,|Elvire poussa un cri de détresse. Elle avait tort. La porte de l'escalier s'ouvrit, donnant passage au rémouleur, au gendarme, au joueur d'orgues,
la_fabrique_de_crimes_13_f000045|au prêtre éthiopien et au vénérable Silvio Pellico, que nous nous sommes promis d'appeler désormais le grand chef des Ancas.|au prêtre éthiopien et au vénérable Silvio Pellico, que nous nous sommes promis d'appeler désormais le grand chef des Ancas.
