kleinzaches_01_f000001|Erstes Kapitel.|Erstes Kapitel.
kleinzaches_08_f000061|Als nun Balthasar dem Referendarius alles ausführlich erzählt, was sich zugetragen, sprach dieser: Gerade an der Zeit ist es nun, daß der abscheuliche Unhold tot gemacht wird.|Als nun Balthasar dem Referendarius alles ausführlich erzählt, was sich zugetragen, sprach dieser: Gerade an der Zeit ist es nun, daß der abscheuliche Unhold tot gemacht wird.
kleinzaches_08_f000062|Wisse, daß er heute seine feierliche Verlobung mit Candida feiert, daß der eitle Mosch Terpin ein großes Fest gibt, wozu er selbst den Fürsten geladen.|Wisse, daß er heute seine feierliche Verlobung mit Candida feiert, daß der eitle Mosch Terpin ein großes Fest gibt, wozu er selbst den Fürsten geladen.
kleinzaches_08_f000063|Gerade bei diesem Feste wollen wir eindringen in des Professors Haus und den Kleinen überfallen.|Gerade bei diesem Feste wollen wir eindringen in des Professors Haus und den Kleinen überfallen.
kleinzaches_08_f000064|An Lichtern im Saal wirdes nicht fehlen zum augenblicklichen Verbrennen der feindseligen Haare.|An Lichtern im Saal wirdes nicht fehlen zum augenblicklichen Verbrennen der feindseligen Haare.
kleinzaches_08_f000065|Noch manches hatten die Freunde gesprochen und miteinander verabredet, als Fabian eintrat mit vor Freude glänzendem Gesicht.|Noch manches hatten die Freunde gesprochen und miteinander verabredet, als Fabian eintrat mit vor Freude glänzendem Gesicht.
kleinzaches_08_f000066|Die Kraft, sprach er, die Kraft des Rocks, der der schildkrötenen Dose entquollen, hat sich herrlich bewährt.|Die Kraft, sprach er, die Kraft des Rocks, der der schildkrötenen Dose entquollen, hat sich herrlich bewährt.
kleinzaches_08_f000067|Sowie ich eintrat bei dem Rektor, lächelte er zufrieden.|Sowie ich eintrat bei dem Rektor, lächelte er zufrieden.
kleinzaches_08_f000068|Ha, redete er mich an, ha! ich gewahre, mein lieber Fabian, daß Sie zurückgekommen sind von Ihrer seltsamen Verirrung!|Ha, redete er mich an, ha! ich gewahre, mein lieber Fabian, daß Sie zurückgekommen sind von Ihrer seltsamen Verirrung!
kleinzaches_08_f000069|Nun! Feuerköpfe wie Sie lassen sich leicht hinreißen zu dem Extremen!|Nun! Feuerköpfe wie Sie lassen sich leicht hinreißen zu dem Extremen!
kleinzaches_08_f000070|Für religiöse Schwärmerei habe ich Ihr Beginnen niemals gehalten – mehr falsch verstandener Patriotismus – Hang zum Außerordentlichen, gestützt auf das Beispiel der Heroen des Altertums.|Für religiöse Schwärmerei habe ich Ihr Beginnen niemals gehalten - mehr falsch verstandener Patriotismus - Hang zum Außerordentlichen, gestützt auf das Beispiel der Heroen des Altertums.
kleinzaches_08_f000071|Ja, das lasse ich gelten, solch ein schöner, wohlpassender Rock!|Ja, das lasse ich gelten, solch ein schöner, wohlpassender Rock!
kleinzaches_08_f000072|Heil dem Staate, Heil der Welt, wenn hochherzige Jünglinge solche Röcke tragen, mit solchen passenden Ärmeln und Schößen.|Heil dem Staate, Heil der Welt, wenn hochherzige Jünglinge solche Röcke tragen, mit solchen passenden Ärmeln und Schößen.
kleinzaches_08_f000073|Bleiben Sie treu, Fabian, bleiben Sie treu solcher Tugend, solchem wackren Sinn, daraus entsproßt wahre Heldengröße!‹ – Der Rektor umarmte mich, indem helle Tränen ihm in die Augen traten.|Bleiben Sie treu, Fabian, bleiben Sie treu solcher Tugend, solchem wackren Sinn, daraus entsproßt wahre Heldengröße! - Der Rektor umarmte mich, indem helle Tränen ihm in die Augen traten.
kleinzaches_08_f000074|Selbst weiß ich nicht, wie ich dazu kam, die kleine schildkrötene Dose, aus der der Rock entstanden und die ich nun in dessen Tasche gesteckt, hervorzuziehen.|Selbst weiß ich nicht, wie ich dazu kam, die kleine schildkrötene Dose, aus der der Rock entstanden und die ich nun in dessen Tasche gesteckt, hervorzuziehen.
kleinzaches_08_f000075|›Bitte!‹ sprach der Rektor, indem er Daum und Zeigefinger zusammenspitzte.|Bitte! sprach der Rektor, indem er Daum und Zeigefinger zusammenspitzte.
kleinzaches_08_f000076|Ohne zu wissen, ob wohl Tabak darin enthalten, klappte ich die Dose auf.|Ohne zu wissen, ob wohl Tabak darin enthalten, klappte ich die Dose auf.
kleinzaches_08_f000077|Der Rektor griff hinein, schnupfte, faßte meine Hand, drückte sie stark, Tränen liefen ihm über die Wangen; er sprach tiefgerührt: Edler Jüngling! eine schöne Prise!|Der Rektor griff hinein, schnupfte, faßte meine Hand, drückte sie stark, Tränen liefen ihm über die Wangen; er sprach tiefgerührt: Edler Jüngling! eine schöne Prise!
kleinzaches_08_f000078|Alles ist vergeben und vergessen, speisen Sie bei mir heut mittags!‹ – Ihr seht, Freunde, all mein Leiden hat ein Ende, und gelingt uns heute, wie es anders gar nicht zu erwarten steht, die Entzauberung Zinnobers, so seid auch ihr fortan glücklich!|Alles ist vergeben und vergessen, speisen Sie bei mir heut mittags! - Ihr seht, Freunde, all mein Leiden hat ein Ende, und gelingt uns heute, wie es anders gar nicht zu erwarten steht, die Entzauberung Zinnobers, so seid auch ihr fortan glücklich!
kleinzaches_08_f000079|In dem mit hundert Kerzen erleuchteten Saal stand der kleine Zinnober im scharlachroten gestickten Kleide, den großen Orden des grüngefleckten Tigers mit zwanzig Knöpfen umgetan, Degen an der Seite, Federhut unterm Arm.|In dem mit hundert Kerzen erleuchteten Saal stand der kleine Zinnober im scharlachroten gestickten Kleide, den großen Orden des grüngefleckten Tigers mit zwanzig Knöpfen umgetan, Degen an der Seite, Federhut unterm Arm.
kleinzaches_08_f000080|Neben ihm die holde Candida bräutlich geschmückt, in aller Anmut und Jugend strahlend.|Neben ihm die holde Candida bräutlich geschmückt, in aller Anmut und Jugend strahlend.
kleinzaches_08_f000081|Zinnober hatte ihre Hand gefaßt, die er zuweilen an den Mund drückte und dabei recht widrig grinste und lächelte.|Zinnober hatte ihre Hand gefaßt, die er zuweilen an den Mund drückte und dabei recht widrig grinste und lächelte.
kleinzaches_08_f000082|Und jedesmal überflog dann ein höheres Rot Candidas Wangen, und sie blickte den Kleinen an mit dem Ausdruck der innigsten Liebe.|Und jedesmal überflog dann ein höheres Rot Candidas Wangen, und sie blickte den Kleinen an mit dem Ausdruck der innigsten Liebe.
kleinzaches_08_f000083|Das war denn wohl recht graulich anzusehen, und nur die Verblendung, in die Zinnobers Zauber alle versetzte, war schuld daran, daß man nicht, ergrimmt über Candidas heillose Verstrickung, den kleinen Hexenkerl packte und ins Kaminfeuer warf.|Das war denn wohl recht graulich anzusehen, und nur die Verblendung, in die Zinnobers Zauber alle versetzte, war schuld daran, daß man nicht, ergrimmt über Candidas heillose Verstrickung, den kleinen Hexenkerl packte und ins Kaminfeuer warf.
kleinzaches_08_f000084|Rings um das Paar im Kreise in ehrerbietiger Entfernung hatte sich die Gesellschaft gesammelt.|Rings um das Paar im Kreise in ehrerbietiger Entfernung hatte sich die Gesellschaft gesammelt.
kleinzaches_08_f000085|Nur Fürst Barsanuph stand neben Candida und mühte sich, bedeutungsvolle gnädige Blicke umherzuwerfen, auf die indessen niemand sonderlich achtete.|Nur Fürst Barsanuph stand neben Candida und mühte sich, bedeutungsvolle gnädige Blicke umherzuwerfen, auf die indessen niemand sonderlich achtete.
kleinzaches_08_f000086|Alles hatte nur Auge für das Brautpaar und hing an Zinnobers Lippen, der hin und wieder einige unverständliche Worte schnurrte, denen jedesmal ein leises Ach!|Alles hatte nur Auge für das Brautpaar und hing an Zinnobers Lippen, der hin und wieder einige unverständliche Worte schnurrte, denen jedesmal ein leises Ach!
kleinzaches_08_f000087|der höchsten Bewunderung, das die Gesellschaft ausstieß, folgte.|der höchsten Bewunderung, das die Gesellschaft ausstieß, folgte.
kleinzaches_08_f000088|Es war an dem, daß die Verlobungsringe gewechselt werden sollten.|Es war an dem, daß die Verlobungsringe gewechselt werden sollten.
kleinzaches_08_f000089|Mosch Terpin trat in den Kreis mit einem Präsentierteller, auf dem die Ringe funkelten.|Mosch Terpin trat in den Kreis mit einem Präsentierteller, auf dem die Ringe funkelten.
kleinzaches_08_f000090|Er räusperte sich – Zinnober hob sich auf den Fußspitzen so hoch als möglich, beinahe reichte er der Braut an den Ellbogen.|Er räusperte sich - Zinnober hob sich auf den Fußspitzen so hoch als möglich, beinahe reichte er der Braut an den Ellbogen.
kleinzaches_08_f000091|Alles stand in der gespanntesten Erwartung – da lassen sich plötzlich fremde Stimmen hören, die Türe des Saals springt auf, Balthasar dringt ein, mit ihm Pulcher – Fabian!|Alles stand in der gespanntesten Erwartung - da lassen sich plötzlich fremde Stimmen hören, die Türe des Saals springt auf, Balthasar dringt ein, mit ihm Pulcher - Fabian!
kleinzaches_08_f000092|Sie brechen durch den Kreis – Was ist das, was wollen die Fremden? ruft alles durcheinander.|Sie brechen durch den Kreis - Was ist das, was wollen die Fremden? ruft alles durcheinander.
kleinzaches_08_f000093|Fürst Barsanuph schreit entsetzt: Aufruhr – Rebellion – Wache! und springt hinter den Kaminschirm.|Fürst Barsanuph schreit entsetzt: Aufruhr - Rebellion - Wache! und springt hinter den Kaminschirm.
kleinzaches_08_f000094|Mosch Terpin erkennt den Balthasar, der dicht bis zum Zinnober vorgedrungen, und ruft: Herr Studiosus!|Mosch Terpin erkennt den Balthasar, der dicht bis zum Zinnober vorgedrungen, und ruft: Herr Studiosus!
kleinzaches_08_f000095|Sind Sie rasend – sind Sie von Sinnen?|Sind Sie rasend - sind Sie von Sinnen?
kleinzaches_08_f000096|wie können Sie sich unterstehen, hier einzudringen in die Verlobung!|wie können Sie sich unterstehen, hier einzudringen in die Verlobung!
kleinzaches_08_f000097|Leute – Gesellschaft – Bediente, werft den Grobian zur Türe hinaus!|Leute - Gesellschaft - Bediente, werft den Grobian zur Türe hinaus!
kleinzaches_08_f000098|Aber ohne sich nur im mindesten an irgend etwas zu kehren, hat Balthasar schon Prospers Lorgnette hervorgezogen und richtet durch dieselbe den festen Blick auf Zinnobers Haupt.|Aber ohne sich nur im mindesten an irgend etwas zu kehren, hat Balthasar schon Prospers Lorgnette hervorgezogen und richtet durch dieselbe den festen Blick auf Zinnobers Haupt.
kleinzaches_08_f000099|Wie vom elektrischen Strahl getroffen, stößt Zinnober ein gellendes Katzengeschrei aus, daß der ganze Saal widerhallt.|Wie vom elektrischen Strahl getroffen, stößt Zinnober ein gellendes Katzengeschrei aus, daß der ganze Saal widerhallt.
kleinzaches_08_f000100|Candida fällt ohnmächtig auf einen Stuhl; der eng geschlossene Kreis der Gesellschaft stäubt auseinander.|Candida fällt ohnmächtig auf einen Stuhl; der eng geschlossene Kreis der Gesellschaft stäubt auseinander.
kleinzaches_08_f000101|Klar vor Balthasars Augen liegt der feuerfarbglänzende Haarstreif, er springt zu auf Zinnober – faßt ihn, der strampelt mit den Beinchen und sträubt sich und kratzt und beißt.|Klar vor Balthasars Augen liegt der feuerfarbglänzende Haarstreif, er springt zu auf Zinnober - faßt ihn, der strampelt mit den Beinchen und sträubt sich und kratzt und beißt.
kleinzaches_08_f000102|Angepackt – angepackt!|Angepackt - angepackt!
kleinzaches_08_f000103|ruft Balthasar; da fassen Fabian und Pulcher den Kleinen, daß er sich nicht zu regen und zu bewegen vermag, und Balthasar faßt sicher und behutsam die roten Haare, reißt sie mit einem Ruck vom Haupte herab,|ruft Balthasar; da fassen Fabian und Pulcher den Kleinen, daß er sich nicht zu regen und zu bewegen vermag, und Balthasar faßt sicher und behutsam die roten Haare, reißt sie mit einem Ruck vom Haupte herab,
kleinzaches_08_f000104|springt an den Kamin, wirft sie ins Feuer, sie prasseln auf, es geschieht ein betäubender Schlag, alle erwachen wie aus dem Traum.|springt an den Kamin, wirft sie ins Feuer, sie prasseln auf, es geschieht ein betäubender Schlag, alle erwachen wie aus dem Traum.
kleinzaches_08_f000105|Da steht der kleine Zinnober, der sich mühsam aufgerafft von der Erde, und schimpft und schmält und befiehlt, man solle die frechen Ruhestörer,|Da steht der kleine Zinnober, der sich mühsam aufgerafft von der Erde, und schimpft und schmält und befiehlt, man solle die frechen Ruhestörer,
kleinzaches_08_f000106|die sich an der geheiligten Person des ersten Ministers im Staate vergriffen, sogleich packen und ins tiefste Gefängnis werfen!|die sich an der geheiligten Person des ersten Ministers im Staate vergriffen, sogleich packen und ins tiefste Gefängnis werfen!
kleinzaches_08_f000107|Aber einer frägt den andern: Wo kommt denn mit einemmal der kleine purzelbäumige Kerl her? was will das kleine Ungetüm?|Aber einer frägt den andern: Wo kommt denn mit einemmal der kleine purzelbäumige Kerl her? was will das kleine Ungetüm?
kleinzaches_08_f000108|Und wie der Däumling immerfort tobt und mit den Füßchen den Boden stampft und immer dazwischen ruft: Ich bin der Minister Zinnober – ich bin der Minister Zinnober – der grüngefleckte Tiger mit zwanzig Knöpfen!|Und wie der Däumling immerfort tobt und mit den Füßchen den Boden stampft und immer dazwischen ruft: Ich bin der Minister Zinnober - ich bin der Minister Zinnober - der grüngefleckte Tiger mit zwanzig Knöpfen!
kleinzaches_08_f000109|da bricht alles in ein tolles Gelächter aus.|da bricht alles in ein tolles Gelächter aus.
kleinzaches_08_f000110|Man umringt den Kleinen, die Männer heben ihn auf und werfen sich ihn zu wie einen Fangball; ein Ordensknopf nach dem andern springt ihm vom Leibe – er verliert den Hut – den Degen, die Schuhe.|Man umringt den Kleinen, die Männer heben ihn auf und werfen sich ihn zu wie einen Fangball; ein Ordensknopf nach dem andern springt ihm vom Leibe - er verliert den Hut - den Degen, die Schuhe.
kleinzaches_08_f000111|Fürst Barsanuph kommt hinter dem Kaminschirm hervor und tritt hinein mitten in den Tumult.|Fürst Barsanuph kommt hinter dem Kaminschirm hervor und tritt hinein mitten in den Tumult.
kleinzaches_08_f000112|Da kreischt der Kleine: Fürst Barsanuph – Durchlaucht – retten Sie Ihren Minister – Ihren Liebling!|Da kreischt der Kleine: Fürst Barsanuph - Durchlaucht - retten Sie Ihren Minister - Ihren Liebling!
kleinzaches_08_f000113|Hilfe – Hilfe – der Staat ist in Gefahr – der grüngefleckte Tiger – Weh – weh!|Hilfe - Hilfe - der Staat ist in Gefahr - der grüngefleckte Tiger - Weh - weh!
kleinzaches_08_f000114|Der Fürst wirft einen grimmigen Blick auf den Kleinen und schreitet dann rasch vorwärts nach der Türe.|Der Fürst wirft einen grimmigen Blick auf den Kleinen und schreitet dann rasch vorwärts nach der Türe.
kleinzaches_08_f000115|Mosch Terpin kommt ihm in den Weg, den faßt er, zieht ihn in die Ecke und spricht mit zornfunkelnden Augen: Sie erdreisten sich, Ihrem Fürsten, Ihrem Landesvater hier eine dumme Komödie vorspielen zu wollen?|Mosch Terpin kommt ihm in den Weg, den faßt er, zieht ihn in die Ecke und spricht mit zornfunkelnden Augen: Sie erdreisten sich, Ihrem Fürsten, Ihrem Landesvater hier eine dumme Komödie vorspielen zu wollen?
kleinzaches_08_f000116|Sie laden mich ein zur Verlobung Ihrer Tochter mit meinem würdigen Minister Zinnober, und statt meines Ministers finde ich hier eine abscheuliche Mißgeburt, die Sie in glänzende Kleider gesteckt?|Sie laden mich ein zur Verlobung Ihrer Tochter mit meinem würdigen Minister Zinnober, und statt meines Ministers finde ich hier eine abscheuliche Mißgeburt, die Sie in glänzende Kleider gesteckt?
kleinzaches_08_f000117|Herr, wissen Sie, daß das ein landesverräterischer Spaß ist, den ich strenge ahnden würde, wenn Sie nicht ein ganz alberner Mensch wären, der ins Tollhaus gehört.|Herr, wissen Sie, daß das ein landesverräterischer Spaß ist, den ich strenge ahnden würde, wenn Sie nicht ein ganz alberner Mensch wären, der ins Tollhaus gehört.
kleinzaches_08_f000118|Ich entsetze Sie des Amts als Generaldirektor der natürlichen Angelegenheiten und verbitte mir alles weitere Studieren in meinem Keller!|Ich entsetze Sie des Amts als Generaldirektor der natürlichen Angelegenheiten und verbitte mir alles weitere Studieren in meinem Keller!
kleinzaches_08_f000119|Adieu!|Adieu!
kleinzaches_08_f000120|Damit stürmte er fort.|Damit stürmte er fort.
kleinzaches_08_f000121|Aber Mosch Terpin stürzte zitternd vor Wut los auf den Kleinen, faßte ihn bei den langen struppigen Haaren und rannte mit ihm hin nach dem Fenster: Hinunter mit dir, schrie er, hinunter mit dir,|Aber Mosch Terpin stürzte zitternd vor Wut los auf den Kleinen, faßte ihn bei den langen struppigen Haaren und rannte mit ihm hin nach dem Fenster: Hinunter mit dir, schrie er, hinunter mit dir,
