sous_les_mers_1_01_f000001|UN ÉCUEIL FUYANT|UN ÉCUEIL FUYANT
sous_les_mers_2_14_f000102|leurs poses charmantes, et les poétisant à leur manière, métamorphosèrent-ils les mâles en tritons, et les femelles en sirènes.|leurs poses charmantes, et les poétisant à leur manière, métamorphosèrent-ils les mâles en tritons, et les femelles en sirènes.
sous_les_mers_2_14_f000103|Je fis remarquer à Conseil le développement considérable des lobes cérébraux chez ces intelligents cétacés.|Je fis remarquer à Conseil le développement considérable des lobes cérébraux chez ces intelligents cétacés.
sous_les_mers_2_14_f000104|Aucun mammifère, l'homme excepté, n'a la matière cérébrale plus riche.|Aucun mammifère, l'homme excepté, n'a la matière cérébrale plus riche.
sous_les_mers_2_14_f000105|Aussi, les phoques sont-ils susceptibles de recevoir une certaine éducation;|Aussi, les phoques sont-ils susceptibles de recevoir une certaine éducation;
sous_les_mers_2_14_f000106|ils se domestiquent aisément, et je pense, avec certains naturalistes, que, convenablement dressés, ils pourraient rendre de grands services comme chiens de pêche.|ils se domestiquent aisément, et je pense, avec certains naturalistes, que, convenablement dressés, ils pourraient rendre de grands services comme chiens de pêche.
sous_les_mers_2_14_f000107|La plupart de ces phoques dormaient sur les rochers ou sur le sable.|La plupart de ces phoques dormaient sur les rochers ou sur le sable.
sous_les_mers_2_14_f000108|Parmi ces phoques proprement dits qui n'ont point d'oreilles externes -- différant en cela des otaries dont l'oreille est saillante -- j'observai plusieurs variétés de sténorhynques,|Parmi ces phoques proprement dits qui n'ont point d'oreilles externes -- différant en cela des otaries dont l'oreille est saillante -- j'observai plusieurs variétés de sténorhynques,
sous_les_mers_2_14_f000109|longs de trois mètres, blancs de poils, à têtes de bull-dogs, armés de dix dents à chaque mâchoire, quatre incisives en haut et en bas et deux grandes canines découpées en forme de fleur de lis.|longs de trois mètres, blancs de poils, à têtes de bull-dogs, armés de dix dents à chaque mâchoire, quatre incisives en haut et en bas et deux grandes canines découpées en forme de fleur de lis.
sous_les_mers_2_14_f000110|Entre eux se glissaient des éléphants marins, sortes de phoques à trompe courte et mobile, les géants de l'espèce, qui sur une circonférence de vingt pieds mesuraient une longueur de dix mètres.|Entre eux se glissaient des éléphants marins, sortes de phoques à trompe courte et mobile, les géants de l'espèce, qui sur une circonférence de vingt pieds mesuraient une longueur de dix mètres.
sous_les_mers_2_14_f000111|Ils ne faisaient aucun mouvement à notre approche.|Ils ne faisaient aucun mouvement à notre approche.
sous_les_mers_2_14_f000112|Ce ne sont pas des animaux dangereux? me demanda Conseil.|Ce ne sont pas des animaux dangereux? me demanda Conseil.
sous_les_mers_2_14_f000113|-- Non, répondis-je, à moins qu'on ne les attaque. Lorsqu'un phoque défend son petit, sa fureur est terrible, et il n'est pas rare qu'il mette en pièces l'embarcation des pêcheurs.|-- Non, répondis-je, à moins qu'on ne les attaque. Lorsqu'un phoque défend son petit, sa fureur est terrible, et il n'est pas rare qu'il mette en pièces l'embarcation des pêcheurs.
sous_les_mers_2_14_f000114|-- Il est dans son droit, répliqua Conseil.|-- Il est dans son droit, répliqua Conseil.
sous_les_mers_2_14_f000115|-- Je ne dis pas non.|-- Je ne dis pas non.
sous_les_mers_2_14_f000116|Deux milles plus loin, nous étions arrêtés par le promontoire qui couvrait la baie contre les vents du sud.|Deux milles plus loin, nous étions arrêtés par le promontoire qui couvrait la baie contre les vents du sud.
sous_les_mers_2_14_f000117|Il tombait d'aplomb à la mer et écumait sous le ressac. Au-delà éclataient de formidables rugissements, tels qu'un troupeau de ruminants en eût pu produire.|Il tombait d'aplomb à la mer et écumait sous le ressac. Au-delà éclataient de formidables rugissements, tels qu'un troupeau de ruminants en eût pu produire.
sous_les_mers_2_14_f000118|Bon, fit Conseil, un concert de taureaux?|Bon, fit Conseil, un concert de taureaux?
sous_les_mers_2_14_f000119|-- Non, dis-je, un concert de morses. Ils se battent?|-- Non, dis-je, un concert de morses. Ils se battent?
sous_les_mers_2_14_f000120|-- Ils se battent ou ils jouent.|-- Ils se battent ou ils jouent.
sous_les_mers_2_14_f000121|-- N'en déplaise à monsieur, il faut voir cela.|-- N'en déplaise à monsieur, il faut voir cela.
sous_les_mers_2_14_f000122|-- Il faut le voir, Conseil.|-- Il faut le voir, Conseil.
sous_les_mers_2_14_f000123|Et nous voilà franchissant les roches noirâtres, au milieu d'éboulements imprévus, et sur des pierres que la glace rendait fort glissantes.|Et nous voilà franchissant les roches noirâtres, au milieu d'éboulements imprévus, et sur des pierres que la glace rendait fort glissantes.
sous_les_mers_2_14_f000124|Plus d'une fois, je roulai au détriment de mes reins.|Plus d'une fois, je roulai au détriment de mes reins.
sous_les_mers_2_14_f000125|Conseil, plus prudent ou plus solide, ne bronchait guère, et me relevait, disant:|Conseil, plus prudent ou plus solide, ne bronchait guère, et me relevait, disant:
sous_les_mers_2_14_f000126|Si monsieur voulait avoir la bonté d'écarter les jambes, monsieur conserverait mieux son équilibre.|Si monsieur voulait avoir la bonté d'écarter les jambes, monsieur conserverait mieux son équilibre.
sous_les_mers_2_14_f000127|Arrivé à l'arête supérieure du promontoire, j'aperçus une vaste plaine blanche, couverte de morses.|Arrivé à l'arête supérieure du promontoire, j'aperçus une vaste plaine blanche, couverte de morses.
sous_les_mers_2_14_f000128|Ces animaux jouaient entre eux. C'étaient des hurlements de joie, non de colère.|Ces animaux jouaient entre eux. C'étaient des hurlements de joie, non de colère.
sous_les_mers_2_14_f000129|Les morses ressemblent aux phoques par la forme de leurs corps et par la disposition de leurs membres.|Les morses ressemblent aux phoques par la forme de leurs corps et par la disposition de leurs membres.
sous_les_mers_2_14_f000130|Mais les canines et les incisives manquent à leur mâchoire inférieure, et quant aux canines supérieures, ce sont deux défenses longues de quatre-vingts centimètres qui en mesurent trente-trois à la circonférence de leur alvéole.|Mais les canines et les incisives manquent à leur mâchoire inférieure, et quant aux canines supérieures, ce sont deux défenses longues de quatre-vingts centimètres qui en mesurent trente-trois à la circonférence de leur alvéole.
sous_les_mers_2_14_f000131|Ces dents, faites d'un ivoire compact et sans stries, plus dur que celui des éléphants, et moins prompt à jaunir, sont très recherchées.|Ces dents, faites d'un ivoire compact et sans stries, plus dur que celui des éléphants, et moins prompt à jaunir, sont très recherchées.
sous_les_mers_2_14_f000132|Aussi les morses sont-ils en butte à une chasse inconsidérée qui les détruira bientôt jusqu'au dernier, puisque les chasseurs, massacrant indistinctement les femelles pleines et les jeunes,|Aussi les morses sont-ils en butte à une chasse inconsidérée qui les détruira bientôt jusqu'au dernier, puisque les chasseurs, massacrant indistinctement les femelles pleines et les jeunes,
sous_les_mers_2_14_f000133|en détruisent chaque année plus de quatre mille.|en détruisent chaque année plus de quatre mille.
sous_les_mers_2_14_f000134|En passant auprès de ces curieux animaux, je pus les examiner à loisir, car ils ne se dérangeaient pas.|En passant auprès de ces curieux animaux, je pus les examiner à loisir, car ils ne se dérangeaient pas.
sous_les_mers_2_14_f000135|Leur peau était épaisse et rugueuse, d'un ton fauve tirant sur le roux, leur pelage court et peu fourni.|Leur peau était épaisse et rugueuse, d'un ton fauve tirant sur le roux, leur pelage court et peu fourni.
sous_les_mers_2_14_f000136|Quelques-uns avaient une longueur de quatre mètres.|Quelques-uns avaient une longueur de quatre mètres.
sous_les_mers_2_14_f000137|Plus tranquilles et moins craintifs que leurs congénères du nord, ils ne confiaient point à des sentinelles choisies le soin de surveiller les abords de leur campement.|Plus tranquilles et moins craintifs que leurs congénères du nord, ils ne confiaient point à des sentinelles choisies le soin de surveiller les abords de leur campement.
sous_les_mers_2_14_f000138|Après avoir examiné cette cité des morses, je songeai à revenir sur mes pas.|Après avoir examiné cette cité des morses, je songeai à revenir sur mes pas.
sous_les_mers_2_14_f000139|Il était onze heures, et si le capitaine Nemo se trouvait dans des conditions favorables pour observer, je voulais être présent à son opération.|Il était onze heures, et si le capitaine Nemo se trouvait dans des conditions favorables pour observer, je voulais être présent à son opération.
sous_les_mers_2_14_f000140|Cependant, je n'espérais pas que le soleil se montrât ce jour-là.|Cependant, je n'espérais pas que le soleil se montrât ce jour-là.
sous_les_mers_2_14_f000141|Des nuages écrasés sur l'horizon le dérobaient à nos yeux. Il semblait que cet astre jaloux ne voulût pas révéler à des êtres humains ce point inabordable du globe.|Des nuages écrasés sur l'horizon le dérobaient à nos yeux. Il semblait que cet astre jaloux ne voulût pas révéler à des êtres humains ce point inabordable du globe.
sous_les_mers_2_14_f000142|Cependant, je songeai à revenir vers le Nautilus. Nous suivîmes un étroit raidillon qui courait sur le sommet de la falaise.|Cependant, je songeai à revenir vers le Nautilus. Nous suivîmes un étroit raidillon qui courait sur le sommet de la falaise.
sous_les_mers_2_14_f000143|A onze heures et demie, nous étions arrivés au point du débarquement.|A onze heures et demie, nous étions arrivés au point du débarquement.
sous_les_mers_2_14_f000144|Le canot échoué avait déposé le capitaine à terre. Je l'aperçus debout sur un bloc ce basalte.|Le canot échoué avait déposé le capitaine à terre. Je l'aperçus debout sur un bloc ce basalte.
sous_les_mers_2_14_f000145|Ses instruments étaient près de lui. Son regard se fixait sur l'horizon du nord, près duquel le soleil décrivait alors sa courbe allongée.|Ses instruments étaient près de lui. Son regard se fixait sur l'horizon du nord, près duquel le soleil décrivait alors sa courbe allongée.
sous_les_mers_2_14_f000146|Je pris place auprès de lui et j'attendis sans parler. Midi arriva, et, ainsi que la veille, le soleil ne se montra pas.|Je pris place auprès de lui et j'attendis sans parler. Midi arriva, et, ainsi que la veille, le soleil ne se montra pas.
sous_les_mers_2_14_f000147|C'était une fatalité. L'observation manquait encore. Si demain elle ne s'accomplissait pas, il faudrait renoncer définitivement à relever notre situation.|C'était une fatalité. L'observation manquait encore. Si demain elle ne s'accomplissait pas, il faudrait renoncer définitivement à relever notre situation.
sous_les_mers_2_14_f000148|En effet, nous étions précisément au 20 mars. Demain, 21, jour de l'équinoxe, réfraction non comptée, le soleil disparaîtrait sous l'horizon pour six mois, et avec sa disparition commencerait la longue nuit polaire.|En effet, nous étions précisément au 20 mars. Demain, 21, jour de l'équinoxe, réfraction non comptée, le soleil disparaîtrait sous l'horizon pour six mois, et avec sa disparition commencerait la longue nuit polaire.
sous_les_mers_2_14_f000149|Depuis l'équinoxe de septembre, il avait émergé de l'horizon septentrional, s'élevant par des spirales allongées jusqu'au 21 décembre.|Depuis l'équinoxe de septembre, il avait émergé de l'horizon septentrional, s'élevant par des spirales allongées jusqu'au 21 décembre.
sous_les_mers_2_14_f000150|A cette époque, solstice d'été de ces contrées boréales, il avait commencé à redescendre, et le lendemain, il devait leur lancer ses derniers rayons.|A cette époque, solstice d'été de ces contrées boréales, il avait commencé à redescendre, et le lendemain, il devait leur lancer ses derniers rayons.
sous_les_mers_2_14_f000151|Je communiquai mes observations et mes craintes au capitaine Nemo.|Je communiquai mes observations et mes craintes au capitaine Nemo.
sous_les_mers_2_14_f000152|Vous aviez raison, monsieur Aronnax, me dit-il, si demain, je n'obtiens la hauteur du soleil, je ne pourrai avant six mois reprendre cette opération.|Vous aviez raison, monsieur Aronnax, me dit-il, si demain, je n'obtiens la hauteur du soleil, je ne pourrai avant six mois reprendre cette opération.
