la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_19_f000095|mais aussitôt les bonnes commères nasillaient, d’une voix aigre comme celle de la mouette, le refrain victorieux; et le fossoyeur, sommé de se rendre, passait à d’autres essais.|mais aussitôt les bonnes commères nasillaient, dune voix aigre comme celle de la mouette, le refrain victorieux; et le fossoyeur, sommé de se rendre, passait à dautres essais.
la_mare_au_diable_19_f000096|Il eût été trop long d’attendre de quel côté resterait la victoire.|Il eût été trop long dattendre de quel côté resterait la victoire.
la_mare_au_diable_19_f000097|Le parti de la fiancée déclara qu’il faisait grâce à condition qu’on offrirait à celle-ci un présent digne d’elle.|Le parti de la fiancée déclara quil faisait grâce à condition quon offrirait à celle-ci un présent digne delle.
la_mare_au_diable_19_f000098|Alors commença le chant des livrées sur un air solennel comme un chant d’église.|Alors commença le chant des livrées sur un air solennel comme un chant déglise.
la_mare_au_diable_19_f000099|Les hommes du dehors dirent en basse-taille à l’unisson: Ouvrez la porte, ouvrez, Marie, ma mignonne, J’ons de beaux cadeaux à vous présenter.|Les hommes du dehors dirent en basse-taille à lunisson: Ouvrez la porte, ouvrez, Marie, ma mignonne, Jons de beaux cadeaux à vous présenter.
la_mare_au_diable_19_f000100|Hélas! ma mie, laissez-nous entrer.|Hélas! ma mie, laissez-nous entrer.
la_mare_au_diable_19_f000101|A quoi les femmes répondirent de l’intérieur, et en fausset, d’un ton dolent:|A quoi les femmes répondirent de lintérieur, et en fausset, dun ton dolent:
la_mare_au_diable_19_f000102|Mon père est en chagrin, ma mère en grand’tristesse, Et moi je suis fille de trop grand merci Pour ouvrir ma porte à cette heure ici.|Mon père est en chagrin, ma mère en grandtristesse, Et moi je suis fille de trop grand merci Pour ouvrir ma porte à cette heure ici.
la_mare_au_diable_19_f000103|Les hommes reprirent le premier couplet jusqu’au quatrième vers, qu’ils modifièrent de la sorte: J’ons un beau mouchoir à vous présenter.|Les hommes reprirent le premier couplet jusquau quatrième vers, quils modifièrent de la sorte: Jons un beau mouchoir à vous présenter.
la_mare_au_diable_19_f000104|Mais, au nom de la fiancée, les femmes répondirent de même que la première fois.|Mais, au nom de la fiancée, les femmes répondirent de même que la première fois.
la_mare_au_diable_19_f000105|Pendant vingt couplets, au moins, les hommes énumérèrent tous les cadeaux de la livrée, mentionnant toujours un objet nouveau dans le dernier vers:|Pendant vingt couplets, au moins, les hommes énumérèrent tous les cadeaux de la livrée, mentionnant toujours un objet nouveau dans le dernier vers:
la_mare_au_diable_19_f000106|un beau devanteau (tablier), de beaux rubans, un habit de drap, de la dentelle, une croix d’or, et jusqu’à un cent d’épingles pour compléter la modeste corbeille de la mariée.|un beau devanteau tablier, de beaux rubans, un habit de drap, de la dentelle, une croix dor, et jusquà un cent dépingles pour compléter la modeste corbeille de la mariée.
la_mare_au_diable_19_f000107|Le refus des matrones était irrévocable; mais enfin les garçons se décidèrent à parler d’un beau mari à leur présenter et elles répondirent en s’adressant à la mariée, en lui chantant avec les hommes:|Le refus des matrones était irrévocable; mais enfin les garçons se décidèrent à parler dun beau mari à leur présenter et elles répondirent en sadressant à la mariée, en lui chantant avec les hommes:
la_mare_au_diable_19_f000108|Ouvrez la porte, ouvrez, Marie, ma mignonne, C’est un beau mari qui vient vous chercher, Allons, ma mie, laissons-les entrer.|Ouvrez la porte, ouvrez, Marie, ma mignonne, Cest un beau mari qui vient vous chercher, Allons, ma mie, laissons-les entrer.
la_mare_au_diable_20_f000001|LE MARIAGE Aussitôt le chanvreur tira la cheville de bois qui fermait la porte à l’intérieur: c’était encore, à cette époque, la seule serrure connue dans la plupart des habitations de notre hameau.|LE MARIAGE Aussitôt le chanvreur tira la cheville de bois qui fermait la porte à lintérieur: cétait encore, à cette époque, la seule serrure connue dans la plupart des habitations de notre hameau.
la_mare_au_diable_20_f000002|La bande du fiancé fit irruption dans la demeure de la fiancée, mais non sans combat; car les garçons cantonnés dans la maison, même le vieux chanvreur et les vieilles commères se mirent en devoir de garder le foyer.|La bande du fiancé fit irruption dans la demeure de la fiancée, mais non sans combat; car les garçons cantonnés dans la maison, même le vieux chanvreur et les vieilles commères se mirent en devoir de garder le foyer.
la_mare_au_diable_20_f000003|Le porteur de la broche, soutenu par les siens, devait arriver à planter le rôti dans l’âtre.|Le porteur de la broche, soutenu par les siens, devait arriver à planter le rôti dans lâtre.
la_mare_au_diable_20_f000004|Ce fut une véritable bataille, quoiqu’on s’abstînt de se frapper et qu’il n’y eût point de colère dans cette lutte.|Ce fut une véritable bataille, quoiquon sabstînt de se frapper et quil ny eût point de colère dans cette lutte.
la_mare_au_diable_20_f000005|Mais on se poussait et on se pressait si étroitement, et il y avait tant d’amour-propre en jeu dans cet essai de forces musculaires,|Mais on se poussait et on se pressait si étroitement, et il y avait tant damour-propre en jeu dans cet essai de forces musculaires,
la_mare_au_diable_20_f000006|que les résultats pouvaient être plus sérieux qu’ils ne le paraissaient à travers les rires et les chansons.|que les résultats pouvaient être plus sérieux quils ne le paraissaient à travers les rires et les chansons.
la_mare_au_diable_20_f000007|Le pauvre vieux chanvreur, qui se débattait comme un lion, fut collé à la muraille et serré par la foule, jusqu’à perdre la respiration.|Le pauvre vieux chanvreur, qui se débattait comme un lion, fut collé à la muraille et serré par la foule, jusquà perdre la respiration.
la_mare_au_diable_20_f000008|Plus d’un champion renversé fut foulé aux pieds involontairement, plus d’une main cramponnée à la broche fut ensanglantée.|Plus dun champion renversé fut foulé aux pieds involontairement, plus dune main cramponnée à la broche fut ensanglantée.
la_mare_au_diable_20_f000009|Ces jeux sont dangereux, et les accidents ont été assez graves dans les derniers temps pour que nos paysans aient résolu de laisser tomber en désuétude la cérémonie des livrées.|Ces jeux sont dangereux, et les accidents ont été assez graves dans les derniers temps pour que nos paysans aient résolu de laisser tomber en désuétude la cérémonie des livrées.
la_mare_au_diable_20_f000010|Je crois que nous avons vu la dernière à la noce de Françoise Meillant et encore la lutte ne fut-elle que simulée.|Je crois que nous avons vu la dernière à la noce de Françoise Meillant et encore la lutte ne fut-elle que simulée.
la_mare_au_diable_20_f000011|Cette lutte fut encore assez passionnée à la noce de Germain.|Cette lutte fut encore assez passionnée à la noce de Germain.
la_mare_au_diable_20_f000012|Il y avait une question de point d’honneur de part et d’autre à envahir et à défendre le foyer de la Guillette.|Il y avait une question de point dhonneur de part et dautre à envahir et à défendre le foyer de la Guillette.
la_mare_au_diable_20_f000013|L’énorme broche de fer fut tordue comme une vis sous les vigoureux poignets qui se la disputaient.|Lénorme broche de fer fut tordue comme une vis sous les vigoureux poignets qui se la disputaient.
la_mare_au_diable_20_f000014|Un coup de pistolet mit le feu à une petite provision de chanvre en poupées, placée sur une claie, au plafond.|Un coup de pistolet mit le feu à une petite provision de chanvre en poupées, placée sur une claie, au plafond.
la_mare_au_diable_20_f000015|Cet incident fit diversion, et, tandis que les uns s’empressaient d’étouffer ce germe d’incendie, le fossoyeur, qui était grimpé au grenier sans qu’on s’en aperçût,|Cet incident fit diversion, et, tandis que les uns sempressaient détouffer ce germe dincendie, le fossoyeur, qui était grimpé au grenier sans quon sen aperçût,
la_mare_au_diable_20_f000016|descendit par la cheminée, et saisit la broche au moment où le bouvier qui la défendait auprès de l’âtre, l’élevait au-dessus de sa tête pour empêcher qu’elle ne lui fût arrachée.|descendit par la cheminée, et saisit la broche au moment où le bouvier qui la défendait auprès de lâtre, lélevait au-dessus de sa tête pour empêcher quelle ne lui fût arrachée.
la_mare_au_diable_20_f000017|Quelque temps avant la prise d’assaut, les matrones avaient eu le soin d’éteindre le feu, de crainte qu’en se débattant auprès, quelqu’un ne vînt à y tomber et à se brûler.|Quelque temps avant la prise dassaut, les matrones avaient eu le soin déteindre le feu, de crainte quen se débattant auprès, quelquun ne vînt à y tomber et à se brûler.
la_mare_au_diable_20_f000018|Le facétieux fossoyeur, d’accord avec le bouvier, s’empara donc du trophée sans difficulté et le jeta en travers sur les landiers.|Le facétieux fossoyeur, daccord avec le bouvier, sempara donc du trophée sans difficulté et le jeta en travers sur les landiers.
la_mare_au_diable_20_f000019|C’en était fait! il n’était plus permis d’y toucher.|Cen était fait! il nétait plus permis dy toucher.
la_mare_au_diable_20_f000020|Il sauta au milieu de la chambre et alluma un reste de paille, qui entourait la broche, pour faire le simulacre de la cuisson du rôti,|Il sauta au milieu de la chambre et alluma un reste de paille, qui entourait la broche, pour faire le simulacre de la cuisson du rôti,
la_mare_au_diable_20_f000021|car l’oie était en pièces et jonchait le plancher de ses membres épars.|car loie était en pièces et jonchait le plancher de ses membres épars.
la_mare_au_diable_20_f000022|Il y eut alors beaucoup de rires et de discussions fanfaronnes.|Il y eut alors beaucoup de rires et de discussions fanfaronnes.
la_mare_au_diable_20_f000023|Chacun montrait les horions qu’il avait reçus, et comme c’était souvent la main d’un ami qui avait frappé, personne ne se plaignit ni ne se querella.|Chacun montrait les horions quil avait reçus, et comme cétait souvent la main dun ami qui avait frappé, personne ne se plaignit ni ne se querella.
la_mare_au_diable_20_f000024|Le chanvreur, à demi aplati, se frottait les reins, disant qu’il s’en souciait fort peu, mais qu’il protestait contre la ruse de son compère le fossoyeur, et que, s’il n’eût été à demi mort, le foyer n’eût pas été conquis si facilement.|Le chanvreur, à demi aplati, se frottait les reins, disant quil sen souciait fort peu, mais quil protestait contre la ruse de son compère le fossoyeur, et que, sil neût été à demi mort, le foyer neût pas été conquis si facilement.
la_mare_au_diable_20_f000025|Les matrones balayaient le pavé, et l’ordre se faisait.|Les matrones balayaient le pavé, et lordre se faisait.
la_mare_au_diable_20_f000026|La table se couvrait de brocs de vin nouveau. Quand on eut trinqué ensemble et repris haleine, le fiancé fut amené au milieu de la chambre,|La table se couvrait de brocs de vin nouveau. Quand on eut trinqué ensemble et repris haleine, le fiancé fut amené au milieu de la chambre,
la_mare_au_diable_20_f000027|et, armé d’une baguette, il dut se soumettre à une nouvelle épreuve.|et, armé dune baguette, il dut se soumettre à une nouvelle épreuve.
la_mare_au_diable_20_f000028|Pendant la lutte, la fiancée avait été cachée avec trois de ses compagnes par sa mère, sa marraine et ses tantes, qui avaient fait asseoir les quatre jeunes filles sur un banc, dans un coin reculé de la salle, et les avaient couvertes d’un grand drap blanc.|Pendant la lutte, la fiancée avait été cachée avec trois de ses compagnes par sa mère, sa marraine et ses tantes, qui avaient fait asseoir les quatre jeunes filles sur un banc, dans un coin reculé de la salle, et les avaient couvertes dun grand drap blanc.
la_mare_au_diable_20_f000029|Les trois compagnes avaient été choisies de la même taille que Marie, et leurs cornettes de hauteur identique, de sorte que le drap leur couvrant la tête et les enveloppant jusque par-dessous les pieds,|Les trois compagnes avaient été choisies de la même taille que Marie, et leurs cornettes de hauteur identique, de sorte que le drap leur couvrant la tête et les enveloppant jusque par-dessous les pieds,
la_mare_au_diable_20_f000030|il était impossible de les distinguer l’une de l’autre.|il était impossible de les distinguer lune de lautre.
la_mare_au_diable_20_f000031|Le fiancé ne devait les toucher qu’avec le bout de sa baguette, et seulement pour désigner celle qu’il jugeait être sa femme.|Le fiancé ne devait les toucher quavec le bout de sa baguette, et seulement pour désigner celle quil jugeait être sa femme.
la_mare_au_diable_20_f000032|On lui donnait le temps d’examiner, mais avec les yeux seulement, et les matrones, placées à ses côtés, veillaient rigoureusement à ce qu’il n’y eût point de supercherie.|On lui donnait le temps dexaminer, mais avec les yeux seulement, et les matrones, placées à ses côtés, veillaient rigoureusement à ce quil ny eût point de supercherie.
