odysseus_01_f000001|Erster Abend.|Erster Abend.
odysseus_18_f000011|Warum willst du mich verspotten, da ohnehin mein Herz voll von Kummer ist?|Warum willst du mich verspotten, da ohnehin mein Herz voll von Kummer ist?
odysseus_18_f000012|Mit solchen Vorspiegelungen weckst du mich aus dem lieblichsten Schlummer!|Mit solchen Vorspiegelungen weckst du mich aus dem lieblichsten Schlummer!
odysseus_18_f000013|O ich schlief so süß! Du böse Alte!|O ich schlief so süß! Du böse Alte!
odysseus_18_f000014|Ich sage dir, hätte sich eins der jüngern Weiber einen solchen Spaß mit mir erlaubt, es sollte ihm nicht so leicht hingehen!|Ich sage dir, hätte sich eins der jüngern Weiber einen solchen Spaß mit mir erlaubt, es sollte ihm nicht so leicht hingehen!
odysseus_18_f000015|Doch dich schützt für diesmal dein Alter.|Doch dich schützt für diesmal dein Alter.
odysseus_18_f000016|Ha ha ha! Kind! erwiderte die Alte, ich spotte ja nicht, mein Töchterchen, Er ist da, sag' ich dir, er ist da, und alle Freier haben sie erschlagen, er und Telemachos und noch ein paar Männer.|Ha ha ha! Kind! erwiderte die Alte, ich spotte ja nicht, mein Töchterchen, Er ist da, sag' ich dir, er ist da, und alle Freier haben sie erschlagen, er und Telemachos und noch ein paar Männer.
odysseus_18_f000017|Alles ist geschehen, während du schliefest!|Alles ist geschehen, während du schliefest!
odysseus_18_f000018|Mutter, du scherzest nicht?|Mutter, du scherzest nicht?
odysseus_18_f000019|O Mutter, sag' mir die Wahrheit!|O Mutter, sag' mir die Wahrheit!
odysseus_18_f000020|Wie wäre er denn hergekommen, so geschwind?|Wie wäre er denn hergekommen, so geschwind?
odysseus_18_f000021|Sie war aufgesprungen und hing mit ungeduldig forschenden Blicken der Alten am Halse.|Sie war aufgesprungen und hing mit ungeduldig forschenden Blicken der Alten am Halse.
odysseus_18_f000022|Hergekommen?|Hergekommen?
odysseus_18_f000023|lachte die Wärterin.|lachte die Wärterin.
odysseus_18_f000024|Ha ha, er ist schon seit gestern im Hause, du selbst hast ihn gesprochen gestern Abend.|Ha ha, er ist schon seit gestern im Hause, du selbst hast ihn gesprochen gestern Abend.
odysseus_18_f000025|Wie, Eurykleia?|Wie, Eurykleia?
odysseus_18_f000026|Der alte zerlumpte Fremde?|Der alte zerlumpte Fremde?
odysseus_18_f000027|Ja doch, ja, der Bettler mit dem schmutzigen Ranzen, den die Freier so schnöde verhöhnt haben.|Ja doch, ja, der Bettler mit dem schmutzigen Ranzen, den die Freier so schnöde verhöhnt haben.
odysseus_18_f000028|Wenn sie das gewußt hätten!|Wenn sie das gewußt hätten!
odysseus_18_f000029|O weh, Mutter!|O weh, Mutter!
odysseus_18_f000030|Wie enttäuschest du mich!|Wie enttäuschest du mich!
odysseus_18_f000031|Das ist mein Gemahl nicht!|Das ist mein Gemahl nicht!
odysseus_18_f000032|Nein, das ist Odysseus nicht!|Nein, das ist Odysseus nicht!
odysseus_18_f000033|Odysseus nicht?|Odysseus nicht?
odysseus_18_f000034|Kind, du bist wunderlich.|Kind, du bist wunderlich.
odysseus_18_f000035|Ich habe es schon gestern Abend gewußt; aber ich durfte nichts sagen, so gefährlich drohte er mir.|Ich habe es schon gestern Abend gewußt; aber ich durfte nichts sagen, so gefährlich drohte er mir.
odysseus_18_f000036|Der hätte mir's auch sicher nicht gesagt, wenn ich's nicht selber gemerkt hätte.|Der hätte mir's auch sicher nicht gesagt, wenn ich's nicht selber gemerkt hätte.
odysseus_18_f000037|Aber als ich ihm die Füße wusch, da kam ich mit der Hand an die große Narbe, du weißt noch, die Narbe von der Eberjagd.|Aber als ich ihm die Füße wusch, da kam ich mit der Hand an die große Narbe, du weißt noch, die Narbe von der Eberjagd.
odysseus_18_f000038|Es ist nicht möglich! wiederholte Penelope.|Es ist nicht möglich! wiederholte Penelope.
odysseus_18_f000039|Und Telemachos hat es längst gewußt, dem hat er sich schon beim Sauhirten entdeckt, und da haben sie alles verabredet.|Und Telemachos hat es längst gewußt, dem hat er sich schon beim Sauhirten entdeckt, und da haben sie alles verabredet.
odysseus_18_f000040|Der Sauhirt hat tüchtig mit angegriffen und der Rinderhirt auch.|Der Sauhirt hat tüchtig mit angegriffen und der Rinderhirt auch.
odysseus_18_f000041|Und dann ist noch ein Fremder hinzugekommen; sie sagen, es sei ein Gott gewesen.|Und dann ist noch ein Fremder hinzugekommen; sie sagen, es sei ein Gott gewesen.
odysseus_18_f000042|Aber sage mir nur, wie ist es zugegangen? fragte die Königin.|Aber sage mir nur, wie ist es zugegangen? fragte die Königin.
odysseus_18_f000043|Ja Kind, ich durfte nicht dabei sein.|Ja Kind, ich durfte nicht dabei sein.
odysseus_18_f000044|Ich mußte hinten in der wohlverschlossenen Kammer sitzen und die Mägde hüten, da habe ich nichts gesehen.|Ich mußte hinten in der wohlverschlossenen Kammer sitzen und die Mägde hüten, da habe ich nichts gesehen.
odysseus_18_f000045|Aber gehorcht habe ich mit Angst und Schrecken; erst erhob sich ein fürchterlicher Tumult, ein Schreien und ein Gekrach, als wenn alles zusammenstürzte; dann wieder eine Stille; dann ein Ächzen und ein Stöhnen, daß mir das Haar starrte.|Aber gehorcht habe ich mit Angst und Schrecken; erst erhob sich ein fürchterlicher Tumult, ein Schreien und ein Gekrach, als wenn alles zusammenstürzte; dann wieder eine Stille; dann ein Ächzen und ein Stöhnen, daß mir das Haar starrte.
odysseus_18_f000046|Wir Weiber hatten uns alle angefaßt und sprachen stille Gebete; der Angstschweiß stand uns auf der Stirn.|Wir Weiber hatten uns alle angefaßt und sprachen stille Gebete; der Angstschweiß stand uns auf der Stirn.
odysseus_18_f000047|Das geht nimmermehr gut ab! sagte die eine.|Das geht nimmermehr gut ab! sagte die eine.
odysseus_18_f000048|Ach, Götter! wenn sie ihn nur nicht ermorden! sagte die andere.|Ach, Götter! wenn sie ihn nur nicht ermorden! sagte die andere.
odysseus_18_f000049|Der arme Herr! Der arme Telemachos! So wenige gegen so viele!|Der arme Herr! Der arme Telemachos! So wenige gegen so viele!
odysseus_18_f000050|So schwatzten die thörichten Weiber, aber mir ahnete es gleich, daß ein Gott mit unserm Herrn sein würde.|So schwatzten die thörichten Weiber, aber mir ahnete es gleich, daß ein Gott mit unserm Herrn sein würde.
odysseus_18_f000051|Endlich, indem wir so zusammengedrängt dasitzen geschieht auf einmal ein Schlag gegen die Thür.|Endlich, indem wir so zusammengedrängt dasitzen geschieht auf einmal ein Schlag gegen die Thür.
odysseus_18_f000052|Bebend öffne ich da steht Telemachos vor mir.|Bebend öffne ich da steht Telemachos vor mir.
odysseus_18_f000053|Ich erkannte ihn fast nicht vor Blut und Staub, ihm trieften die Hände, alles war besudelt.|Ich erkannte ihn fast nicht vor Blut und Staub, ihm trieften die Hände, alles war besudelt.
odysseus_18_f000054|Eurykleia, der Vater ruft dich!|Eurykleia, der Vater ruft dich!
odysseus_18_f000055|Denke, wie ich flog!|Denke, wie ich flog!
odysseus_18_f000056|Und nun, ihr Götter, was sah ich!|Und nun, ihr Götter, was sah ich!
odysseus_18_f000057|Den ganzen Saal voller Leichen und Blut, alle Tische umgestürzt, wohl fünfzig Lanzenschafte ragten aus den Leichnamen hervor.|Den ganzen Saal voller Leichen und Blut, alle Tische umgestürzt, wohl fünfzig Lanzenschafte ragten aus den Leichnamen hervor.
odysseus_18_f000058|Und mitten darunter Odysseus, ganz mit Blut bespritzt.|Und mitten darunter Odysseus, ganz mit Blut bespritzt.
odysseus_18_f000059|Da mußten wir nun alsbald die Toten hinausschaffen; der Saal ward gereinigt und durchräuchert, und nun steht der liebe, lang ersehnte Gemahl nach der blutigen Arbeit unten an der Thür und harret deiner.|Da mußten wir nun alsbald die Toten hinausschaffen; der Saal ward gereinigt und durchräuchert, und nun steht der liebe, lang ersehnte Gemahl nach der blutigen Arbeit unten an der Thür und harret deiner.
odysseus_18_f000060|O komm, komm geschwind, um ihn zu umarmen!|O komm, komm geschwind, um ihn zu umarmen!
odysseus_18_f000061|Ach Mutter! frohlocke nicht zu früh!|Ach Mutter! frohlocke nicht zu früh!
odysseus_18_f000062|Du weißt, wie ich mich nach Odysseus sehne; wahrlich würde erfüllt, was du sagst, meine Freude würde die größte sein.|Du weißt, wie ich mich nach Odysseus sehne; wahrlich würde erfüllt, was du sagst, meine Freude würde die größte sein.
odysseus_18_f000063|Aber ich kenne die Götter.|Aber ich kenne die Götter.
odysseus_18_f000064|Oft wandeln sie, unerkannt von sterblichen Menschen, auf Erden herum, beschenken die Guten, überraschen die Bösen und rächen lange verübten Frevel.|Oft wandeln sie, unerkannt von sterblichen Menschen, auf Erden herum, beschenken die Guten, überraschen die Bösen und rächen lange verübten Frevel.
odysseus_18_f000065|Sind, wie du sagst, die Freier erschlagen, o so hat es ein Gott gethan, den mein Jammer gerührt hat.|Sind, wie du sagst, die Freier erschlagen, o so hat es ein Gott gethan, den mein Jammer gerührt hat.
odysseus_18_f000066|Wie wollte doch ein Mensch, und wäre er auch stärker und kühner als Odysseus, ein solches Werk mit so wenigen unternehmen?|Wie wollte doch ein Mensch, und wäre er auch stärker und kühner als Odysseus, ein solches Werk mit so wenigen unternehmen?
odysseus_18_f000067|Wohl bewunderte ich gestern selbst im Herzen des Fremden Verstand, aber an Odysseus habe ich nicht gedacht.|Wohl bewunderte ich gestern selbst im Herzen des Fremden Verstand, aber an Odysseus habe ich nicht gedacht.
odysseus_18_f000068|Es war nicht das Haupt, nicht der Blick, nein, es war kein Äderchen von meinem feurigen, blühenden Gemahle.|Es war nicht das Haupt, nicht der Blick, nein, es war kein Äderchen von meinem feurigen, blühenden Gemahle.
odysseus_18_f000069|Ach, Tochter, du quälst mich recht mit deinem Unglauben, Komm doch nur erst und siehe ihn selbst.|Ach, Tochter, du quälst mich recht mit deinem Unglauben, Komm doch nur erst und siehe ihn selbst.
odysseus_18_f000070|Nun ja, gehen will ich, das greuliche Schauspiel zu sehen und mit dem Sohne zu reden.|Nun ja, gehen will ich, das greuliche Schauspiel zu sehen und mit dem Sohne zu reden.
odysseus_18_f000071|Ist der Fremde mein Gemahl, so werde ich ihn schon erkennen, denn wir haben geheime Zeichen.|Ist der Fremde mein Gemahl, so werde ich ihn schon erkennen, denn wir haben geheime Zeichen.
odysseus_18_f000072|Ist er aber ein Gott, wie ich glaube, so wollen wir ihm opfern und dienen.|Ist er aber ein Gott, wie ich glaube, so wollen wir ihm opfern und dienen.
odysseus_18_f000073|Sie gingen die Treppe hinab und traten in den Saal, die Alte mit freudig neugierigem Gesichte, Penelope mit niedergeschlagenem, ungewissem Blick.|Sie gingen die Treppe hinab und traten in den Saal, die Alte mit freudig neugierigem Gesichte, Penelope mit niedergeschlagenem, ungewissem Blick.
odysseus_18_f000074|Sie fanden den Odysseus am Feuer sitzend, mit dem Rücken gegen eine Säule gelehnt.|Sie fanden den Odysseus am Feuer sitzend, mit dem Rücken gegen eine Säule gelehnt.
odysseus_18_f000075|Er sah still vor sich hin, erwartend was die Gattin sagen würde; aber sie sagte nichts, denn sie schwankte noch immer zwischen Glauben und Zweifel und erwartete vielmehr seine Anrede.|Er sah still vor sich hin, erwartend was die Gattin sagen würde; aber sie sagte nichts, denn sie schwankte noch immer zwischen Glauben und Zweifel und erwartete vielmehr seine Anrede.
odysseus_18_f000076|Lange saß sie lautlos und ohne Regung; dann wagte sie zwar dem Helden gerade ins Angesicht zu blicken, um ihn zu erkennen, aber jedesmal verkannte sie ihn wieder und wollte sich nicht gestehen, daß er es sei.|Lange saß sie lautlos und ohne Regung; dann wagte sie zwar dem Helden gerade ins Angesicht zu blicken, um ihn zu erkennen, aber jedesmal verkannte sie ihn wieder und wollte sich nicht gestehen, daß er es sei.
odysseus_18_f000077|Endlich brach Telemachos das lange Schweigen.|Endlich brach Telemachos das lange Schweigen.
odysseus_18_f000078|Mutter! rief er, du böse Mutter!|Mutter! rief er, du böse Mutter!
odysseus_18_f000079|ist's möglich, daß du so unempfindlichen Herzens sein kannst gegen den Mann, nach dem du zwanzig Jahre verlangt hast?|ist's möglich, daß du so unempfindlichen Herzens sein kannst gegen den Mann, nach dem du zwanzig Jahre verlangt hast?
odysseus_18_f000080|Wo wäre doch wohl ein Weib, das den lange entrissenen Gatten, wenn er endlich siegend sein Haus beträte, so kalt empfinge! Siehe!|Wo wäre doch wohl ein Weib, das den lange entrissenen Gatten, wenn er endlich siegend sein Haus beträte, so kalt empfinge! Siehe!
odysseus_18_f000081|Du setzest dich nicht zu ihm, du fragst ihn nicht; keinen Gruß, keinen Händedruck gönnst du ihm; o Mutter, gewiß, dein Herz muß härter sein als Stein!|Du setzest dich nicht zu ihm, du fragst ihn nicht; keinen Gruß, keinen Händedruck gönnst du ihm; o Mutter, gewiß, dein Herz muß härter sein als Stein!
odysseus_18_f000082|Lieber Sohn, antwortete die Mutter, du thust mir Unrecht.|Lieber Sohn, antwortete die Mutter, du thust mir Unrecht.
odysseus_18_f000083|Nicht darum schweige ich und sitze so starr; nein, ich kann mich vor Staunen ob aller der Wunder noch nicht fassen.|Nicht darum schweige ich und sitze so starr; nein, ich kann mich vor Staunen ob aller der Wunder noch nicht fassen.
odysseus_18_f000084|Mich hält die Scheu, ihn anzureden, den wunderbaren Mann, ja kaum ihn anzusehen vermag ich.|Mich hält die Scheu, ihn anzureden, den wunderbaren Mann, ja kaum ihn anzusehen vermag ich.
odysseus_18_f000085|Ist es aber, wie ich noch nicht glauben kann, mein trauter Gemahl, nun so werden wir uns schon an geheimen Zeichen noch erkennen.|Ist es aber, wie ich noch nicht glauben kann, mein trauter Gemahl, nun so werden wir uns schon an geheimen Zeichen noch erkennen.
odysseus_18_f000086|Jetzt laß mich erst zu mir selber kommen.|Jetzt laß mich erst zu mir selber kommen.
odysseus_18_f000087|Laß sie, mein Sohn, sprach lächelnd Odysseus, sie hat Ursache zu zweifeln.|Laß sie, mein Sohn, sprach lächelnd Odysseus, sie hat Ursache zu zweifeln.
odysseus_18_f000088|Diese Verwandlung von Athenes Hand macht mich unkenntlich; und sie hat recht: wir werden gewiß uns noch wieder erkennen.|Diese Verwandlung von Athenes Hand macht mich unkenntlich; und sie hat recht: wir werden gewiß uns noch wieder erkennen.
odysseus_18_f000089|Aber zuvor sind uns wichtigere Dinge übrig.|Aber zuvor sind uns wichtigere Dinge übrig.
odysseus_18_f000090|Jetzt laßt uns ratschlagen, wie wir heute noch den Mord der Freier dem Volke verbergen, denn sie alle hinterlassen Verwandte und Unterthanen, die ihren Tod gewaltsam rächen werden.|Jetzt laßt uns ratschlagen, wie wir heute noch den Mord der Freier dem Volke verbergen, denn sie alle hinterlassen Verwandte und Unterthanen, die ihren Tod gewaltsam rächen werden.
odysseus_18_f000091|Muß doch selbst derjenige vor dem Volke flüchtig werden, der nur einen geringen Mann erschlug: wie viele Hände werden sich nicht gegen uns bewaffnen, da wir der Fürstensöhne wohl hundert getötet haben!|Muß doch selbst derjenige vor dem Volke flüchtig werden, der nur einen geringen Mann erschlug: wie viele Hände werden sich nicht gegen uns bewaffnen, da wir der Fürstensöhne wohl hundert getötet haben!
odysseus_18_f000092|Sage, was thun wir, daß die Sache ein gutes Ende nehme?|Sage, was thun wir, daß die Sache ein gutes Ende nehme?
odysseus_18_f000093|Lieber Vater, erwiderte der bescheidene Sohn, das mußt du selbst am besten wissen; denn dir ist ja an Klugheit kein sterblicher Mensch zu vergleichen, sagen die Achäer.|Lieber Vater, erwiderte der bescheidene Sohn, das mußt du selbst am besten wissen; denn dir ist ja an Klugheit kein sterblicher Mensch zu vergleichen, sagen die Achäer.
odysseus_18_f000094|Wähle aber, was du willst, wir begleiten dich und stehen dir bei, so viel unsere schwache Kraft vermag.|Wähle aber, was du willst, wir begleiten dich und stehen dir bei, so viel unsere schwache Kraft vermag.
odysseus_18_f000095|Da schlug Odysseus vor, man wolle noch die Pforten des Hofes sorgfältig verschlossen halten, im Hause aber lustige Musik und Sang und Tanz bis in die Nacht veranstalten,|Da schlug Odysseus vor, man wolle noch die Pforten des Hofes sorgfältig verschlossen halten, im Hause aber lustige Musik und Sang und Tanz bis in die Nacht veranstalten,
