ferien_vom_ich_001_f000001|Abschnitt 1.|Abschnitt eins.
ferien_vom_ich_015_f000198|Es können da Naturkräfte wirken, die wir nicht kennen.|Es können da Naturkräfte wirken, die wir nicht kennen.
ferien_vom_ich_015_f000199|Gewiß – gewiß!|Gewiß - gewiß!
ferien_vom_ich_015_f000200|Er versank wieder in tiefe Traurigkeit.|Er versank wieder in tiefe Traurigkeit.
ferien_vom_ich_015_f000201|Vor vier Tagen habe ich ihr einen Brief geschrieben, habe sie gebeten, sie möge doch von ihrem Groll ablassen.|Vor vier Tagen habe ich ihr einen Brief geschrieben, habe sie gebeten, sie möge doch von ihrem Groll ablassen.
ferien_vom_ich_015_f000202|Wenn sie es schon nicht einsehen wolle, daß ein Mann, der sein ganzes Lebensschicksal an eine Frau ketten wolle, zu deren gründlichster Prüfung berechtigt sei, so solle sie halt denken, daß es mir doch auch Spaß gemacht habe, mal in den Ferien vom Ich eine unerkannte Rolle zu spielen, und daß ich doch eigentlich als Knecht Ignaz um sie gedient habe wie Jakob um die geliebte Rahel.|Wenn sie es schon nicht einsehen wolle, daß ein Mann, der sein ganzes Lebensschicksal an eine Frau ketten wolle, zu deren gründlichster Prüfung berechtigt sei, so solle sie halt denken, daß es mir doch auch Spaß gemacht habe, mal in den Ferien vom Ich eine unerkannte Rolle zu spielen, und daß ich doch eigentlich als Knecht Ignaz um sie gedient habe wie Jakob um die geliebte Rahel.
ferien_vom_ich_015_f000203|Sehen Sie, von diesem Brief glaubte ich, er sei eigentlich zu deutsch, zu sentimental.|Sehen Sie, von diesem Brief glaubte ich, er sei eigentlich zu deutsch, zu sentimental.
ferien_vom_ich_015_f000204|Aber es war mir so ums Herz, und so schickte ich ihn ab.|Aber es war mir so ums Herz, und so schickte ich ihn ab.
ferien_vom_ich_015_f000205|Der Brief wird gerade zu ihrer Verlobung zurechtgekommen sein.|Der Brief wird gerade zu ihrer Verlobung zurechtgekommen sein.
ferien_vom_ich_015_f000206|Es schüttelte ihn vor Schmerz und Zorn.|Es schüttelte ihn vor Schmerz und Zorn.
ferien_vom_ich_015_f000207|DER FUCHS UND DIE SIBYLLE.|DER FUCHS UND DIE SIBYLLE.
ferien_vom_ich_015_f000208|Es war Abend, als ich am Grundhof vorbeischlich und mich an der Reihe windbrüchiger Weiden, die am alten Waltersburger Weg stehen, hinab zum Hause der Sibylle schlängelte.|Es war Abend, als ich am Grundhof vorbeischlich und mich an der Reihe windbrüchiger Weiden, die am alten Waltersburger Weg stehen, hinab zum Hause der Sibylle schlängelte.
ferien_vom_ich_015_f000209|Das kleine Anwesen sah schäbig und unordentlich aus.|Das kleine Anwesen sah schäbig und unordentlich aus.
ferien_vom_ich_015_f000210|Die Tür stieß einen grämlichen Quieker aus, als ich eintrat.|Die Tür stieß einen grämlichen Quieker aus, als ich eintrat.
ferien_vom_ich_015_f000211|Der Hausflur war finster, aber in dem daranstoßenden Zimmer, dessen Fenster mit buntem Kattun verhängt waren, brannte eine kleine Lampe.|Der Hausflur war finster, aber in dem daranstoßenden Zimmer, dessen Fenster mit buntem Kattun verhängt waren, brannte eine kleine Lampe.
ferien_vom_ich_015_f000212|Die Sibylle erhob sich und kam mir entgegen.|Die Sibylle erhob sich und kam mir entgegen.
ferien_vom_ich_015_f000213|Mit krummem Rücken, auf einen Stock gestützt, hob sie ihr verrunzeltes Gesicht, das in dem trüben Lichte der kleinen Lampe ganz gespenstisch aussah, zu mir empor.|Mit krummem Rücken, auf einen Stock gestützt, hob sie ihr verrunzeltes Gesicht, das in dem trüben Lichte der kleinen Lampe ganz gespenstisch aussah, zu mir empor.
ferien_vom_ich_015_f000214|Wird er kommen?|Wird er kommen?
ferien_vom_ich_015_f000215|fragte sie.|fragte sie.
ferien_vom_ich_015_f000216|Ich weiß es nicht.|Ich weiß es nicht.
ferien_vom_ich_015_f000217|Aber ich hoffe es; denn ich habe es ihm kräftig eingeredet.|Aber ich hoffe es; denn ich habe es ihm kräftig eingeredet.
ferien_vom_ich_015_f000218|Ich gehe einstweilen in die Nebenstube und passe auf.|Ich gehe einstweilen in die Nebenstube und passe auf.
ferien_vom_ich_015_f000219|Halten Sie sich genau an unsere Abmachungen.|Halten Sie sich genau an unsere Abmachungen.
ferien_vom_ich_015_f000220|Jawohl! nickte das Weib.|Jawohl! nickte das Weib.
ferien_vom_ich_015_f000221|Ich mußte eine Stunde lang warten und gab den Plan, den ich gefaßt hatte, beinahe auf.|Ich mußte eine Stunde lang warten und gab den Plan, den ich gefaßt hatte, beinahe auf.
ferien_vom_ich_015_f000222|Noch zweimal hatte Stefenson heute von der Wahrsagerin angefangen, und ich hatte ihm einige sehr merkwürdige Fälle erzählt, in denen die Voraussagungen der Sibylle in verblüffender Weise eingetroffen waren.|Noch zweimal hatte Stefenson heute von der Wahrsagerin angefangen, und ich hatte ihm einige sehr merkwürdige Fälle erzählt, in denen die Voraussagungen der Sibylle in verblüffender Weise eingetroffen waren.
ferien_vom_ich_015_f000223|Nun kam er doch nicht.|Nun kam er doch nicht.
ferien_vom_ich_015_f000224|Schon wollte ich meinen Lauscherposten verlassen, da sah ich den alten Fuchs um die Wegkrümmung treten und vorsichtig umherspähen.|Schon wollte ich meinen Lauscherposten verlassen, da sah ich den alten Fuchs um die Wegkrümmung treten und vorsichtig umherspähen.
ferien_vom_ich_015_f000225|Er kommt! sagte ich zu der Sibylle durch die Tür.|Er kommt! sagte ich zu der Sibylle durch die Tür.
ferien_vom_ich_015_f000226|Nun machen Sie Ihre Sache gut.|Nun machen Sie Ihre Sache gut.
ferien_vom_ich_015_f000227|Fünf Minuten später hörte ich nebenan Stefenson eintreten.|Fünf Minuten später hörte ich nebenan Stefenson eintreten.
ferien_vom_ich_015_f000228|Guten Abend, sagte er etwas verlegen.|Guten Abend, sagte er etwas verlegen.
ferien_vom_ich_015_f000229|Ich komme mal zu Ihnen.|Ich komme mal zu Ihnen.
ferien_vom_ich_015_f000230|Sie brauchen sich deswegen nicht etwa einzubilden, daß ich auf Ihren Quatsch etwas gebe; aber ich habe von Ihnen gehört, und da will ich mal einen Versuch machen – der Wissenschaft halber, verstehen Sie?|Sie brauchen sich deswegen nicht etwa einzubilden, daß ich auf Ihren Quatsch etwas gebe; aber ich habe von Ihnen gehört, und da will ich mal einen Versuch machen - der Wissenschaft halber, verstehen Sie?
ferien_vom_ich_015_f000231|Die Sibylle rührte sich nicht.|Die Sibylle rührte sich nicht.
ferien_vom_ich_015_f000232|Sie sah greulich aus.|Sie sah greulich aus.
ferien_vom_ich_015_f000233|Die Gestalt war in ein geflicktes Umschlagetuch gehüllt, vor Stirn und Augen hatte sie einen grünen Lichtschirm, über dem der graue Scheitel struppig herausragte.|Die Gestalt war in ein geflicktes Umschlagetuch gehüllt, vor Stirn und Augen hatte sie einen grünen Lichtschirm, über dem der graue Scheitel struppig herausragte.
ferien_vom_ich_015_f000234|Das alte Weib betrachtete ihre ausgebreiteten schmutzigen Karten und sagte kein Wort.|Das alte Weib betrachtete ihre ausgebreiteten schmutzigen Karten und sagte kein Wort.
ferien_vom_ich_015_f000235|Nun? mahnte Stefenson ungeduldig.|Nun? mahnte Stefenson ungeduldig.
ferien_vom_ich_015_f000236|Keine Antwort.|Keine Antwort.
ferien_vom_ich_015_f000237|Ja, wollen Sie nun gefälligst mit mir sprechen?|Ja, wollen Sie nun gefälligst mit mir sprechen?
ferien_vom_ich_015_f000238|brauste der Amerikaner auf.|brauste der Amerikaner auf.
ferien_vom_ich_015_f000239|Scheren Sie sich hinaus! krächzte die Alte.|Scheren Sie sich hinaus! krächzte die Alte.
ferien_vom_ich_015_f000240|Wa–as?|Wa-as?
ferien_vom_ich_015_f000241|Hinausscheren sollen Sie sich!|Hinausscheren sollen Sie sich!
ferien_vom_ich_015_f000242|wiederholte der häßliche Rabe.|wiederholte der häßliche Rabe.
ferien_vom_ich_015_f000243|Das ist stark! sagte Stefenson verblüfft.|Das ist stark! sagte Stefenson verblüfft.
ferien_vom_ich_015_f000244|Nun bleibe ich natürlich hier!|Nun bleibe ich natürlich hier!
ferien_vom_ich_015_f000245|Er schob sich den wackligen Stuhl, der an der Wand lehnte, zurecht und sah mit stoischer Ruhe zu, wie das alte Weib ihre Karten mischte und legte, ohne ihn auch nur im geringsten zu beachten.|Er schob sich den wackligen Stuhl, der an der Wand lehnte, zurecht und sah mit stoischer Ruhe zu, wie das alte Weib ihre Karten mischte und legte, ohne ihn auch nur im geringsten zu beachten.
ferien_vom_ich_015_f000246|Ich vergnügte mich an meinem Guckloche königlich.|Ich vergnügte mich an meinem Guckloche königlich.
ferien_vom_ich_015_f000247|Endlich stand Stefenson auf, legte auf die Tischkante eine Münze und sagte mit erzwungener Höflichkeit: Madame, ich möchte gern durch Ihre Kunst meine Zukunft erfahren.|Endlich stand Stefenson auf, legte auf die Tischkante eine Münze und sagte mit erzwungener Höflichkeit: Madame, ich möchte gern durch Ihre Kunst meine Zukunft erfahren.
ferien_vom_ich_015_f000248|Warten Sie! schnarrte der Rabe.|Warten Sie! schnarrte der Rabe.
ferien_vom_ich_015_f000249|Und Stefenson wartete.|Und Stefenson wartete.
ferien_vom_ich_015_f000250|Sibylle betrachtete indes unverwandt ihre Karten.|Sibylle betrachtete indes unverwandt ihre Karten.
ferien_vom_ich_015_f000251|Endlich schien sie fertig zu sein.|Endlich schien sie fertig zu sein.
ferien_vom_ich_015_f000252|Sie warf einen Blick auf das Geldstück und sagte: Auf zwanzig Mark kann ich nicht herausgeben.|Sie warf einen Blick auf das Geldstück und sagte: Auf zwanzig Mark kann ich nicht herausgeben.
ferien_vom_ich_015_f000253|Es kostet fünfundzwanzig Pfennig.|Es kostet fünfundzwanzig Pfennig.
ferien_vom_ich_015_f000254|Behalten Sie nur das Goldstück, erwiderte Stefenson.|Behalten Sie nur das Goldstück, erwiderte Stefenson.
ferien_vom_ich_015_f000255|Da schnipste sie mit dem Finger die Münze vom Tische hinab auf den Fußboden und kreischte wütend: Fünfundzwanzig Pfennig kostet es!|Da schnipste sie mit dem Finger die Münze vom Tische hinab auf den Fußboden und kreischte wütend: Fünfundzwanzig Pfennig kostet es!
ferien_vom_ich_015_f000256|Stefenson kramte in einer Westentasche und legte fünfundzwanzig Pfennig auf den Tisch.|Stefenson kramte in einer Westentasche und legte fünfundzwanzig Pfennig auf den Tisch.
ferien_vom_ich_015_f000257|Stecken Sie das Goldstück ein! befahl die Alte.|Stecken Sie das Goldstück ein! befahl die Alte.
ferien_vom_ich_015_f000258|Stefenson leuchtete mit Streichhölzern gehorsam den Fußboden ab, bis er die Goldmünze fand, und steckte sie ein.|Stefenson leuchtete mit Streichhölzern gehorsam den Fußboden ab, bis er die Goldmünze fand, und steckte sie ein.
ferien_vom_ich_015_f000259|Darauf mischte Sibylle die Karten, ließ Stefenson dreimal abheben und sagte: Sie sind neunundvierzig Jahre alt!|Darauf mischte Sibylle die Karten, ließ Stefenson dreimal abheben und sagte: Sie sind neunundvierzig Jahre alt!
ferien_vom_ich_015_f000260|Stefenson lachte ärgerlich.|Stefenson lachte ärgerlich.
ferien_vom_ich_015_f000261|Neununddreißig bin ich.|Neununddreißig bin ich.
ferien_vom_ich_015_f000262|So sehen Sie nicht aus!|So sehen Sie nicht aus!
ferien_vom_ich_015_f000263|Darauf wurden die Karten auf den Tisch gebreitet.|Darauf wurden die Karten auf den Tisch gebreitet.
ferien_vom_ich_015_f000264|Richtig – erst neununddreißig, sagte die Wahrsagerin.|Richtig - erst neununddreißig, sagte die Wahrsagerin.
ferien_vom_ich_015_f000265|Am 14. April geboren.|Am vierzehnte April geboren.
ferien_vom_ich_015_f000266|Das stimmt! rief Stefenson verblüfft.|Das stimmt! rief Stefenson verblüfft.
ferien_vom_ich_015_f000267|Es stimmt alles, was ich sage, knurrte die Alte.|Es stimmt alles, was ich sage, knurrte die Alte.
ferien_vom_ich_015_f000268|Sie haben weder Vater noch Mutter, Bruder noch Schwester.|Sie haben weder Vater noch Mutter, Bruder noch Schwester.
ferien_vom_ich_015_f000269|Sie sind nicht aus diesem Lande, Sie sind über das Wasser gekommen.|Sie sind nicht aus diesem Lande, Sie sind über das Wasser gekommen.
ferien_vom_ich_015_f000270|Stefenson setzte sich staunend auf den Stuhl.|Stefenson setzte sich staunend auf den Stuhl.
ferien_vom_ich_015_f000271|Sie sind sehr reich, fuhr die Alte fort, und werden immer reicher werden; aber Sie haben Unglück in der Liebe.|Sie sind sehr reich, fuhr die Alte fort, und werden immer reicher werden; aber Sie haben Unglück in der Liebe.
ferien_vom_ich_015_f000272|Ja, murmelte Stefenson.|Ja, murmelte Stefenson.
ferien_vom_ich_015_f000273|Ihre Braut heiratet einen anderen.|Ihre Braut heiratet einen anderen.
ferien_vom_ich_015_f000274|Ist das wahr?|Ist das wahr?
ferien_vom_ich_015_f000276|Aber Sie sind selbst schuld; Sie haben Ihre Braut schlecht behandelt und sie betrogen.|Aber Sie sind selbst schuld; Sie haben Ihre Braut schlecht behandelt und sie betrogen.
ferien_vom_ich_015_f000277|Stefenson stöhnte leise.|Stefenson stöhnte leise.
ferien_vom_ich_015_f000278|Die Alte fuhr fort: Wenn Sie sich mit dem neuen Bräutigam Ihrer Braut duellieren, werden Sie ihn töten.|Die Alte fuhr fort: Wenn Sie sich mit dem neuen Bräutigam Ihrer Braut duellieren, werden Sie ihn töten.
ferien_vom_ich_015_f000279|A–ah!|A-ah!
ferien_vom_ich_015_f000280|Ja, aber es wird Ihnen schlimm ergehen, weil er ein vornehmer Herr ist, und das Mädchen wird doch einen anderen nehmen.|Ja, aber es wird Ihnen schlimm ergehen, weil er ein vornehmer Herr ist, und das Mädchen wird doch einen anderen nehmen.
ferien_vom_ich_015_f000281|Wird sie glücklich werden? fragte Stefenson.|Wird sie glücklich werden? fragte Stefenson.
ferien_vom_ich_015_f000282|Sie wird mit jedem Manne glücklich werden, den sie nimmt.|Sie wird mit jedem Manne glücklich werden, den sie nimmt.
ferien_vom_ich_015_f000283|Nur mit Ihnen wäre sie unglücklich geworden.|Nur mit Ihnen wäre sie unglücklich geworden.
ferien_vom_ich_015_f000284|Das ist nicht wahr! rief Stefenson.|Das ist nicht wahr! rief Stefenson.
ferien_vom_ich_015_f000285|Das ist ebenso wahr, als daß Sie nach einem Jahre eine reiche Amerikanerin heiraten werden.|Das ist ebenso wahr, als daß Sie nach einem Jahre eine reiche Amerikanerin heiraten werden.
ferien_vom_ich_015_f000286|Schwindel! rief Stefenson erbost.|Schwindel! rief Stefenson erbost.
ferien_vom_ich_015_f000287|Ich werde nie eine andere heiraten.|Ich werde nie eine andere heiraten.
ferien_vom_ich_015_f000288|Sie schwafeln da einen ungeheuren Blödsinn zusammen!|Sie schwafeln da einen ungeheuren Blödsinn zusammen!
ferien_vom_ich_015_f000289|Scheren Sie sich hinaus! kreischte der Rabe wütend und klappte die Karten zusammen.|Scheren Sie sich hinaus! kreischte der Rabe wütend und klappte die Karten zusammen.
ferien_vom_ich_015_f000290|Ich bitte, daß Sie weitersprechen, beruhigte sich Stefenson gewaltsam.|Ich bitte, daß Sie weitersprechen, beruhigte sich Stefenson gewaltsam.
ferien_vom_ich_015_f000291|Die Alte aber erhob sich und humpelte der Nachbartür zu.|Die Alte aber erhob sich und humpelte der Nachbartür zu.
ferien_vom_ich_015_f000292|Bleiben Sie da, rief Stefenson; ich habe doch fünfundzwanzig Pfennig bezahlt.|Bleiben Sie da, rief Stefenson; ich habe doch fünfundzwanzig Pfennig bezahlt.
ferien_vom_ich_015_f000293|Sie gab keine Antwort, verschwand hinter der Tür und schob den Riegel vor.|Sie gab keine Antwort, verschwand hinter der Tür und schob den Riegel vor.
ferien_vom_ich_015_f000294|In diesem Augenblick sprang ich im Nebenzimmer aus dem Fenster hinaus in den Garten, ging ums Haus herum und trat durch den Flur in die Vorderstube.|In diesem Augenblick sprang ich im Nebenzimmer aus dem Fenster hinaus in den Garten, ging ums Haus herum und trat durch den Flur in die Vorderstube.
ferien_vom_ich_015_f000295|Als Stefenson und ich uns sahen, prallten wir voreinander zurück.|Als Stefenson und ich uns sahen, prallten wir voreinander zurück.
ferien_vom_ich_015_f000296|Sie – Doktor?|Sie - Doktor?
ferien_vom_ich_015_f000297|Sie – Stefenson?|Sie - Stefenson?
ferien_vom_ich_015_f000298|Er lachte außerordentlich verlegen.|Er lachte außerordentlich verlegen.
ferien_vom_ich_015_f000299|Leise sagte er: Aber wissen Sie – nur der Wissenschaft halber ... Ja – ich natürlich auch nur der Wissenschaft halber.|Leise sagte er: Aber wissen Sie - nur der Wissenschaft halber ... Ja - ich natürlich auch nur der Wissenschaft halber.
ferien_vom_ich_015_f000300|Waren Sie schon dran?|Waren Sie schon dran?
ferien_vom_ich_015_f000301|Ja.|Ja.
ferien_vom_ich_015_f000302|Und es hat merkwürdig gestimmt.|Und es hat merkwürdig gestimmt.
ferien_vom_ich_015_f000303|Jetzt ist die Alte da hinein und hat sich abgeriegelt.|Jetzt ist die Alte da hinein und hat sich abgeriegelt.
ferien_vom_ich_015_f000304|Aber ich warte, bis sie herauskommt; ich will noch mehr erfahren.|Aber ich warte, bis sie herauskommt; ich will noch mehr erfahren.
ferien_vom_ich_015_f000305|Wenn es Sie nicht stört, warte ich mit.|Wenn es Sie nicht stört, warte ich mit.
ferien_vom_ich_015_f000306|Ich sah, daß ihm mein Erscheinen gar nicht recht war, aber ich setzte mich auf den Tisch und ließ die Beine herabbaumeln.|Ich sah, daß ihm mein Erscheinen gar nicht recht war, aber ich setzte mich auf den Tisch und ließ die Beine herabbaumeln.
ferien_vom_ich_015_f000307|Eine halbe Stunde verging; es wurde langweilig.|Eine halbe Stunde verging; es wurde langweilig.
ferien_vom_ich_015_f000308|Ein paarmal hatte Stefenson an die Tür der anderen Stube geklopft, aber keine Antwort erhalten.|Ein paarmal hatte Stefenson an die Tür der anderen Stube geklopft, aber keine Antwort erhalten.
ferien_vom_ich_015_f000309|Endlich hörten wir drin ein Gekrabbele.|Endlich hörten wir drin ein Gekrabbele.
ferien_vom_ich_015_f000310|Sind Sie noch da? krächzte die Sibylle.|Sind Sie noch da? krächzte die Sibylle.
ferien_vom_ich_015_f000311|Jawohl! antwortete Stefenson.|Jawohl! antwortete Stefenson.
ferien_vom_ich_015_f000312|Ein Scharren kam von nebenan, dann sagte die Alte: Ich werde Ihnen für Ihre fünfundzwanzig Pfennig jetzt noch zeigen, wie Ihre künftige Frau aussieht, und dann scheren Sie sich endlich fort.|Ein Scharren kam von nebenan, dann sagte die Alte: Ich werde Ihnen für Ihre fünfundzwanzig Pfennig jetzt noch zeigen, wie Ihre künftige Frau aussieht, und dann scheren Sie sich endlich fort.
