maerchen_001_f000001|Der glückliche Prinz.|Der glückliche Prinz.
maerchen_011_f000089|Und als der junge Fischer begriff, daß er seine Seele nie wieder loswerden konnte, daß sie eine böse Seele war und immer in ihm wohnen würde, da fiel er zu Boden und weinte bitter.|Und als der junge Fischer begriff, daß er seine Seele nie wieder loswerden konnte, daß sie eine böse Seele war und immer in ihm wohnen würde, da fiel er zu Boden und weinte bitter.
maerchen_011_f000090|Und als es Tag war, erhob sich der junge Fischer und sprach zu seiner Seele: Ich will meine Hände zusammenbinden, daß sie dir nicht gehorchen,|Und als es Tag war, erhob sich der junge Fischer und sprach zu seiner Seele: Ich will meine Hände zusammenbinden, daß sie dir nicht gehorchen,
maerchen_011_f000091|meine Lippen will ich schließen, daß ich deine Worte nicht sprechen kann, und will an den Ort zurückkehren, wo sie, die ich liebe, wohnt.|meine Lippen will ich schließen, daß ich deine Worte nicht sprechen kann, und will an den Ort zurückkehren, wo sie, die ich liebe, wohnt.
maerchen_011_f000092|Jetzt erst recht will ich nach der See zurückkehren, nach der kleinen Bucht, wo sie zu singen pflegte, und ich will nach ihr rufen und ihr das Böse beichten, was ich getan habe, und das Böse, was du aus mir gemacht hast.|Jetzt erst recht will ich nach der See zurückkehren, nach der kleinen Bucht, wo sie zu singen pflegte, und ich will nach ihr rufen und ihr das Böse beichten, was ich getan habe, und das Böse, was du aus mir gemacht hast.
maerchen_011_f000093|Aber seine Seele versuchte ihn und sprach: Wer ist denn deine Liebste, daß du zu ihr zurückkehren solltest?|Aber seine Seele versuchte ihn und sprach: Wer ist denn deine Liebste, daß du zu ihr zurückkehren solltest?
maerchen_011_f000094|Die Welt hat so viele, die schöner sind als sie.|Die Welt hat so viele, die schöner sind als sie.
maerchen_011_f000095|Es gibt Tänzerinnen aus Samaris, die nach der Art aller Vögel und Tiere tanzen.|Es gibt Tänzerinnen aus Samaris, die nach der Art aller Vögel und Tiere tanzen.
maerchen_011_f000096|Ihre Füße sind mit Henna bemalt, und in ihren Händen haben sie kleine, kupferne Glöckchen.|Ihre Füße sind mit Henna bemalt, und in ihren Händen haben sie kleine, kupferne Glöckchen.
maerchen_011_f000097|Sie lachen beim Tanzen, und ihr Lachen ist hell wie das Lachen des Wassers.|Sie lachen beim Tanzen, und ihr Lachen ist hell wie das Lachen des Wassers.
maerchen_011_f000098|Komm mit mir, und ich will sie dir zeigen.|Komm mit mir, und ich will sie dir zeigen.
maerchen_011_f000099|Denn wozu quälst du dich um Dinge, die sündig sein sollen?|Denn wozu quälst du dich um Dinge, die sündig sein sollen?
maerchen_011_f000100|Was angenehm zu essen ist, ist das nicht für den Essenden geschaffen?|Was angenehm zu essen ist, ist das nicht für den Essenden geschaffen?
maerchen_011_f000101|Was süß ist zu trinken, ist das vergiftet?|Was süß ist zu trinken, ist das vergiftet?
maerchen_011_f000102|Quäle dich nicht und komm mit mir in eine andere Stadt.|Quäle dich nicht und komm mit mir in eine andere Stadt.
maerchen_011_f000103|Es gibt eine kleine Stadt, hier ganz in der Nahe, mit einem Garten von Tulpenbäumen.|Es gibt eine kleine Stadt, hier ganz in der Nahe, mit einem Garten von Tulpenbäumen.
maerchen_011_f000104|Und in diesem hübschen Garten wohnen weiße Pfauen und Pfauen mit blauen Brüsten.|Und in diesem hübschen Garten wohnen weiße Pfauen und Pfauen mit blauen Brüsten.
maerchen_011_f000105|Wenn sie ihre Schweife in der Sonne ausbreiten, dann sind es Scheiben von Elfenbein und Scheiben von Gold.|Wenn sie ihre Schweife in der Sonne ausbreiten, dann sind es Scheiben von Elfenbein und Scheiben von Gold.
maerchen_011_f000106|Und die, die ihnen Futter gibt, tanzt zu ihrem Vergnügen, manchmal tanzt sie auf den Händen, manchmal tanzt sie mit den Füßen.|Und die, die ihnen Futter gibt, tanzt zu ihrem Vergnügen, manchmal tanzt sie auf den Händen, manchmal tanzt sie mit den Füßen.
maerchen_011_f000107|Ihre Augen sind mit Spießglanz gefärbt, und ihre Nasenflügel gleichen den Schwingen der Schwalben.|Ihre Augen sind mit Spießglanz gefärbt, und ihre Nasenflügel gleichen den Schwingen der Schwalben.
maerchen_011_f000108|Von einer Klammer an einem ihrer Nasenflügel hängt eine Blume, die aus einer Perle geschnitten ist.|Von einer Klammer an einem ihrer Nasenflügel hängt eine Blume, die aus einer Perle geschnitten ist.
maerchen_011_f000109|Sie lacht, wenn sie tanzt, und die Silberringe an ihren Knöcheln klingen wie silberne Glocken.|Sie lacht, wenn sie tanzt, und die Silberringe an ihren Knöcheln klingen wie silberne Glocken.
maerchen_011_f000110|Also quäle dich nicht länger und komme mit mir in diese Stadt.|Also quäle dich nicht länger und komme mit mir in diese Stadt.
maerchen_011_f000111|Aber der junge Fischer gab seiner Seele keine Antwort.|Aber der junge Fischer gab seiner Seele keine Antwort.
maerchen_011_f000112|Er schloß seine Lippen mit dem Siegel des Schweigens und band seine Hände mit einem festen Strick.|Er schloß seine Lippen mit dem Siegel des Schweigens und band seine Hände mit einem festen Strick.
maerchen_011_f000113|So wanderte er zurück an den Ort, woher er gekommen war, nach der kleinen Bucht, wo seine Liebste einst gesungen hatte.|So wanderte er zurück an den Ort, woher er gekommen war, nach der kleinen Bucht, wo seine Liebste einst gesungen hatte.
maerchen_011_f000114|Und immer wieder versuchte ihn seine Seele auf dem Wege, aber er gab keine Antwort, noch wollte er irgend etwas Böses tun, zu dem sie ihn anzutreiben suchte.|Und immer wieder versuchte ihn seine Seele auf dem Wege, aber er gab keine Antwort, noch wollte er irgend etwas Böses tun, zu dem sie ihn anzutreiben suchte.
maerchen_011_f000115|So groß war die Macht der Liebe in seinem Herzen.|So groß war die Macht der Liebe in seinem Herzen.
maerchen_011_f000116|Und als er den Strand des Meeres erreicht hatte, löste er den Strick von seinen Händen, nahm das Siegel des Schweigens von seinen Lippen und rief nach der kleinen Seejungfrau.|Und als er den Strand des Meeres erreicht hatte, löste er den Strick von seinen Händen, nahm das Siegel des Schweigens von seinen Lippen und rief nach der kleinen Seejungfrau.
maerchen_011_f000117|Aber sie kam nicht auf seinen Ruf, obgleich er den ganzen Tag nach ihr rief und sie anflehte.|Aber sie kam nicht auf seinen Ruf, obgleich er den ganzen Tag nach ihr rief und sie anflehte.
maerchen_011_f000118|Und seine Seele verspottete ihn und sprach: Wahrlich, du hast nicht viel Freude von deiner Liebe.|Und seine Seele verspottete ihn und sprach: Wahrlich, du hast nicht viel Freude von deiner Liebe.
maerchen_011_f000119|Du bist wie einer, der zur Zeit der Dürre Wasser in zerbrochenes Gefäß gießt.|Du bist wie einer, der zur Zeit der Dürre Wasser in zerbrochenes Gefäß gießt.
maerchen_011_f000120|Du gibst weg, was du hast, und empfängst nichts dafür zurück.|Du gibst weg, was du hast, und empfängst nichts dafür zurück.
maerchen_011_f000121|Es wäre besser für dich, wenn du mit mir kämest, denn ich weiß, wo das Tal der Lust liegt, und was für Dinge da geschehen.|Es wäre besser für dich, wenn du mit mir kämest, denn ich weiß, wo das Tal der Lust liegt, und was für Dinge da geschehen.
maerchen_011_f000122|Aber der junge Fischer antwortete seiner Seele nicht.|Aber der junge Fischer antwortete seiner Seele nicht.
maerchen_011_f000123|In einer Felsenschlucht baute er sich ein Haus aus Rutengeflecht und wohnte da ein Jahr lang.|In einer Felsenschlucht baute er sich ein Haus aus Rutengeflecht und wohnte da ein Jahr lang.
maerchen_011_f000124|Und jeden Morgen rief er nach der Seejungfrau, und jeden Mittag rief er sie wieder, und am Abend schrie er ihren Namen.|Und jeden Morgen rief er nach der Seejungfrau, und jeden Mittag rief er sie wieder, und am Abend schrie er ihren Namen.
maerchen_011_f000125|Aber niemals tauchte sie aus dem Wasser zu ihm empor, noch konnte er sie irgendwo in dem Meere finden, obgleich er in den Höhlen und in der grünen Wassertiefe nach ihr suchte,|Aber niemals tauchte sie aus dem Wasser zu ihm empor, noch konnte er sie irgendwo in dem Meere finden, obgleich er in den Höhlen und in der grünen Wassertiefe nach ihr suchte,
maerchen_011_f000126|in den Lachen, die die Flut zurückläßt, und in den Brunnen, die auf dem Meeresboden sind.|in den Lachen, die die Flut zurückläßt, und in den Brunnen, die auf dem Meeresboden sind.
maerchen_011_f000127|Und immer versuchte ihn seine Seele zum Bösen und flüsterte ihm schreckliche Dinge zu.|Und immer versuchte ihn seine Seele zum Bösen und flüsterte ihm schreckliche Dinge zu.
maerchen_011_f000128|Aber alles das hatte keinen Einfluß auf ihn, so groß war die Macht seiner Liebe.|Aber alles das hatte keinen Einfluß auf ihn, so groß war die Macht seiner Liebe.
maerchen_011_f000129|Als nun ein Jahr vorüber war, dachte die Seele bei sich selbst: Ich habe meinen Herrn zum Bösen versucht, und seine Liebe ist stärker, als ich bin.|Als nun ein Jahr vorüber war, dachte die Seele bei sich selbst: Ich habe meinen Herrn zum Bösen versucht, und seine Liebe ist stärker, als ich bin.
maerchen_011_f000130|Jetzt will ich ihn zum Guten versuchen, vielleicht kommt er dann mit mir.|Jetzt will ich ihn zum Guten versuchen, vielleicht kommt er dann mit mir.
maerchen_011_f000131|Und sie wandte sich an den jungen Fischer und sprach: Ich habe dir von der Lust der Welt erzählt, und dein Ohr ist taub gegen mich geblieben.|Und sie wandte sich an den jungen Fischer und sprach: Ich habe dir von der Lust der Welt erzählt, und dein Ohr ist taub gegen mich geblieben.
maerchen_011_f000132|Laß mich dir jetzt von dem Leid der Welt erzählen, vielleicht wirst du mich dann anhören.|Laß mich dir jetzt von dem Leid der Welt erzählen, vielleicht wirst du mich dann anhören.
maerchen_011_f000133|Denn wahrlich, das Leid ist der Herr dieser Welt, und es gibt keinen, der seinem Netz entgeht.|Denn wahrlich, das Leid ist der Herr dieser Welt, und es gibt keinen, der seinem Netz entgeht.
maerchen_011_f000134|Dem einen mangelt Kleidung, dem andern Brot.|Dem einen mangelt Kleidung, dem andern Brot.
maerchen_011_f000135|Es gibt Witwen, die Purpur tragen, und Witwen, die in Lumpen gehen.|Es gibt Witwen, die Purpur tragen, und Witwen, die in Lumpen gehen.
maerchen_011_f000136|Durch die Einöden irren die Aussätzigen, und sie wüten gegeneinander.|Durch die Einöden irren die Aussätzigen, und sie wüten gegeneinander.
maerchen_011_f000137|Über die Landstraßen ziehen die Bettler, und ihre Taschen sind leer.|Über die Landstraßen ziehen die Bettler, und ihre Taschen sind leer.
maerchen_011_f000138|Durch die Straßen der Städte geht die Hungersnot, und die Pest sitzt an ihren Toren.|Durch die Straßen der Städte geht die Hungersnot, und die Pest sitzt an ihren Toren.
maerchen_011_f000139|Komm, laß uns hinausziehen und die Dinge besser machen und das Schlimme aus der Welt schaffen.|Komm, laß uns hinausziehen und die Dinge besser machen und das Schlimme aus der Welt schaffen.
maerchen_011_f000140|Warum willst du hier immerfort nach deiner Liebsten rufen, da sie doch auf deinen Ruf nicht hört?|Warum willst du hier immerfort nach deiner Liebsten rufen, da sie doch auf deinen Ruf nicht hört?
maerchen_011_f000141|Und was ist Liebe, daß du so hohen Wert darauf legst?|Und was ist Liebe, daß du so hohen Wert darauf legst?
maerchen_011_f000142|Aber der junge Fischer antwortete gar nicht daraus, so groß war die Macht seiner Liebe.|Aber der junge Fischer antwortete gar nicht daraus, so groß war die Macht seiner Liebe.
maerchen_011_f000143|Und jeden Morgen rief er nach der Seejungfrau, und jeden Mittag rief er sie wieder, und am Abend schrie er ihren Namen.|Und jeden Morgen rief er nach der Seejungfrau, und jeden Mittag rief er sie wieder, und am Abend schrie er ihren Namen.
maerchen_011_f000144|Aber niemals tauchte sie aus dem Wasser zu ihm empor, noch konnte er sie irgendwo im Meere finden, obgleich er in den Meeresströmungen nach ihr suchte, in den Tälern, die unter den Wogen liegen,|Aber niemals tauchte sie aus dem Wasser zu ihm empor, noch konnte er sie irgendwo im Meere finden, obgleich er in den Meeresströmungen nach ihr suchte, in den Tälern, die unter den Wogen liegen,
maerchen_011_f000145|im Meer, das bei Nacht purpurn leuchtet, und im Meer, das die Dämmerung farblos läßt.|im Meer, das bei Nacht purpurn leuchtet, und im Meer, das die Dämmerung farblos läßt.
maerchen_011_f000146|Und als das zweite Jahr vorüber war, sprach die Seele des Nachts zu dem jungen Fischer, als er allein in dem Hause aus Rutengeflecht saß: Siehe, jetzt habe ich dich zum Bösen versucht, und ich habe dich zum Guten versucht, aber deine Liebe ist stärker als ich.|Und als das zweite Jahr vorüber war, sprach die Seele des Nachts zu dem jungen Fischer, als er allein in dem Hause aus Rutengeflecht saß: Siehe, jetzt habe ich dich zum Bösen versucht, und ich habe dich zum Guten versucht, aber deine Liebe ist stärker als ich.
maerchen_011_f000147|Deshalb will ich dich nicht länger versuchen, sondern ich bitte dich, laß mich in dein Herz eintreten, damit ich wieder ganz eins mit dir bin wie früher.|Deshalb will ich dich nicht länger versuchen, sondern ich bitte dich, laß mich in dein Herz eintreten, damit ich wieder ganz eins mit dir bin wie früher.
maerchen_011_f000148|Gewiß kannst du eintreten, sagte der junge Fischer, denn in den Tagen, als du ohne Herz durch die Welt zogest, mußt du viel gelitten haben.|Gewiß kannst du eintreten, sagte der junge Fischer, denn in den Tagen, als du ohne Herz durch die Welt zogest, mußt du viel gelitten haben.
maerchen_011_f000149|Weh mir, rief seine Seele, ich kann keinen Eingang finden, so umschlossen von Liebe ist dieses dein Herz.|Weh mir, rief seine Seele, ich kann keinen Eingang finden, so umschlossen von Liebe ist dieses dein Herz.
maerchen_011_f000150|Und doch wollte ich, ich könnte dir helfen, sagte der junge Fischer.|Und doch wollte ich, ich könnte dir helfen, sagte der junge Fischer.
maerchen_011_f000151|Als er so sprach, kam ein großer Schmerzensschrei von der See, es war der Schrei, den die Menschen hören, wenn einer vom Meervolk gestorben ist.|Als er so sprach, kam ein großer Schmerzensschrei von der See, es war der Schrei, den die Menschen hören, wenn einer vom Meervolk gestorben ist.
maerchen_011_f000152|Und der junge Fischer sprang auf, verließ sein geflochtenes Haus und lief nach dem Strand hinunter.|Und der junge Fischer sprang auf, verließ sein geflochtenes Haus und lief nach dem Strand hinunter.
maerchen_011_f000153|Und die schwarzen Wogen kamen wild an den Strand, und sie trugen eine Last, die war weißer als Silber.|Und die schwarzen Wogen kamen wild an den Strand, und sie trugen eine Last, die war weißer als Silber.
maerchen_011_f000154|Weiß wie die Brandung war sie, und wie eine Blume warfen die Wellen sie hin und her.|Weiß wie die Brandung war sie, und wie eine Blume warfen die Wellen sie hin und her.
maerchen_011_f000155|Die Brandung nahm sie von den Wogen, und der Schaum nahm sie von der Brandung, bis der Strand sie empfing und der junge Fischer den Körper der kleinen Seejungfrau sah.|Die Brandung nahm sie von den Wogen, und der Schaum nahm sie von der Brandung, bis der Strand sie empfing und der junge Fischer den Körper der kleinen Seejungfrau sah.
maerchen_011_f000156|Tot lag sie zu seinen Füßen.|Tot lag sie zu seinen Füßen.
maerchen_011_f000157|Und weinend wie einer, den der Schmerz überwältigt hat, warf er sich neben sie hin und küßte das kalte Rot des Mundes und spielte mit dem feuchten Bernstein ihres Haares.|Und weinend wie einer, den der Schmerz überwältigt hat, warf er sich neben sie hin und küßte das kalte Rot des Mundes und spielte mit dem feuchten Bernstein ihres Haares.
maerchen_011_f000158|Er warf sich neben sie in den Sand, weinend wie einer, der vor Freude bebt, und in seinen braunen Armen hielt er sie an seine Brust.|Er warf sich neben sie in den Sand, weinend wie einer, der vor Freude bebt, und in seinen braunen Armen hielt er sie an seine Brust.
