altehaus_001_f000001|Kapitel 1.|Kapitel eins.
altehaus_013_f000070|Aber es blieb ihr keine Zeit mehr, länger zu überlegen.|Aber es blieb ihr keine Zeit mehr, länger zu überlegen.
altehaus_013_f000071|Sie hatten ihr Ziel erreicht – die Thür des Wohnzimmers in der ersten Etage –, und doch sah hier jetzt Alles anders aus als früher.|Sie hatten ihr Ziel erreicht - die Thür des Wohnzimmers in der ersten Etage -, und doch sah hier jetzt Alles anders aus als früher.
altehaus_013_f000072|Du kennst den Platz hier nicht mehr? lächelte Gundelrebe Marien an, ja, das glaube ich wohl.|Du kennst den Platz hier nicht mehr? lächelte Gundelrebe Marien an, ja, das glaube ich wohl.
altehaus_013_f000073|Das vorige Mal kamen wir durch den kleinen, engen Gang herauf, der von Eurem Hause herüberführt, und fort warst Du wieder, uns auf einmal unter den Händen weg, und hast Dich auch selber damals nicht umgesehen.|Das vorige Mal kamen wir durch den kleinen, engen Gang herauf, der von Eurem Hause herüberführt, und fort warst Du wieder, uns auf einmal unter den Händen weg, und hast Dich auch selber damals nicht umgesehen.
altehaus_013_f000074|Weißt Du noch, wie der Onkel so bös über den Spaß war, den die Margareth mit Dir machte?|Weißt Du noch, wie der Onkel so bös über den Spaß war, den die Margareth mit Dir machte?
altehaus_013_f000075|Aber jetzt still – öffne nur die Thür hier, sie führt uns durch die Küche in das große Zimmer.|Aber jetzt still - öffne nur die Thür hier, sie führt uns durch die Küche in das große Zimmer.
altehaus_013_f000076|Aber ich glaubte, alle Stuben hier im Hause wären fest verschlossen! sagte Marie erstaunt.|Aber ich glaubte, alle Stuben hier im Hause wären fest verschlossen! sagte Marie erstaunt.
altehaus_013_f000077|Alle, die von unten herauf führen, lautete die Antwort.|Alle, die von unten herauf führen, lautete die Antwort.
altehaus_013_f000078|Wir selber sind aber jetzt die kleine Seitentreppe niedergekommen und dadurch gleich von oben im Innern der Wohnung gewesen.|Wir selber sind aber jetzt die kleine Seitentreppe niedergekommen und dadurch gleich von oben im Innern der Wohnung gewesen.
altehaus_013_f000079|Siehst Du, Marie, hier ist die Küche – nimm Dich in Acht, daß Du da nicht in die Scherben trittst.|Siehst Du, Marie, hier ist die Küche - nimm Dich in Acht, daß Du da nicht in die Scherben trittst.
altehaus_013_f000080|Es sieht wild hier aus, nicht wahr?|Es sieht wild hier aus, nicht wahr?
altehaus_013_f000081|Marie leuchtete erstaunt mit dem Lichte umher.|Marie leuchtete erstaunt mit dem Lichte umher.
altehaus_013_f000082|Der Raum hatte jedenfalls einmal früher zur Küche gedient, denn der Heerd mit dem Kamine zeigte das deutlich genug.|Der Raum hatte jedenfalls einmal früher zur Küche gedient, denn der Heerd mit dem Kamine zeigte das deutlich genug.
altehaus_013_f000083|Auch befanden sich da noch heute einige Fächer dort, auf denen leichtes, aber ebenfalls dicht mit Staub und Spinngeweben überzogenes Geschirr stand.|Auch befanden sich da noch heute einige Fächer dort, auf denen leichtes, aber ebenfalls dicht mit Staub und Spinngeweben überzogenes Geschirr stand.
altehaus_013_f000084|Viele von den Regalen waren indessen heruntergebrochen – zerbrochenes Geschirr lag überall umher gestreut und krachte unter dem darauf tretenden Fuß noch mehr zusammen.|Viele von den Regalen waren indessen heruntergebrochen - zerbrochenes Geschirr lag überall umher gestreut und krachte unter dem darauf tretenden Fuß noch mehr zusammen.
altehaus_013_f000085|Nicht wahr, das sieht hier bös aus? sagte Gundelrebe; ja, seit die Margareth in die Stadt gezogen ist und hier nicht mehr gewirthschaftet hat, seit der Zeit ist Alles eigentlich ein Bißchen drunter und drüber gegangen.|Nicht wahr, das sieht hier bös aus? sagte Gundelrebe; ja, seit die Margareth in die Stadt gezogen ist und hier nicht mehr gewirthschaftet hat, seit der Zeit ist Alles eigentlich ein Bißchen drunter und drüber gegangen.
altehaus_013_f000086|Aber komm – falle nicht über das tolle Zeug – das wird eine Arbeit geben, das Alles wieder rein zu machen und zu säubern!|Aber komm - falle nicht über das tolle Zeug - das wird eine Arbeit geben, das Alles wieder rein zu machen und zu säubern!
altehaus_013_f000087|Was meinst Du, Marie, wenn Deine Mutter die Räume hier zu einem Fremdenstübchen einrichten sollte?|Was meinst Du, Marie, wenn Deine Mutter die Räume hier zu einem Fremdenstübchen einrichten sollte?
altehaus_013_f000088|Marie hätte fast bei dem Gedanken gelächelt, aber ihr Führer glitt in dem Augenblicke durch die halb offen stehende Küchenthür in ein kleines, enges Zimmer hinein, in dem drei große, riesige Nußbaum-Kleiderschränke standen.|Marie hätte fast bei dem Gedanken gelächelt, aber ihr Führer glitt in dem Augenblicke durch die halb offen stehende Küchenthür in ein kleines, enges Zimmer hinein, in dem drei große, riesige Nußbaum-Kleiderschränke standen.
altehaus_013_f000089|Die Schnitzereien waren ebenfalls überall mit Staub bedeckt; an der glatt polirten, dunklen Fläche der Thüren hatte er aber nicht haften können,|Die Schnitzereien waren ebenfalls überall mit Staub bedeckt; an der glatt polirten, dunklen Fläche der Thüren hatte er aber nicht haften können,
altehaus_013_f000090|und diese stachen mit ihren braunen Backen, in denen sich das Licht matt spiegelte, wunderlich ab gegen den grauen Rahmen, der sie überall umgab.|und diese stachen mit ihren braunen Backen, in denen sich das Licht matt spiegelte, wunderlich ab gegen den grauen Rahmen, der sie überall umgab.
altehaus_013_f000091|Aber auch dies konnte sie nur flüchtig, im Vorbeistreifen erkennen; denn Gundelrebe, der noch immer ihre Hand festhielt, zog sie rasch hinter sich her, der nächsten Thür zu.|Aber auch dies konnte sie nur flüchtig, im Vorbeistreifen erkennen; denn Gundelrebe, der noch immer ihre Hand festhielt, zog sie rasch hinter sich her, der nächsten Thür zu.
altehaus_013_f000092|Tritt hinein! flüsterte er dabei; mit den Worten war er ihr aber auch unter den Händen weg verschwunden, und während sie im Augenblicke noch geglaubt hatte, seine Hand zu fassen, fühlte sie jetzt, daß die ihre auf der Thürklinke des fremden Zimmers ruhte.|Tritt hinein! flüsterte er dabei; mit den Worten war er ihr aber auch unter den Händen weg verschwunden, und während sie im Augenblicke noch geglaubt hatte, seine Hand zu fassen, fühlte sie jetzt, daß die ihre auf der Thürklinke des fremden Zimmers ruhte.
altehaus_013_f000093|Unschlüssig schaute sie einen Moment umher, aber zu unheimlich wurde es ihr, hier allein zu stehen, – drinnen im Zimmer glaubte sie dabei Stimmen zu vernehmen – oder war das auch wieder auf der Straße?|Unschlüssig schaute sie einen Moment umher, aber zu unheimlich wurde es ihr, hier allein zu stehen, - drinnen im Zimmer glaubte sie dabei Stimmen zu vernehmen - oder war das auch wieder auf der Straße?
altehaus_013_f000094|Nein! da hinein war ja Gundelrebe verschwunden, wohin er sie wohl auch hätte mitnehmen können, und dort mußte sie ihn wiederfinden.|Nein! da hinein war ja Gundelrebe verschwunden, wohin er sie wohl auch hätte mitnehmen können, und dort mußte sie ihn wiederfinden.
altehaus_013_f000095|Fest entschlossen drückte sie auf die Klinke, preßte gegen die Thür, die unten durch irgend etwas, vielleicht durch den Teppich, gehalten wurde, öffnete sie mit Mühe und betrat das große, düstere Gemach.|Fest entschlossen drückte sie auf die Klinke, preßte gegen die Thür, die unten durch irgend etwas, vielleicht durch den Teppich, gehalten wurde, öffnete sie mit Mühe und betrat das große, düstere Gemach.
altehaus_013_f000096|Es war vollkommen dunkel darin – sie starrte rings umher, und es kam ihr vor, als ob das Licht selbst nur einen ganz kleinen Theil der es umgebenden Luft beleuchtete,|Es war vollkommen dunkel darin - sie starrte rings umher, und es kam ihr vor, als ob das Licht selbst nur einen ganz kleinen Theil der es umgebenden Luft beleuchtete,
altehaus_013_f000097|so, daß diese wie eine matt flimmernde Kugel in dem öden, grenzenlosen Raume frei und unabhängig schaukelte.|so, daß diese wie eine matt flimmernde Kugel in dem öden, grenzenlosen Raume frei und unabhängig schaukelte.
altehaus_013_f000098|Erst nach und nach vermochte ihr Blick die einzelnen Theile zu unterscheiden und von einander zu trennen.|Erst nach und nach vermochte ihr Blick die einzelnen Theile zu unterscheiden und von einander zu trennen.
altehaus_013_f000099|– Und auch hier Staub und Moder?|- Und auch hier Staub und Moder?
altehaus_013_f000100|– Nein, das war nicht möglich – ein silbergrauer Teppich deckte den Boden, so weich, daß sich der Fuß fast darein vergrub; von den Wänden hingen breite Festons in einander geschlungener seidener Stoffe nieder,|- Nein, das war nicht möglich - ein silbergrauer Teppich deckte den Boden, so weich, daß sich der Fuß fast darein vergrub; von den Wänden hingen breite Festons in einander geschlungener seidener Stoffe nieder,
altehaus_013_f000101|mit dazwischen geflochtenen Quasten und Troddeln und künstlichen Zierathen nachgeahmter Blumen und Federn – oder waren das nur zerrissene, niederhangende Tapeten?– Nein!|mit dazwischen geflochtenen Quasten und Troddeln und künstlichen Zierathen nachgeahmter Blumen und Federn - oder waren das nur zerrissene, niederhangende Tapeten?- Nein!
altehaus_013_f000102|– Wie voll und schwer hingen die gelben Gardinen noch vor den Fenstern nieder – gerade wie damals, als Margareth mit dem Lichte herein kam und sie enger zusammen zog, damit der Nachtwächter unten nicht den Schein der Kerze erkennen sollte!|- Wie voll und schwer hingen die gelben Gardinen noch vor den Fenstern nieder - gerade wie damals, als Margareth mit dem Lichte herein kam und sie enger zusammen zog, damit der Nachtwächter unten nicht den Schein der Kerze erkennen sollte!
altehaus_013_f000103|– Wie still das jetzt war.|- Wie still das jetzt war.
altehaus_013_f000104|– Drunten auf der Straße konnte sie einzelne harte Schritte auf dem Pflaster hören – jetzt war es still – der dort unten gegangen, mußte stehen geblieben sein.|- Drunten auf der Straße konnte sie einzelne harte Schritte auf dem Pflaster hören - jetzt war es still - der dort unten gegangen, mußte stehen geblieben sein.
altehaus_013_f000105|– Ob der alte Herr Quetzlinberger wohl auf ihn hinunter sah?|- Ob der alte Herr Quetzlinberger wohl auf ihn hinunter sah?
altehaus_013_f000106|– Und daß die Margareth gar nicht kam, sie zu begrüßen! Die Margareth?|- Und daß die Margareth gar nicht kam, sie zu begrüßen! Die Margareth?
altehaus_013_f000107|– ja, die wohnte ja doch eigentlich in der Stadt drinnen und gar nicht mehr im Hause!|- ja, die wohnte ja doch eigentlich in der Stadt drinnen und gar nicht mehr im Hause!
altehaus_013_f000108|Und weßhalb war sie selber denn eigentlich hier herüber gekommen, mitten in der Nacht?|Und weßhalb war sie selber denn eigentlich hier herüber gekommen, mitten in der Nacht?
altehaus_013_f000109|Hatte sie denn nicht Gundelrebe...|Hatte sie denn nicht Gundelrebe...
altehaus_013_f000110|An was denkst Du, Marie? sagte die leise, freundliche Stimme ihres Führers dicht neben ihr – Du siehst Dich so scheu hier um.|An was denkst Du, Marie? sagte die leise, freundliche Stimme ihres Führers dicht neben ihr - Du siehst Dich so scheu hier um.
altehaus_013_f000111|Fürchte nichts; Alles, was uns schmerzen und ängstigen könnte, liegt nun hinter uns, und frei und rosig scheint von nun an die Sonne auf unseren Pfad.|Fürchte nichts; Alles, was uns schmerzen und ängstigen könnte, liegt nun hinter uns, und frei und rosig scheint von nun an die Sonne auf unseren Pfad.
altehaus_013_f000112|Und haben sie Dich freigegeben? fragte Marie, ihm erstaunt ins Auge sehend.|Und haben sie Dich freigegeben? fragte Marie, ihm erstaunt ins Auge sehend.
altehaus_013_f000113|Der Zauber ist gelöst, der uns hier band, flüsterte Gundelrebe, wir sind jetzt frei und dürfen uns draußen im Leben das Glück nun selber suchen, das uns ein hartes Geschick so lange, lange Jahre vorenthielt.|Der Zauber ist gelöst, der uns hier band, flüsterte Gundelrebe, wir sind jetzt frei und dürfen uns draußen im Leben das Glück nun selber suchen, das uns ein hartes Geschick so lange, lange Jahre vorenthielt.
altehaus_013_f000114|O, Marie, fuhr er dann leidenschaftlicher fort, indem er ihre Hand ergriff und auf ein Knie zu ihren Füßen niedersank, – stoße Du mich jetzt nicht freundlos und allein zurück in mein altes Elend, in meine alte Einsamkeit.|O, Marie, fuhr er dann leidenschaftlicher fort, indem er ihre Hand ergriff und auf ein Knie zu ihren Füßen niedersank, - stoße Du mich jetzt nicht freundlos und allein zurück in mein altes Elend, in meine alte Einsamkeit.
altehaus_013_f000115|Ich werde von jetzt an dieses alte Haus bewohnen, in diesen Zimmern leben und schaffen, und das Sonnenlicht wieder herein lassen in die alten, lieben Räume.|Ich werde von jetzt an dieses alte Haus bewohnen, in diesen Zimmern leben und schaffen, und das Sonnenlicht wieder herein lassen in die alten, lieben Räume.
altehaus_013_f000116|– Wird Deiner Augen Licht dann diese neue Heimath mit Glück und Glanz erfüllen, Deine holde Nähe sie segnen, Deiner leichten Schritte Klang mit lieblicher Musik die Räume füllen?|- Wird Deiner Augen Licht dann diese neue Heimath mit Glück und Glanz erfüllen, Deine holde Nähe sie segnen, Deiner leichten Schritte Klang mit lieblicher Musik die Räume füllen?
altehaus_013_f000117|– O, wende Dich nicht ab von mir!|- O, wende Dich nicht ab von mir!
altehaus_013_f000118|– Seit jener Zeit, wo Du Dich zum ersten Male in meinen Schutz begabst, seit jener Stunde gehörte mein Herz ja Dir, und zurückdrängen und bändigen mußte ich es mit Gewalt, als ich Dich draußen unter den fremden Menschen wiedersah.|- Seit jener Zeit, wo Du Dich zum ersten Male in meinen Schutz begabst, seit jener Stunde gehörte mein Herz ja Dir, und zurückdrängen und bändigen mußte ich es mit Gewalt, als ich Dich draußen unter den fremden Menschen wiedersah.
altehaus_013_f000119|– Du schweigst, Marie – Hast Du mich gar nicht lieb?|- Du schweigst, Marie - Hast Du mich gar nicht lieb?
altehaus_013_f000120|– Du hast den armen Knaben wohl ganz vergessen, den es seit jener Stunde mit seines Herzens feinsten Fasern zu Dir hinüber zog, bis er der Sehnsucht nicht länger widerstehen konnte.|- Du hast den armen Knaben wohl ganz vergessen, den es seit jener Stunde mit seines Herzens feinsten Fasern zu Dir hinüber zog, bis er der Sehnsucht nicht länger widerstehen konnte.
altehaus_013_f000121|Vergessen? sagte Marie, traurig mit dem Kopfe schüttelnd, – nur zu viel habe ich an Dich gedacht, und weh genug hat es mir gethan, als Du an jenem Morgen zuerst unser Haus betratest und mich gar nicht wieder kennen wolltest.|Vergessen? sagte Marie, traurig mit dem Kopfe schüttelnd, - nur zu viel habe ich an Dich gedacht, und weh genug hat es mir gethan, als Du an jenem Morgen zuerst unser Haus betratest und mich gar nicht wieder kennen wolltest.
altehaus_013_f000122|Ich hatte Dich den Augenblick erkannt.|Ich hatte Dich den Augenblick erkannt.
altehaus_013_f000123|Du holder Engel! flüsterte Gundelrebe leise und herzlich, und drückte einen leichten Kuß auf die Hand, die er noch immer in der seinen hielt, und darf ich den Onkel da rufen, daß er unseren Bund vor seinem Scheiden segne?|Du holder Engel! flüsterte Gundelrebe leise und herzlich, und drückte einen leichten Kuß auf die Hand, die er noch immer in der seinen hielt, und darf ich den Onkel da rufen, daß er unseren Bund vor seinem Scheiden segne?
altehaus_013_f000124|Ist er denn hier?|Ist er denn hier?
