imalavoglia_00_verga_f000001|Prefazione.|Prefazione.
imalavoglia_13_verga_f000124|e gli metteva in serbo sotto il banco tutti i piatti coi resti che lasciavano gli. avventori;|e gli metteva in serbo sotto il banco tutti i piatti coi resti che lasciavano gli. avventori;
imalavoglia_13_verga_f000125|e un po’ di qua e un po’ di là gli riempiva anche il bicchiere.|e un po di qua e un po di là gli riempiva anche il bicchiere.
imalavoglia_13_verga_f000126|In tal modo lo manteneva per l’osteria grasso e unto come il cane del macellaio.|In tal modo lo manteneva per losteria grasso e unto come il cane del macellaio.
imalavoglia_13_verga_f000127|Al bisogno poi Antoni si disobbligava facendo a pugni con quegli avventori della malannata|Al bisogno poi Antoni si disobbligava facendo a pugni con quegli avventori della malannata
imalavoglia_13_verga_f000128|che cercano il pelo nell’uovo all’ora del conto, e gridano e bestemmiano prima di pagare.|che cercano il pelo nelluovo allora del conto, e gridano e bestemmiano prima di pagare.
imalavoglia_13_verga_f000129|Cogli amici della taverna invece era allegro e chiacchierone, e teneva d’occhio anche il banco, allorché la Santuzza andava a confessarsi.|Cogli amici della taverna invece era allegro e chiacchierone, e teneva docchio anche il banco, allorché la Santuzza andava a confessarsi.
imalavoglia_13_verga_f000130|sicché, tutti colà gli volevano bene come se fosse a casa sua;|sicché, tutti colà gli volevano bene come se fosse a casa sua;
imalavoglia_13_verga_f000131|tranne lo zio Santoro il quale lo guardava di malocchio, e borbottava, fra un’avemaria e l’altra|tranne lo zio Santoro il quale lo guardava di malocchio, e borbottava, fra unavemaria e laltra
imalavoglia_13_verga_f000132|contro di lui, che viveva alle spalle di sua figlia, come un canonico;|contro di lui, che viveva alle spalle di sua figlia, come un canonico;
imalavoglia_13_verga_f000133|la Santuzza rispondeva che era la padrona, se voleva far vivere alle sue spalle Antoni Malavoglia, grasso come un canonico;|la Santuzza rispondeva che era la padrona, se voleva far vivere alle sue spalle Antoni Malavoglia, grasso come un canonico;
imalavoglia_13_verga_f000134|segno che ci aveva il suo piacere, e non aveva più bisogno di nessuno.|segno che ci aveva il suo piacere, e non aveva più bisogno di nessuno.
imalavoglia_13_verga_f000135|— Sì! sì! — brontolava lo zio Santoro, quando poteva chiapparla un momento a quattr’occhi.|- Sì! sì! - brontolava lo zio Santoro, quando poteva chiapparla un momento a quattrocchi.
imalavoglia_13_verga_f000136|— Di don Michele ne hai sempre bisogno.|- Di don Michele ne hai sempre bisogno.
imalavoglia_13_verga_f000137|Massaro Filippo m’ha detto dieci volte che è tempo di finirla|Massaro Filippo mha detto dieci volte che è tempo di finirla
imalavoglia_13_verga_f000138|che il vino nuovo non può tenerlo più nella cantina, e bisognerebbe farlo entrare in paese di contrabbando.|che il vino nuovo non può tenerlo più nella cantina, e bisognerebbe farlo entrare in paese di contrabbando.
imalavoglia_13_verga_f000139|— Massaro Filippo pensa al suo interesse.|- Massaro Filippo pensa al suo interesse.
imalavoglia_13_verga_f000140|Ma io, vedete, dovessi pagare il dazio due volte, e il contrabbando, don Michele non lo voglio più, no e poi no!|Ma io, vedete, dovessi pagare il dazio due volte, e il contrabbando, don Michele non lo voglio più, no e poi no!
imalavoglia_13_verga_f000141|Ella non voleva perdonare a don Michele quella partaccia che gli aveva fatta colla Zuppidda,|Ella non voleva perdonare a don Michele quella partaccia che gli aveva fatta colla Zuppidda,
imalavoglia_13_verga_f000142|dopo tanto tempo ch’era stato trattato come un canonico nell’osteria, per l’amore dei suoi galloni; e Antoni.|dopo tanto tempo chera stato trattato come un canonico nellosteria, per lamore dei suoi galloni; e Antoni.
imalavoglia_13_verga_f000143|Malavoglia, senza galloni, valeva dieci volte don Michele;|Malavoglia, senza galloni, valeva dieci volte don Michele;
imalavoglia_13_verga_f000144|a lui, quello che gli dava glielo dava di tutto cuore.|a lui, quello che gli dava glielo dava di tutto cuore.
imalavoglia_13_verga_f000145|Antoni si guadagnava il pane in tal modo, e quando il nonno gli rimproverava il suo far nulla|Antoni si guadagnava il pane in tal modo, e quando il nonno gli rimproverava il suo far nulla
imalavoglia_13_verga_f000146|e la sorella lo guardava tristamente, cogli occhi fissi, rispondeva: — Forse che vi costo qualche cosa?|e la sorella lo guardava tristamente, cogli occhi fissi, rispondeva: - Forse che vi costo qualche cosa?
imalavoglia_13_verga_f000147|Dei denari della casa non ne spendo, e il mio pane me lo guadagno da me.|Dei denari della casa non ne spendo, e il mio pane me lo guadagno da me.
imalavoglia_13_verga_f000148|— Meglio sarebbe che tu morissi di fame, gli diceva il nonno|- Meglio sarebbe che tu morissi di fame, gli diceva il nonno
imalavoglia_13_verga_f000149|e che avessimo a morire tutti oggi stesso! — Infine nessuno parlava più, seduti dov’erano, e voltandosi le spalle.|e che avessimo a morire tutti oggi stesso! - Infine nessuno parlava più, seduti doverano, e voltandosi le spalle.
imalavoglia_13_verga_f000150|Padron Antoni era ridotto a non aprir bocca, per non litigare col nipote;|Padron Antoni era ridotto a non aprir bocca, per non litigare col nipote;
imalavoglia_13_verga_f000151|e Antoni poi, quand’era stanco della predica, piantava lì tutti della paranza, a piagnucolare|e Antoni poi, quandera stanco della predica, piantava lì tutti della paranza, a piagnucolare
imalavoglia_13_verga_f000152|e se ne andava a trovar Rocco o compare Vanni, coi quali si stava allegri e se ne trovava sempre una nuova da inventare.|e se ne andava a trovar Rocco o compare Vanni, coi quali si stava allegri e se ne trovava sempre una nuova da inventare.
imalavoglia_13_verga_f000153|Una volta inventarono di fare la serenata allo zio Crocifisso, la notte in cui s’era maritato colla Vespa|Una volta inventarono di fare la serenata allo zio Crocifisso, la notte in cui sera maritato colla Vespa
imalavoglia_13_verga_f000154|e condussero sotto le finestre di lui tutti coloro cui lo zio Crocifisso non voleva prestare più un soldo|e condussero sotto le finestre di lui tutti coloro cui lo zio Crocifisso non voleva prestare più un soldo
imalavoglia_13_verga_f000155|coi cocci, e le pentole fesse, i campanacci del beccaio e gli zufoli di canna, a fare il baccano e un casa del diavolo sino a mezzanotte|coi cocci, e le pentole fesse, i campanacci del beccaio e gli zufoli di canna, a fare il baccano e un casa del diavolo sino a mezzanotte
imalavoglia_13_verga_f000156|talché la Vespa l’indomani s’alzò più verde del solito, e se la prese con quella canaglia della Santuzza|talché la Vespa lindomani salzò più verde del solito, e se la prese con quella canaglia della Santuzza
imalavoglia_13_verga_f000157|nella taverna della quale s’era macchinata tutta quella birbonata|nella taverna della quale sera macchinata tutta quella birbonata
imalavoglia_13_verga_f000158|per gelosia che lei se l’era trovato il marito, onde stare in grazia di Dio|per gelosia che lei se lera trovato il marito, onde stare in grazia di Dio
imalavoglia_13_verga_f000159|mentre le altre erano sempre nel peccato mortale, e facevano mille porcherie, sotto l’abitino della Madonna.|mentre le altre erano sempre nel peccato mortale, e facevano mille porcherie, sotto labitino della Madonna.
imalavoglia_13_verga_f000160|La gente gli rideva sul muso allo zio Crocifisso, come lo vide sposo sulla piazza, vestito di nuovo|La gente gli rideva sul muso allo zio Crocifisso, come lo vide sposo sulla piazza, vestito di nuovo
imalavoglia_13_verga_f000161|e giallo come un morto, dalla paura che gli aveva fatto la Vespa con quel vestito nuovo che costava denari.|e giallo come un morto, dalla paura che gli aveva fatto la Vespa con quel vestito nuovo che costava denari.
imalavoglia_13_verga_f000162|La Vespa era sempre a spendere e spandere, che se l’avessero lasciata fare avrebbe vuotato il sacco in una settimana;|La Vespa era sempre a spendere e spandere, che se lavessero lasciata fare avrebbe vuotato il sacco in una settimana;
imalavoglia_13_verga_f000163|e diceva che la padrona adesso era lei, tanto che tutti i giorni c’era il diavolo dallo zio Crocifisso.|e diceva che la padrona adesso era lei, tanto che tutti i giorni cera il diavolo dallo zio Crocifisso.
imalavoglia_13_verga_f000164|Sua moglie gli piantava le unghie sulla faccia, e gli gridava che voleva aver le chiavi lei|Sua moglie gli piantava le unghie sulla faccia, e gli gridava che voleva aver le chiavi lei
imalavoglia_13_verga_f000165|e non voleva star sempre a desiderare un pezzo di pane e un fazzoletto nuovo peggio di prima;|e non voleva star sempre a desiderare un pezzo di pane e un fazzoletto nuovo peggio di prima;
imalavoglia_13_verga_f000166|perché se avesse saputo quel che le doveva venire dal matrimonio, con quel bel marito che le era toccato|perché se avesse saputo quel che le doveva venire dal matrimonio, con quel bel marito che le era toccato
imalavoglia_13_verga_f000167|si sarebbe tenuta la chiusa e la medaglia di figlia di Maria, piuttosto;|si sarebbe tenuta la chiusa e la medaglia di figlia di Maria, piuttosto;
imalavoglia_13_verga_f000168|già, tanto e tanto avrebbe potuto portarla ancora, la medaglia di figlia di Maria! E lui strillava che era rovinato;|già, tanto e tanto avrebbe potuto portarla ancora, la medaglia di figlia di Maria! E lui strillava che era rovinato;
imalavoglia_13_verga_f000169|che non era più padrone del fatto suo;|che non era più padrone del fatto suo;
imalavoglia_13_verga_f000170|che v’era tuttora il colèra in casa, e volevano farlo morire di crepacuore prima del tempo,|che vera tuttora il colèra in casa, e volevano farlo morire di crepacuore prima del tempo,
imalavoglia_13_verga_f000171|per scialacquarsi allegramente la roba che egli aveva stentato tanto a raggranellare!|per scialacquarsi allegramente la roba che egli aveva stentato tanto a raggranellare!
imalavoglia_13_verga_f000172|Lui pure, se avesse saputo tutto questo, avrebbe mandato al diavolo la chiusa e la moglie;|Lui pure, se avesse saputo tutto questo, avrebbe mandato al diavolo la chiusa e la moglie;
imalavoglia_13_verga_f000173|ché già lui di moglie non ne aveva bisogno, e l’avevano preso per il collo|ché già lui di moglie non ne aveva bisogno, e lavevano preso per il collo
imalavoglia_13_verga_f000174|facendogli credere che la Vespa avesse acchiappato Brasi Cipolla, e stesse per scappargli insieme alla chiusa, maledetta chiusa!|facendogli credere che la Vespa avesse acchiappato Brasi Cipolla, e stesse per scappargli insieme alla chiusa, maledetta chiusa!
imalavoglia_13_verga_f000175|Giusto in quel punto si seppe che Brasi Cipolla s’era lasciato rubare dalla Mangiacarrubbe|Giusto in quel punto si seppe che Brasi Cipolla sera lasciato rubare dalla Mangiacarrubbe
imalavoglia_13_verga_f000176|come un bietolone, e padron Fortunato li andava cercando per la sciara, e pel vallone|come un bietolone, e padron Fortunato li andava cercando per la sciara, e pel vallone
imalavoglia_13_verga_f000177|e sotto il ponte, colla schiuma alla bocca, giurando e spergiurando che se li trovava voleva dar loro tante di quelle pedate|e sotto il ponte, colla schiuma alla bocca, giurando e spergiurando che se li trovava voleva dar loro tante di quelle pedate
imalavoglia_13_verga_f000178|e farsi venire le orecchie di suo figlio nelle mani.|e farsi venire le orecchie di suo figlio nelle mani.
imalavoglia_13_verga_f000179|Lo zio Crocifisso a quel discorso si cacciava le mani nei capelli anche lui|Lo zio Crocifisso a quel discorso si cacciava le mani nei capelli anche lui
imalavoglia_13_verga_f000180|e diceva che la Zuppidda l’aveva rovinato a non rapire Brasi una settimana prima.|e diceva che la Zuppidda laveva rovinato a non rapire Brasi una settimana prima.
imalavoglia_13_verga_f000181|— Questa è stata la volontà di Dio! — andava dicendo picchiandosi il petto;|- Questa è stata la volontà di Dio! - andava dicendo picchiandosi il petto;
imalavoglia_13_verga_f000182|— la volontà di Dio è stata che io m’avessi a pigliare la Vespa per castigo dei miei peccati! — E dei peccati doveva avercene grossi assai|- la volontà di Dio è stata che io mavessi a pigliare la Vespa per castigo dei miei peccati! - E dei peccati doveva avercene grossi assai
imalavoglia_13_verga_f000183|perché la Vespa gli avvelenava il pane in bocca, e gli faceva soffrire le pene del purgatorio, notte e giorno.|perché la Vespa gli avvelenava il pane in bocca, e gli faceva soffrire le pene del purgatorio, notte e giorno.
imalavoglia_13_verga_f000184|Per giunta poi si vantava di essergli fedele, che non avrebbe guardato in faccia un cristiano|Per giunta poi si vantava di essergli fedele, che non avrebbe guardato in faccia un cristiano
imalavoglia_13_verga_f000185|fosse giovane e bello come Antoni Malavoglia o Vanni Pizzuto, per tutto l’oro del mondo;|fosse giovane e bello come Antoni Malavoglia o Vanni Pizzuto, per tutto loro del mondo;
imalavoglia_13_verga_f000186|mentre gli uomini le ronzavano sempre attorno a tentarla come ci avesse il miele nelle gonnelle.|mentre gli uomini le ronzavano sempre attorno a tentarla come ci avesse il miele nelle gonnelle.
imalavoglia_13_verga_f000187|— Se fosse vero andrei a chiamarglielo io stesso colui! — borbottava lo zio Crocifisso;|- Se fosse vero andrei a chiamarglielo io stesso colui! - borbottava lo zio Crocifisso;
imalavoglia_13_verga_f000188|— purché me la levasse davanti! E diceva pure che avrebbe pagato qualche cosa a Vanni Pizzuto o a Antoni Malavoglia perché gli facessero le corna|- purché me la levasse davanti! E diceva pure che avrebbe pagato qualche cosa a Vanni Pizzuto o a Antoni Malavoglia perché gli facessero le corna
imalavoglia_13_verga_f000189|giacché Antoni faceva quel mestiere.|giacché Antoni faceva quel mestiere.
imalavoglia_13_verga_f000190|— Allora potrei mandarla via quella strega che mi son cacciata in casa!|- Allora potrei mandarla via quella strega che mi son cacciata in casa!
imalavoglia_13_verga_f000191|Ma Antoni il mestiere lo faceva dove era grasso, e ci mangiava e beveva, che era un piacere a vederlo.|Ma Antoni il mestiere lo faceva dove era grasso, e ci mangiava e beveva, che era un piacere a vederlo.
imalavoglia_13_verga_f000192|Ora portava la testa alta, e se la rideva se il nonno gli diceva qualche parola a bassa voce;|Ora portava la testa alta, e se la rideva se il nonno gli diceva qualche parola a bassa voce;
