weihnachtsabend_01_f000001|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.
weihnachtsabend_07_f000138|Er starb doch nicht etwa an etwas Ansteckendem? sagte der alte Joe, seine Beschäftigung unterbrechend und sie anblickend.|Er starb doch nicht etwa an etwas Ansteckendem? sagte der alte Joe, seine Beschäftigung unterbrechend und sie anblickend.
weihnachtsabend_07_f000139|Das braucht Ihr nicht zu befürchten, antwortete die Frau.|Das braucht Ihr nicht zu befürchten, antwortete die Frau.
weihnachtsabend_07_f000140|Ich hatte ihn nicht so lieb, daß ich dann bei ihm geblieben wäre um solcher Sachen willen.|Ich hatte ihn nicht so lieb, daß ich dann bei ihm geblieben wäre um solcher Sachen willen.
weihnachtsabend_07_f000141|Ha, Ihr könnt durch das Hemd gucken, bis Euch Eure Augen weh thun; Ihr findet kein Loch drin und keine dünne Stelle.|Ha, Ihr könnt durch das Hemd gucken, bis Euch Eure Augen weh thun; Ihr findet kein Loch drin und keine dünne Stelle.
weihnachtsabend_07_f000142|Es ist das beste, was er hatte, und fein istes auch. Sie hättenes verdorben, wenn ich nicht gewesen wäre.|Es ist das beste, was er hatte, und fein istes auch. Sie hättenes verdorben, wenn ich nicht gewesen wäre.
weihnachtsabend_07_f000143|Was nennt Ihr, es verderben? fragte der alte Joe.|Was nennt Ihr, es verderben? fragte der alte Joe.
weihnachtsabend_07_f000144|Nun, ihm das Hemd in das Grab anziehen, was sonst? erwiderte die Frau lachend.|Nun, ihm das Hemd in das Grab anziehen, was sonst? erwiderte die Frau lachend.
weihnachtsabend_07_f000145|Es war jemand Narr genug, es ihm anzuziehen, aber ich zoges ihm wieder aus.|Es war jemand Narr genug, es ihm anzuziehen, aber ich zoges ihm wieder aus.
weihnachtsabend_07_f000146|Wenn Kattun zu so etwas nicht gut genug ist, weiß ich nicht, zu was er sonst gut wäre. Es steht einer Leiche ebenso gut. Er kann nicht häßlicher aussehen, als er in dem aussah.|Wenn Kattun zu so etwas nicht gut genug ist, weiß ich nicht, zu was er sonst gut wäre. Es steht einer Leiche ebenso gut. Er kann nicht häßlicher aussehen, als er in dem aussah.
weihnachtsabend_07_f000147|Scrooge hörte das Gespräch mit Grausen an. Wie sie da um ihren Raub herum in dem kärglichen Licht der Lampe des Alten saßen,|Scrooge hörte das Gespräch mit Grausen an. Wie sie da um ihren Raub herum in dem kärglichen Licht der Lampe des Alten saßen,
weihnachtsabend_07_f000148|betrachtete er sie mit einem Ekel und einem Abscheu, der nicht größer hätte sein können, wenn es scheußliche Dämonen gewesen wären, die um die Leiche selbst feilschten.|betrachtete er sie mit einem Ekel und einem Abscheu, der nicht größer hätte sein können, wenn es scheußliche Dämonen gewesen wären, die um die Leiche selbst feilschten.
weihnachtsabend_07_f000149|Ha, ha! lachte dieselbe Frau, als der alte Joe, einen alten flanellenen Geldbeutel herauslangend, jedem den Preis  des Raubes auf den Fußboden hinzählte.|Ha, ha! lachte dieselbe Frau, als der alte Joe, einen alten flanellenen Geldbeutel herauslangend, jedem den Preis  des Raubes auf den Fußboden hinzählte.
weihnachtsabend_07_f000150|Das ist das Ende von der Geschichte, seht ihr! Er scheuchte jeden von sich, so lange er lebte, um uns zu nützen, da er tot ist! Ha, ha, ha!|Das ist das Ende von der Geschichte, seht ihr! Er scheuchte jeden von sich, so lange er lebte, um uns zu nützen, da er tot ist! Ha, ha, ha!
weihnachtsabend_07_f000151|Geist, sagte Scrooge, vom Fuß bis zum Scheitel zitternd.|Geist, sagte Scrooge, vom Fuß bis zum Scheitel zitternd.
weihnachtsabend_07_f000152|Ich verstehe dich. Das Los dieses Unglücklichen könnte das meinige sein. Mein Leben geht jetzt auf dieses Ziel zu. Gnädiger Himmel, was ist das?|Ich verstehe dich. Das Los dieses Unglücklichen könnte das meinige sein. Mein Leben geht jetzt auf dieses Ziel zu. Gnädiger Himmel, was ist das?
weihnachtsabend_07_f000153|Er fuhr entsetzt zurück, denn die Scene hatte sich geändert und er stand dicht vor einem Bett, einem einsamen,|Er fuhr entsetzt zurück, denn die Scene hatte sich geändert und er stand dicht vor einem Bett, einem einsamen,
weihnachtsabend_07_f000154|unverhangnen Bett, wo unter einer groben Decke etwas Verhülltes lag, was, obgleich es stumm war, sich doch in grausenerregender Sprache nannte.|unverhangnen Bett, wo unter einer groben Decke etwas Verhülltes lag, was, obgleich es stumm war, sich doch in grausenerregender Sprache nannte.
weihnachtsabend_07_f000155|Das Zimmer war sehr finster, zu finster, um etwas genau erkennen zu können, obgleich Scrooge, einem geheimen Gefühle gehorchend,|Das Zimmer war sehr finster, zu finster, um etwas genau erkennen zu können, obgleich Scrooge, einem geheimen Gefühle gehorchend,
weihnachtsabend_07_f000156|sich umschaute, voll Begier, zu wissen, was für ein Zimmer es sei.|sich umschaute, voll Begier, zu wissen, was für ein Zimmer es sei.
weihnachtsabend_07_f000157|Ein bleiches Licht, welches von draußen kam, fiel gerade auf das Bett; und auf diesem, geplündert und beraubt, unbewacht und unbeweint, lag die Leiche dieses Mannes.|Ein bleiches Licht, welches von draußen kam, fiel gerade auf das Bett; und auf diesem, geplündert und beraubt, unbewacht und unbeweint, lag die Leiche dieses Mannes.
weihnachtsabend_07_f000158|Scrooge blickte die Erscheinung an. Ihre reglose Hand wies auf das Haupt des Leichnams.|Scrooge blickte die Erscheinung an. Ihre reglose Hand wies auf das Haupt des Leichnams.
weihnachtsabend_07_f000159|Die Decke war so sorglos zurecht gelegt, daß das geringste Verschieben, die leiseste Berührung von Scrooges Finger das Antlitz enthüllt hätte.|Die Decke war so sorglos zurecht gelegt, daß das geringste Verschieben, die leiseste Berührung von Scrooges Finger das Antlitz enthüllt hätte.
weihnachtsabend_07_f000160|Er dachte daran, fühlte, wie leicht es geschehen könnte, und sehnte sich, es zu thun;|Er dachte daran, fühlte, wie leicht es geschehen könnte, und sehnte sich, es zu thun;
weihnachtsabend_07_f000161|aber er hatte nicht mehr Macht, die Hülle wegzuziehen, als den Geist an seiner Seite zu entlassen.|aber er hatte nicht mehr Macht, die Hülle wegzuziehen, als den Geist an seiner Seite zu entlassen.
weihnachtsabend_07_f000162|O, kalter, starrer, schrecklicher Tod, hier richte deinen Altar auf und umgieb ihn mit den Schrecken, die dir zu Gebote stehen: denn dies ist dein Reich!|O, kalter, starrer, schrecklicher Tod, hier richte deinen Altar auf und umgieb ihn mit den Schrecken, die dir zu Gebote stehen: denn dies ist dein Reich!
weihnachtsabend_07_f000163|Aber dem geliebten und verehrten Haupt kannst du kein Haar krümmen, von ihm kannst du keinen Zug widerlich machen.|Aber dem geliebten und verehrten Haupt kannst du kein Haar krümmen, von ihm kannst du keinen Zug widerlich machen.
weihnachtsabend_07_f000164|Nicht weil die Hand schwer ist und herabsinkt, wenn man sie fallen läßt, nicht, weil das Herz und der Puls schweigen;|Nicht weil die Hand schwer ist und herabsinkt, wenn man sie fallen läßt, nicht, weil das Herz und der Puls schweigen;
weihnachtsabend_07_f000165|sondern weil die Hand offen war und barmherzig, weil das Herz offen  war und warm und gut und der Puls ein menschlicher.|sondern weil die Hand offen war und barmherzig, weil das Herz offen  war und warm und gut und der Puls ein menschlicher.
weihnachtsabend_07_f000166|Töte, Schatten, töte! Und sieh, wie seine guten Thaten aus der Todeswunde hervorströmen, um in der Welt unsterbliches Leben zu sehen.|Töte, Schatten, töte! Und sieh, wie seine guten Thaten aus der Todeswunde hervorströmen, um in der Welt unsterbliches Leben zu sehen.
weihnachtsabend_07_f000167|Keine Stimme flüsterte diese Worte in Scrooges Ohren, aber doch hörte er sie, wie er auf das Bett blickte.|Keine Stimme flüsterte diese Worte in Scrooges Ohren, aber doch hörte er sie, wie er auf das Bett blickte.
weihnachtsabend_07_f000168|Er dachte, wenn dieser Mann jetzt wieder erweckt werden könnte, was würde wohl sein erster Gedanke sein? Geiz, Hartherzigkeit, habgierige Sorge.|Er dachte, wenn dieser Mann jetzt wieder erweckt werden könnte, was würde wohl sein erster Gedanke sein? Geiz, Hartherzigkeit, habgierige Sorge.
weihnachtsabend_07_f000169|Ein schönes Ziel haben sie ihm bereitet!|Ein schönes Ziel haben sie ihm bereitet!
weihnachtsabend_07_f000170|Er lag in dem dunklen leeren Hause und kein Mann, oder Weib, oder Kind war da, um zu sagen, er war gütig gegen mich in dem und in jenem,|Er lag in dem dunklen leeren Hause und kein Mann, oder Weib, oder Kind war da, um zu sagen, er war gütig gegen mich in dem und in jenem,
weihnachtsabend_07_f000171|und dieses einen gütigen Wortes gedenkend, will ich seiner warten.|und dieses einen gütigen Wortes gedenkend, will ich seiner warten.
weihnachtsabend_07_f000172|Eine Katze kratzte an der Thür und die Ratten nagten und raschelten unter dem Kamin.|Eine Katze kratzte an der Thür und die Ratten nagten und raschelten unter dem Kamin.
weihnachtsabend_07_f000173|Was sie in dem Gemach des Todes wollten und warum sie so unruhig waren, wagte Scrooge nicht auszudenken.|Was sie in dem Gemach des Todes wollten und warum sie so unruhig waren, wagte Scrooge nicht auszudenken.
weihnachtsabend_07_f000174|Geist, sagte er, dies ist ein schrecklicher Ort. Wenn ich ihn verlasse, werde ich nicht seine Lehre vergessen, glaube mir. Laß uns gehen.|Geist, sagte er, dies ist ein schrecklicher Ort. Wenn ich ihn verlasse, werde ich nicht seine Lehre vergessen, glaube mir. Laß uns gehen.
weihnachtsabend_07_f000175|Immer noch wies der Geist mit reglosem Finger auf das Haupt der Leiche.|Immer noch wies der Geist mit reglosem Finger auf das Haupt der Leiche.
weihnachtsabend_07_f000176|Ich verstehe dich, antwortete Scrooge, und ich thäte es, wenn ich könnte. Aber ich habe die Kraft nicht dazu, Geist. Ich habe die Kraft nicht dazu.|Ich verstehe dich, antwortete Scrooge, und ich thäte es, wenn ich könnte. Aber ich habe die Kraft nicht dazu, Geist. Ich habe die Kraft nicht dazu.
weihnachtsabend_07_f000177|Wieder schien der Geist ihn anzublicken.|Wieder schien der Geist ihn anzublicken.
weihnachtsabend_07_f000178|Wenn irgend jemand in der Stadt ist, der bei dieses Mannes Tod etwas fühlt, sagte Scrooge erschüttert, so zeige mir ihn, Geist, ich flehe dich darum an.|Wenn irgend jemand in der Stadt ist, der bei dieses Mannes Tod etwas fühlt, sagte Scrooge erschüttert, so zeige mir ihn, Geist, ich flehe dich darum an.
weihnachtsabend_07_f000179|Die Erscheinung breitete ihren dunklen Mantel einen Augenblick vor ihm aus wie einen Fittich;|Die Erscheinung breitete ihren dunklen Mantel einen Augenblick vor ihm aus wie einen Fittich;
weihnachtsabend_07_f000180|und wie sie ihn wieder wegzog, sah er ein taghelles Zimmer, in dem sich eine Mutter mit ihren Kindern befand.|und wie sie ihn wieder wegzog, sah er ein taghelles Zimmer, in dem sich eine Mutter mit ihren Kindern befand.
weihnachtsabend_07_f000181|Sie hoffte auf jemandes Kommen in angstvoller Erwartung;|Sie hoffte auf jemandes Kommen in angstvoller Erwartung;
weihnachtsabend_07_f000182|denn sie ging im Zimmer auf und ab: erschrak  bei jedem Geräusch;|denn sie ging im Zimmer auf und ab: erschrak  bei jedem Geräusch;
weihnachtsabend_07_f000183|sah zum Fenster hinaus; blickte nach der Uhr; versuchte vergebens zu arbeiten; und konnte kaum die Stimmen der spielenden Kinder ertragen.|sah zum Fenster hinaus; blickte nach der Uhr; versuchte vergebens zu arbeiten; und konnte kaum die Stimmen der spielenden Kinder ertragen.
weihnachtsabend_07_f000184|Endlich hörte sie das langersehnte Klopfen an der Hausthür und traf, als sie hinaussehen wollte, ihren Gatten.|Endlich hörte sie das langersehnte Klopfen an der Hausthür und traf, als sie hinaussehen wollte, ihren Gatten.
weihnachtsabend_07_f000185|Sein Gesicht war bekümmert und niedergeschlagen, obgleich er noch jung war.|Sein Gesicht war bekümmert und niedergeschlagen, obgleich er noch jung war.
weihnachtsabend_07_f000186|Es zeigte sich jetzt ein merkwürdiger Ausdruck in demselben, eine Art ernster Freude, deren er sich schämte und die er sich zu unterdrücken bemühte.|Es zeigte sich jetzt ein merkwürdiger Ausdruck in demselben, eine Art ernster Freude, deren er sich schämte und die er sich zu unterdrücken bemühte.
weihnachtsabend_07_f000187|Er setzte sich zum Essen nieder, das man ihm am Feuer aufgehoben hatte;|Er setzte sich zum Essen nieder, das man ihm am Feuer aufgehoben hatte;
weihnachtsabend_07_f000188|und als sie ihn erst nach langem Schweigen frug, was er für Nachrichten bringe, schien er um die Antwort verlegen zu sein.|und als sie ihn erst nach langem Schweigen frug, was er für Nachrichten bringe, schien er um die Antwort verlegen zu sein.
weihnachtsabend_07_f000189|Sind sie gut, sagte sie, oder schlecht?|Sind sie gut, sagte sie, oder schlecht?
weihnachtsabend_07_f000190|Schlecht, antwortete er.|Schlecht, antwortete er.
weihnachtsabend_07_f000191|Wir sind ganz zu Grunde gerichtet?|Wir sind ganz zu Grunde gerichtet?
weihnachtsabend_07_f000192|Nein, noch ist Hoffnung vorhanden, Karoline.|Nein, noch ist Hoffnung vorhanden, Karoline.
weihnachtsabend_07_f000193|Wenn er sich erweichen läßt, rief sie erstaunt, dann ist noch welche da! Ueberall ist noch Hoffnung, wenn ein solches Wunder geschehen ist.|Wenn er sich erweichen läßt, rief sie erstaunt, dann ist noch welche da! Ueberall ist noch Hoffnung, wenn ein solches Wunder geschehen ist.
weihnachtsabend_07_f000194|Für ihn ist es zu spät, sich zu erbarmen, sagte der Gatte. Er ist tot!|Für ihn ist es zu spät, sich zu erbarmen, sagte der Gatte. Er ist tot!
weihnachtsabend_07_f000195|Wenn ihr Gesicht Wahrheit sprach, so war sie ein mildes und geduldiges Wesen; aber sie war dankbar dafür in ihrem Herzen und sagte es mit gefalteten Händen.|Wenn ihr Gesicht Wahrheit sprach, so war sie ein mildes und geduldiges Wesen; aber sie war dankbar dafür in ihrem Herzen und sagte es mit gefalteten Händen.
weihnachtsabend_07_f000196|Sie bat im nächsten Augenblick Gott, daß er ihr verzeihen möge und bereute es; aber das erste war die Stimme ihres Herzens gewesen.|Sie bat im nächsten Augenblick Gott, daß er ihr verzeihen möge und bereute es; aber das erste war die Stimme ihres Herzens gewesen.
weihnachtsabend_07_f000197|Was mir die halbbetrunkene Frau gestern Abend sagte, als ich ihn sprechen und um eine Woche Aufschub bitten wollte;|Was mir die halbbetrunkene Frau gestern Abend sagte, als ich ihn sprechen und um eine Woche Aufschub bitten wollte;
weihnachtsabend_07_f000198|und was ich nur für eine bloße Entschuldigung hielt, um mich abzuweisen, zeigt sich jetzt als die reine Wahrheit.|und was ich nur für eine bloße Entschuldigung hielt, um mich abzuweisen, zeigt sich jetzt als die reine Wahrheit.
weihnachtsabend_07_f000199|Er war nicht nur sehr krank, er lag schon im Sterben.|Er war nicht nur sehr krank, er lag schon im Sterben.
weihnachtsabend_07_f000200|Auf wen wird unsere Schuld übergehen?|Auf wen wird unsere Schuld übergehen?
weihnachtsabend_07_f000201|Ich weiß es nicht. Aber vor dieser Zeit noch werden  wir das Geld haben;|Ich weiß es nicht. Aber vor dieser Zeit noch werden  wir das Geld haben;
weihnachtsabend_07_f000202|und selbst, wenn dies nicht wäre, wäre es ein großes Mißgeschick in seinem Erben einen so unbarmherzigen Gläubiger zu finden.|und selbst, wenn dies nicht wäre, wäre es ein großes Mißgeschick in seinem Erben einen so unbarmherzigen Gläubiger zu finden.
weihnachtsabend_07_f000203|Wir können heute Nacht mit leichterem Herzen schlafen, Karoline.|Wir können heute Nacht mit leichterem Herzen schlafen, Karoline.
weihnachtsabend_07_f000204|Ja, sie mochten es verhehlen, wie sie wollten, ihre Herzen waren leichter.|Ja, sie mochten es verhehlen, wie sie wollten, ihre Herzen waren leichter.
weihnachtsabend_07_f000205|Die Gesichter der Kinder, welche sich still um sie drängten, um zu hören, was sie so wenig verstanden, erhellten sich und alle wurden glücklicher durch dieses Mannes Tod.|Die Gesichter der Kinder, welche sich still um sie drängten, um zu hören, was sie so wenig verstanden, erhellten sich und alle wurden glücklicher durch dieses Mannes Tod.
weihnachtsabend_07_f000206|Das einzige von diesem Ereignis erregte Gefühl, welches ihm der Geist zeigen konnte, war eins der Freude.|Das einzige von diesem Ereignis erregte Gefühl, welches ihm der Geist zeigen konnte, war eins der Freude.
weihnachtsabend_07_f000207|Laß mich ein zärtliches, mit dem Tode verbundenes Gefühl sehen, sagte Scrooge, oder dies dunkle Zimmer, welches wir eben verlassen haben, wird mir immer vor Augen bleiben.|Laß mich ein zärtliches, mit dem Tode verbundenes Gefühl sehen, sagte Scrooge, oder dies dunkle Zimmer, welches wir eben verlassen haben, wird mir immer vor Augen bleiben.
weihnachtsabend_07_f000208|Der Geist führte ihn durch mehrere Straßen, durch die er oft gegangen war;|Der Geist führte ihn durch mehrere Straßen, durch die er oft gegangen war;
