le_pays_des_fourrures_1_10_f000001|Un retour sur le passé.|Un retour sur le passé.
le_pays_des_fourrures_2_23_f000104|Mais l'horizon se traçait toujours circulairement, sans qu'aucun point en altérât la netteté. Ces infortunés espéraient toujours.|Mais l'horizon se traçait toujours circulairement, sans qu'aucun point en altérât la netteté. Ces infortunés espéraient toujours.
le_pays_des_fourrures_2_23_f000105|Vers trois heures après midi, le lieutenant Hobson prit le sergent Long à part et lui dit: Nous marchons, mais c'est aux dépens de la solidité et de la dureé de notre îlot.|Vers trois heures après midi, le lieutenant Hobson prit le sergent Long à part et lui dit: Nous marchons, mais c'est aux dépens de la solidité et de la dureé de notre îlot.
le_pays_des_fourrures_2_23_f000106|-- Que voulez-vous dire, mon lieutenant?|-- Que voulez-vous dire, mon lieutenant?
le_pays_des_fourrures_2_23_f000107|-- Je veux dire que le glaçon s'use rapidement au frottement des eaux accru par sa vitesse, il s'éraille, il se casse, et, depuis que nous avons mis à la voile, il a diminué d'un tiers.|-- Je veux dire que le glaçon s'use rapidement au frottement des eaux accru par sa vitesse, il s'éraille, il se casse, et, depuis que nous avons mis à la voile, il a diminué d'un tiers.
le_pays_des_fourrures_2_23_f000108|-- Vous êtes certain...|-- Vous êtes certain...
le_pays_des_fourrures_2_23_f000109|-- Absolument certain, Long. Le glaçon s'allonge, il s'efflanque.|-- Absolument certain, Long. Le glaçon s'allonge, il s'efflanque.
le_pays_des_fourrures_2_23_f000110|Voyez, la mer n'est plus à dix pieds du monticule.|Voyez, la mer n'est plus à dix pieds du monticule.
le_pays_des_fourrures_2_23_f000111|Le lieutenant Hobson disait vrai, et avec ce glaçon, rapidement entraîné, il ne pouvait en être autrement.|Le lieutenant Hobson disait vrai, et avec ce glaçon, rapidement entraîné, il ne pouvait en être autrement.
le_pays_des_fourrures_2_23_f000112|Sergent, demanda alors Jasper Hobson, êtes-vous d'avis de suspendre notre marche?|Sergent, demanda alors Jasper Hobson, êtes-vous d'avis de suspendre notre marche?
le_pays_des_fourrures_2_23_f000113|-- Je pense, répondit le sergent Long, après un instant de réflexion, je pense que nous devons consulter nos compagnons.|-- Je pense, répondit le sergent Long, après un instant de réflexion, je pense que nous devons consulter nos compagnons.
le_pays_des_fourrures_2_23_f000114|Maintenant, la responsabilité de nos décisions doit appartenir à tous.|Maintenant, la responsabilité de nos décisions doit appartenir à tous.
le_pays_des_fourrures_2_23_f000115|Le lieutenant fit un signe affirmatif. Tous deux reprirent leur place sur le monticule, et Jasper Hobson fit connaître la situation.|Le lieutenant fit un signe affirmatif. Tous deux reprirent leur place sur le monticule, et Jasper Hobson fit connaître la situation.
le_pays_des_fourrures_2_23_f000116|Cette vitesse, dit-il, use rapidement le glaçon qui nous porte.|Cette vitesse, dit-il, use rapidement le glaçon qui nous porte.
le_pays_des_fourrures_2_23_f000117|Elle hâtera peut-être de quelques heures l'inévitable catastrophe.|Elle hâtera peut-être de quelques heures l'inévitable catastrophe.
le_pays_des_fourrures_2_23_f000118|Décidez, mes amis. Voulez-vous continuer de marcher en avant?|Décidez, mes amis. Voulez-vous continuer de marcher en avant?
le_pays_des_fourrures_2_23_f000119|-- En avant!|-- En avant!
le_pays_des_fourrures_2_23_f000120|Ce fut le mot prononcé d'une commune voix par tous ces infortunés.|Ce fut le mot prononcé d'une commune voix par tous ces infortunés.
le_pays_des_fourrures_2_23_f000121|La navigation continua donc, et cette résolution des naufragés devait avoir d'incalculables conséquences.|La navigation continua donc, et cette résolution des naufragés devait avoir d'incalculables conséquences.
le_pays_des_fourrures_2_23_f000122|À six heures du soir, Madge se leva et, montrant un point dans le sud-est: Terre! dit-elle.|À six heures du soir, Madge se leva et, montrant un point dans le sud-est: Terre! dit-elle.
le_pays_des_fourrures_2_23_f000123|Tous se levèrent, électrisés. Une terre, en effet, se levait dans le sud-est, à douze milles du glaçon.|Tous se levèrent, électrisés. Une terre, en effet, se levait dans le sud-est, à douze milles du glaçon.
le_pays_des_fourrures_2_23_f000124|De la toile! de la toile! s'écria le lieutenant Hobson.|De la toile! de la toile! s'écria le lieutenant Hobson.
le_pays_des_fourrures_2_23_f000125|On le comprit. La surface de voilure fut accrue. On installa sur les haubans des sortes de bonnettes au moyen de vêtements, de fourrures,|On le comprit. La surface de voilure fut accrue. On installa sur les haubans des sortes de bonnettes au moyen de vêtements, de fourrures,
le_pays_des_fourrures_2_23_f000126|de tout ce qui pouvait donner prise au vent.|de tout ce qui pouvait donner prise au vent.
le_pays_des_fourrures_2_23_f000127|La vitesse fut accrue, d'autant plus que la brise fraîchissait.|La vitesse fut accrue, d'autant plus que la brise fraîchissait.
le_pays_des_fourrures_2_23_f000128|Mais le glaçon fondait de toutes parts. On le sentait tressaillir.|Mais le glaçon fondait de toutes parts. On le sentait tressaillir.
le_pays_des_fourrures_2_23_f000129|Il pouvait s'ouvrir à chaque instant.|Il pouvait s'ouvrir à chaque instant.
le_pays_des_fourrures_2_23_f000130|On n'y voulait pas songer. L'espoir entraînait. Le salut était là- bas, sur ce continent. On l'appelait, on lui faisait des signaux!|On n'y voulait pas songer. L'espoir entraînait. Le salut était là- bas, sur ce continent. On l'appelait, on lui faisait des signaux!
le_pays_des_fourrures_2_23_f000131|C'était un délire!|C'était un délire!
le_pays_des_fourrures_2_23_f000132|À sept heures et demie, le glaçon s'était sensiblement rapproché de la côte.|À sept heures et demie, le glaçon s'était sensiblement rapproché de la côte.
le_pays_des_fourrures_2_23_f000133|Mais il fondait à vue d'oeil, il s'enfonçait aussi, l'eau l'ameurait, les lames le balayaient et emportaient peu à peu les animaux affolés de terreur.|Mais il fondait à vue d'oeil, il s'enfonçait aussi, l'eau l'ameurait, les lames le balayaient et emportaient peu à peu les animaux affolés de terreur.
le_pays_des_fourrures_2_23_f000134|À chaque instant, on devait craindre que le glaçon ne s'abîmât sous les flots.|À chaque instant, on devait craindre que le glaçon ne s'abîmât sous les flots.
le_pays_des_fourrures_2_23_f000135|Il fallut l'alléger comme un navire qui coule. Puis on étendit avec soin le peu de terre et de sable qui restait sur la surface glacée, vers ses bords surtout, de manière à les préserver de l'action directe des rayons solaires!|Il fallut l'alléger comme un navire qui coule. Puis on étendit avec soin le peu de terre et de sable qui restait sur la surface glacée, vers ses bords surtout, de manière à les préserver de l'action directe des rayons solaires!
le_pays_des_fourrures_2_23_f000136|On y plaça aussi des fourrures, qui, de leur nature, conduisent mal la chaleur.|On y plaça aussi des fourrures, qui, de leur nature, conduisent mal la chaleur.
le_pays_des_fourrures_2_23_f000137|Enfin, ces hommes énergiques employèrent tous les moyens imaginables pour retarder la catastrophe suprême.|Enfin, ces hommes énergiques employèrent tous les moyens imaginables pour retarder la catastrophe suprême.
le_pays_des_fourrures_2_23_f000138|Mais tout cela était insuffisant. Des craquements couraient à l'intérieur du glaçon, et des fentes se dessinaient à sa surface.|Mais tout cela était insuffisant. Des craquements couraient à l'intérieur du glaçon, et des fentes se dessinaient à sa surface.
le_pays_des_fourrures_2_23_f000139|Quelques-uns pagayaient avec des planches. Mais déjà l'eau se faisait jour à travers, et la côte était encore à quatre milles au vent!|Quelques-uns pagayaient avec des planches. Mais déjà l'eau se faisait jour à travers, et la côte était encore à quatre milles au vent!
le_pays_des_fourrures_2_23_f000140|Allons! un signal, mes amis, s'écria le lieutenant Hobson, soutenu par une énergie héroïque. Peut-être nous verra-t-on!|Allons! un signal, mes amis, s'écria le lieutenant Hobson, soutenu par une énergie héroïque. Peut-être nous verra-t-on!
le_pays_des_fourrures_2_23_f000141|De tout ce qui restait d'objets combustibles, deux ou trois planches, une poutrelle, on fit un bûcher et on y mit le feu. Une grande flamme monta au dessus de la fragile épave!|De tout ce qui restait d'objets combustibles, deux ou trois planches, une poutrelle, on fit un bûcher et on y mit le feu. Une grande flamme monta au dessus de la fragile épave!
le_pays_des_fourrures_2_23_f000142|Mais le glaçon fondait de plus en plus, et, en même temps, il s'enfonçait.|Mais le glaçon fondait de plus en plus, et, en même temps, il s'enfonçait.
le_pays_des_fourrures_2_23_f000143|Bientôt, il n'y eut plus que le monticule de terre qui émergeât!|Bientôt, il n'y eut plus que le monticule de terre qui émergeât!
le_pays_des_fourrures_2_23_f000144|Là, tous s'étaient réfugiés, en proie aux angoisses de l'épouvante, et, avec eux, ceux des animaux, en bien petit nombre, que la mer n'avait pas encore dévorés!|Là, tous s'étaient réfugiés, en proie aux angoisses de l'épouvante, et, avec eux, ceux des animaux, en bien petit nombre, que la mer n'avait pas encore dévorés!
le_pays_des_fourrures_2_23_f000145|L'ours poussait des rugissements formidables.|L'ours poussait des rugissements formidables.
le_pays_des_fourrures_2_23_f000146|L'eau montait toujours. Rien ne prouvait que les naufragés eussent été aperçus. Certainement, un quart d'heure ne se passerait pas avant qu'ils fussent engloutis...|L'eau montait toujours. Rien ne prouvait que les naufragés eussent été aperçus. Certainement, un quart d'heure ne se passerait pas avant qu'ils fussent engloutis...
le_pays_des_fourrures_2_23_f000147|N'y avait-il donc pas un moyen de prolonger la durée de ce glaçon?|N'y avait-il donc pas un moyen de prolonger la durée de ce glaçon?
le_pays_des_fourrures_2_23_f000148|Trois heures seulement, trois heures encore, et on atteindrait peut-être cette terre qui n'était pas à trois milles sous le vent!|Trois heures seulement, trois heures encore, et on atteindrait peut-être cette terre qui n'était pas à trois milles sous le vent!
le_pays_des_fourrures_2_23_f000149|Mais que faire? que faire?|Mais que faire? que faire?
le_pays_des_fourrures_2_23_f000150|Ah! s'écria Jasper Hobson, un moyen, un seul pour empêcher ce glaçon de se dissoudre. Je donnerais ma vie pour le trouver! Oui!|Ah! s'écria Jasper Hobson, un moyen, un seul pour empêcher ce glaçon de se dissoudre. Je donnerais ma vie pour le trouver! Oui!
le_pays_des_fourrures_2_23_f000151|ma vie!|ma vie!
le_pays_des_fourrures_2_23_f000152|En ce moment, quelqu'un dit d'une voix brève: Il y en a un!|En ce moment, quelqu'un dit d'une voix brève: Il y en a un!
le_pays_des_fourrures_2_23_f000153|C'était Thomas Black qui parlait! C'était l'astronome qui, depuis si longtemps, n'avait plus ouvert la bouche, pour ainsi dire, et qui ne semblait plus compter comme un vivant parmi tous ces êtres voués à la mort!|C'était Thomas Black qui parlait! C'était l'astronome qui, depuis si longtemps, n'avait plus ouvert la bouche, pour ainsi dire, et qui ne semblait plus compter comme un vivant parmi tous ces êtres voués à la mort!
le_pays_des_fourrures_2_23_f000154|Et la première parole qu'il prononçait, c'était pour dire: Oui, il y a un moyen d'empêcher ce glaçon de se dissoudre! Il y a encore un moyen de nous sauver!|Et la première parole qu'il prononçait, c'était pour dire: Oui, il y a un moyen d'empêcher ce glaçon de se dissoudre! Il y a encore un moyen de nous sauver!
le_pays_des_fourrures_2_23_f000155|Jasper Hobson s'était précipité vers Thomas Black. Ses compagnons et lui interrogeaient l'astronome du regard. Ils croyaient avoir mal entendu.|Jasper Hobson s'était précipité vers Thomas Black. Ses compagnons et lui interrogeaient l'astronome du regard. Ils croyaient avoir mal entendu.
le_pays_des_fourrures_2_23_f000156|Et ce moyen? demanda le lieutenant Hobson.|Et ce moyen? demanda le lieutenant Hobson.
le_pays_des_fourrures_2_23_f000157|-- Aux pompes! répondit seulement Thomas Black.|-- Aux pompes! répondit seulement Thomas Black.
le_pays_des_fourrures_2_23_f000158|Thomas Black était-il fou? Prenait-il le glaçon pour un navire qui sombre avec dix pieds d'eau dans sa cale?|Thomas Black était-il fou? Prenait-il le glaçon pour un navire qui sombre avec dix pieds d'eau dans sa cale?
le_pays_des_fourrures_2_23_f000159|Cependant, il y avait bien là, en effet, les pompes d'aération et aussi le réservoir à air qui servait alors de charnier pour l'eau potable!|Cependant, il y avait bien là, en effet, les pompes d'aération et aussi le réservoir à air qui servait alors de charnier pour l'eau potable!
le_pays_des_fourrures_2_23_f000160|Mais en quoi ces pompes pouvaient-elles être utiles?|Mais en quoi ces pompes pouvaient-elles être utiles?
le_pays_des_fourrures_2_23_f000161|Comment serviraient-elles à durcir les arêtes de ce glaçon qui fondait de toutes parts?|Comment serviraient-elles à durcir les arêtes de ce glaçon qui fondait de toutes parts?
le_pays_des_fourrures_2_23_f000162|Il est fou! dit le sergent Long.|Il est fou! dit le sergent Long.
le_pays_des_fourrures_2_23_f000163|-- Aux pompes! répéta l'astronome. Remplissez d'air le réservoir!|-- Aux pompes! répéta l'astronome. Remplissez d'air le réservoir!
le_pays_des_fourrures_2_23_f000164|-- Faisons ce qu'il dit! s'écria Mrs. Paulina Barnett.|-- Faisons ce qu'il dit! s'écria Mrs. Paulina Barnett.
le_pays_des_fourrures_2_23_f000165|Les pompes furent emmanchées au réservoir, dont le couvercle fut rapidement fermé et boulonné.|Les pompes furent emmanchées au réservoir, dont le couvercle fut rapidement fermé et boulonné.
