tschun_01_f000001|Tschun war ein schmutziger kleiner chinesischer Junge.|Tschun war ein schmutziger kleiner chinesischer Junge.
tschun_18_f000010|Aber immer wieder war es Täuschung gewesen. Und an Stelle ursprünglicher Zuversicht begann nun dumpfes Verzagen die Herzen zu erfüllen.|Aber immer wieder war es Täuschung gewesen. Und an Stelle ursprünglicher Zuversicht begann nun dumpfes Verzagen die Herzen zu erfüllen.
tschun_18_f000011|Waren sie denn von aller Welt verlassen und vergessen?|Waren sie denn von aller Welt verlassen und vergessen?
tschun_18_f000012|Oder war die ganze übrige Welt selbst untergegangen? Schlief der fremde Gott, daß er die vielen heißen Gebete nicht hörte? Wo blieb die Hilfe, die er seinen Getreuen verspricht?|Oder war die ganze übrige Welt selbst untergegangen? Schlief der fremde Gott, daß er die vielen heißen Gebete nicht hörte? Wo blieb die Hilfe, die er seinen Getreuen verspricht?
tschun_18_f000013|Doch endlich, als das Ende des Petang nur noch eine Frage von Stunden schien – da kamen die Retter, da waren sie da.|Doch endlich, als das Ende des Petang nur noch eine Frage von Stunden schien - da kamen die Retter, da waren sie da.
tschun_18_f000014|Die ersten, die von draußen durchdrangen, waren Japaner.|Die ersten, die von draußen durchdrangen, waren Japaner.
tschun_18_f000015|Das wurde anfänglich kaum beachtet. Es waren eben Befreier.|Das wurde anfänglich kaum beachtet. Es waren eben Befreier.
tschun_18_f000016|Als aber der erste Erlösungstaumel ein bißchen verrauscht war, dachte Tschun darüber nach.|Als aber der erste Erlösungstaumel ein bißchen verrauscht war, dachte Tschun darüber nach.
tschun_18_f000017|Ja, die Inselzwerge, denen China einst Kunst und Wissen gegeben, auf die es stets etwas gönnerhaft herabgeschaut – die brachten heute Befreiung und Ordnung,|Ja, die Inselzwerge, denen China einst Kunst und Wissen gegeben, auf die es stets etwas gönnerhaft herabgeschaut - die brachten heute Befreiung und Ordnung,
tschun_18_f000018|die erschienen als höhere Wesen!|die erschienen als höhere Wesen!
tschun_18_f000019|Bald folgten ihnen dann andere, weiße Soldaten, und nachher kamen auch Herren aus dem Gesandtschaftsviertel.|Bald folgten ihnen dann andere, weiße Soldaten, und nachher kamen auch Herren aus dem Gesandtschaftsviertel.
tschun_18_f000020|Sie weinten und lachten durcheinander, als sie sich nun mit dem Bischof und den übrigen Priestern begrüßten.|Sie weinten und lachten durcheinander, als sie sich nun mit dem Bischof und den übrigen Priestern begrüßten.
tschun_18_f000021|Sie fielen sich gegenseitig in die Arme. Sie benahmen sich ganz so, wie es nun mal in der Natur der Fremden liegt – deren Gefühle stets so durchsichtig wie bei Kindern zutage liegen –,|Sie fielen sich gegenseitig in die Arme. Sie benahmen sich ganz so, wie es nun mal in der Natur der Fremden liegt - deren Gefühle stets so durchsichtig wie bei Kindern zutage liegen -,
tschun_18_f000022|nur daß dies eine ganz außergewöhnliche Gelegenheit war, wie sie niemand je erlebt – da waren sie durch Manier und Zeremonie eben noch ungezügelter als sonst.|nur daß dies eine ganz außergewöhnliche Gelegenheit war, wie sie niemand je erlebt - da waren sie durch Manier und Zeremonie eben noch ungezügelter als sonst.
tschun_18_f000023|Tschun stand dabei und schaute zu. Wie sie sich freuten! freuten!|Tschun stand dabei und schaute zu. Wie sie sich freuten! freuten!
tschun_18_f000024|Sie besahen die Befestigungswerke, sie ließen sich beschreiben, wie mühsam und verzweifelt die oft verteidigt worden,|Sie besahen die Befestigungswerke, sie ließen sich beschreiben, wie mühsam und verzweifelt die oft verteidigt worden,
tschun_18_f000025|sie besahen die weiße Kathedrale, die ganz durchsiebt von Geschossen war, deren bunte Fensterscheiben in Splitter lagen, deren Kreuz über dem Mittelportal herabgesunken war.|sie besahen die weiße Kathedrale, die ganz durchsiebt von Geschossen war, deren bunte Fensterscheiben in Splitter lagen, deren Kreuz über dem Mittelportal herabgesunken war.
tschun_18_f000026|Aber das alles wird rasch repariert und neu errichtet werden, sagten sie.|Aber das alles wird rasch repariert und neu errichtet werden, sagten sie.
tschun_18_f000027|Der Bischof sprach schon davon, daß er bald nach Europa reisen wolle, Geld zu sammeln für die zerstörte Mission.|Der Bischof sprach schon davon, daß er bald nach Europa reisen wolle, Geld zu sammeln für die zerstörte Mission.
tschun_18_f000028|Vor allem wird aber doch von der hiesigen Regierung Schadenersatz verlangt werden, rief einer der fremden Herren,|Vor allem wird aber doch von der hiesigen Regierung Schadenersatz verlangt werden, rief einer der fremden Herren,
tschun_18_f000029|für alles, was hier und in den Gesandtschaften zerstört worden ist.|für alles, was hier und in den Gesandtschaften zerstört worden ist.
tschun_18_f000030|Das will ich meinen, sagte ein anderer. Jetzt beginnt hier überhaupt eine andere Zeit!|Das will ich meinen, sagte ein anderer. Jetzt beginnt hier überhaupt eine andere Zeit!
tschun_18_f000031|Ja, die Fremden erwarteten offenbar den Anfang einer guten Zeit für sich.|Ja, die Fremden erwarteten offenbar den Anfang einer guten Zeit für sich.
tschun_18_f000032|Und wie würde sich diese Zeit wohl für die Chinesen gestalten? dachte Tschun.|Und wie würde sich diese Zeit wohl für die Chinesen gestalten? dachte Tschun.
tschun_18_f000033|Was würde für die Tausende aus den hundert Namen geschehen, die, von allem beraubt, irgendwo am Wege umgesunken waren?|Was würde für die Tausende aus den hundert Namen geschehen, die, von allem beraubt, irgendwo am Wege umgesunken waren?
tschun_18_f000034|Die Fremden standen bei ihren Ta-jens in Bücher eingetragen und ihre Besitze waren ausgemessen und festgestellt.|Die Fremden standen bei ihren Ta-jens in Bücher eingetragen und ihre Besitze waren ausgemessen und festgestellt.
tschun_18_f000035|Die würden Schadenersatz erhalten. Aber die Einheimischen, die niemand hatten, der sie vertrat, wer würde sich derer wohl annehmen?|Die würden Schadenersatz erhalten. Aber die Einheimischen, die niemand hatten, der sie vertrat, wer würde sich derer wohl annehmen?
tschun_18_f000036|Tschun fühlte sich plötzlich ganz allein und verlassen, inmitten der Landsleute, inmitten der fremden Menschen.|Tschun fühlte sich plötzlich ganz allein und verlassen, inmitten der Landsleute, inmitten der fremden Menschen.
tschun_18_f000037|Bei der Besichtigung waren die Herren bis zum Platz der großen Minenexplosion gekommen und dann zu der Gräberreihe bei der Madonnenstatue weitergeschritten.|Bei der Besichtigung waren die Herren bis zum Platz der großen Minenexplosion gekommen und dann zu der Gräberreihe bei der Madonnenstatue weitergeschritten.
tschun_18_f000038|Man sprach von dem einen der beiden tapferen jungen Offiziere, der noch kurz vor der Befreiung gefallen war und nun da ruhte: Auch ein Opfer der Schuld anderer! dachte Tschun.|Man sprach von dem einen der beiden tapferen jungen Offiziere, der noch kurz vor der Befreiung gefallen war und nun da ruhte: Auch ein Opfer der Schuld anderer! dachte Tschun.
tschun_18_f000039|Aber solcher Opfer gab es noch viele, viele, deren Gräber man nicht fand und von denen niemand sprach.|Aber solcher Opfer gab es noch viele, viele, deren Gräber man nicht fand und von denen niemand sprach.
tschun_18_f000040|Das Tor des Petang, das so heftig angegriffen, so unerschrocken verteidigt worden war, stand nun wieder geöffnet.|Das Tor des Petang, das so heftig angegriffen, so unerschrocken verteidigt worden war, stand nun wieder geöffnet.
tschun_18_f000041|Man konnte ein- und ausgehen, wie man wollte. Das war etwas so Ungewohntes, daß es beinahe wie ein Verstoß gegen die rechte Ordnung der Dinge schien.|Man konnte ein- und ausgehen, wie man wollte. Das war etwas so Ungewohntes, daß es beinahe wie ein Verstoß gegen die rechte Ordnung der Dinge schien.
tschun_18_f000042|Manche der aus ihren Pekinger Häusern in den Petang Geflüchteten fürchteten sich auch wirklich davor – nicht so sehr wegen der Gefahr,|Manche der aus ihren Pekinger Häusern in den Petang Geflüchteten fürchteten sich auch wirklich davor - nicht so sehr wegen der Gefahr,
tschun_18_f000043|bei einer gelegentlichen Schießerei noch getroffen zu werden, die freilich auch bestand, als weil sie sich scheuten,|bei einer gelegentlichen Schießerei noch getroffen zu werden, die freilich auch bestand, als weil sie sich scheuten,
tschun_18_f000044|zu sehen, was während der Belagerung alles geschehen, was jeder einzelne dabei verloren.|zu sehen, was während der Belagerung alles geschehen, was jeder einzelne dabei verloren.
tschun_18_f000045|Kaum einer würde ja wiederfinden, was er verlassen.|Kaum einer würde ja wiederfinden, was er verlassen.
tschun_18_f000046|Es gab da Anblicke, die die bis vor kurzem Belagerten trotz allem Grauenvollen, das sie selbst während der letzten Wochen erlebt, doch nicht vermutet hätten.|Es gab da Anblicke, die die bis vor kurzem Belagerten trotz allem Grauenvollen, das sie selbst während der letzten Wochen erlebt, doch nicht vermutet hätten.
tschun_18_f000047|In solchen Gassen, durch die Schnellfeuergeschütze für die Entsatztruppen den Weg gebahnt, lagen Leichen von Boxern und Mandschutruppen zu Haufen angetürmt,|In solchen Gassen, durch die Schnellfeuergeschütze für die Entsatztruppen den Weg gebahnt, lagen Leichen von Boxern und Mandschutruppen zu Haufen angetürmt,
tschun_18_f000048|wie sie in verzweifelter Flucht gerade übereinander hingestürzt waren.|wie sie in verzweifelter Flucht gerade übereinander hingestürzt waren.
tschun_18_f000049|Auf ihren grünlichen Gesichtern lag ein letztes hilfloses Entsetzen und ihre Körper waren in den weiten blauen Kleidern wie wesenlos zusammengesunken.|Auf ihren grünlichen Gesichtern lag ein letztes hilfloses Entsetzen und ihre Körper waren in den weiten blauen Kleidern wie wesenlos zusammengesunken.
tschun_18_f000050|Ein beklemmender fauler Geruch entstieg ihnen in der drückenden Sommerschwüle.|Ein beklemmender fauler Geruch entstieg ihnen in der drückenden Sommerschwüle.
tschun_18_f000051|Aber es gab keinen Menschen, der daran denken konnte, andere Menschen zu begraben.|Aber es gab keinen Menschen, der daran denken konnte, andere Menschen zu begraben.
tschun_18_f000052|Nur die Straßenhunde strichen witternd um die Leichen, in immer enger werdenden Kreisen, Straßenhunde,|Nur die Straßenhunde strichen witternd um die Leichen, in immer enger werdenden Kreisen, Straßenhunde,
tschun_18_f000053|die, während die Menschen darbten, seltsam fett geworden waren und nun hyänenhaft verstohlen schielten,|die, während die Menschen darbten, seltsam fett geworden waren und nun hyänenhaft verstohlen schielten,
tschun_18_f000054|mit gekrümmtem Rücken und eingezogenem Schwanze, im Bewußtsein, gegen uraltes Gesetz verstoßen und sich am höchsten Lebewesen vergangen zu haben.|mit gekrümmtem Rücken und eingezogenem Schwanze, im Bewußtsein, gegen uraltes Gesetz verstoßen und sich am höchsten Lebewesen vergangen zu haben.
tschun_18_f000055|In der unmittelbaren Nähe des Petang war alles verbrannt und zerstört.|In der unmittelbaren Nähe des Petang war alles verbrannt und zerstört.
tschun_18_f000056|Kaum daß in dem allgemeinen Trümmerhaufen zu unterscheiden war, wo Fußsteige, wo Häuser gewesen.|Kaum daß in dem allgemeinen Trümmerhaufen zu unterscheiden war, wo Fußsteige, wo Häuser gewesen.
tschun_18_f000057|Weiter aber folgten Straßen, wo Gebäude noch standen.|Weiter aber folgten Straßen, wo Gebäude noch standen.
tschun_18_f000058|Aber über all diesen Straßen lag eine unheimliche Stille;|Aber über all diesen Straßen lag eine unheimliche Stille;
tschun_18_f000059|sie waren ganz leer; und diese Leere, diese Stille wirkten beängstigend nach dem steten Getöse, dem Gedränge der letzten Wochen.|sie waren ganz leer; und diese Leere, diese Stille wirkten beängstigend nach dem steten Getöse, dem Gedränge der letzten Wochen.
tschun_18_f000060|Die Häuser waren alle fest verschlossen. Kein Laut drang aus ihnen.|Die Häuser waren alle fest verschlossen. Kein Laut drang aus ihnen.
tschun_18_f000061|Das ganze Viertel wie ausgestorben. Und doch fühlte man im Vorübergehen, daß da, zwischen Ritzen und Spalten, tückische und verängstete Augen spähten.|Das ganze Viertel wie ausgestorben. Und doch fühlte man im Vorübergehen, daß da, zwischen Ritzen und Spalten, tückische und verängstete Augen spähten.
tschun_18_f000062|Tschun war mit einigen anderen der kürzlich Befreiten hinausgelaufen.|Tschun war mit einigen anderen der kürzlich Befreiten hinausgelaufen.
tschun_18_f000063|Ganz zwecklos zuerst, wie er selbst dachte. Höchstens etwa, um sich selbst zu beweisen, daß man wirklich und wahrhaftig frei war,|Ganz zwecklos zuerst, wie er selbst dachte. Höchstens etwa, um sich selbst zu beweisen, daß man wirklich und wahrhaftig frei war,
tschun_18_f000064|daß es nicht bloß der in den vergangenen Wochen so oft geträumte Traum der Befreiung war.|daß es nicht bloß der in den vergangenen Wochen so oft geträumte Traum der Befreiung war.
tschun_18_f000065|Durch die Straße, wo er und die Mutter gewohnt, kam er jetzt mit der kleinen Schar.|Durch die Straße, wo er und die Mutter gewohnt, kam er jetzt mit der kleinen Schar.
tschun_18_f000066|Hier hatten die Zerstörer arg gehaust. Von dem Häuschen blieben nur ein paar rußige Mauerreste.|Hier hatten die Zerstörer arg gehaust. Von dem Häuschen blieben nur ein paar rußige Mauerreste.
tschun_18_f000067|Zwischen dem Schutt, der die ganze Stätte bedeckte, erkannte Tschun eine Scherbe von einem Näpfchen, aus dem er als Kind einst gegessen.|Zwischen dem Schutt, der die ganze Stätte bedeckte, erkannte Tschun eine Scherbe von einem Näpfchen, aus dem er als Kind einst gegessen.
tschun_18_f000068|Das Stückchen Porzellan fing gerade einen Sonnenstrahl auf und glitzerte lustig inmitten all der grauen, trostlosen Trümmer.|Das Stückchen Porzellan fing gerade einen Sonnenstrahl auf und glitzerte lustig inmitten all der grauen, trostlosen Trümmer.
tschun_18_f000069|Ach, es war gut, daß die Mutter das nicht sah! – Und in der lautlosen leeren Straße sagte Tschun plötzlich: Ich muß weiße Trauerschuhe haben.|Ach, es war gut, daß die Mutter das nicht sah! - Und in der lautlosen leeren Straße sagte Tschun plötzlich: Ich muß weiße Trauerschuhe haben.
tschun_18_f000070|Die Worte hallten ganz laut in der Stille, und während er sie sprach, ward sich Tschun bewußt, daß er diesen einen Zweck ja seit Tagen mit sich herumgetragen hatte,|Die Worte hallten ganz laut in der Stille, und während er sie sprach, ward sich Tschun bewußt, daß er diesen einen Zweck ja seit Tagen mit sich herumgetragen hatte,
tschun_18_f000071|daß er nur deswegen mit den anderen jetzt hinausgelaufen war:|daß er nur deswegen mit den anderen jetzt hinausgelaufen war:
tschun_18_f000072|weiße Trauerschuhe wenigstens wollte er für die Mutter tragen.|weiße Trauerschuhe wenigstens wollte er für die Mutter tragen.
tschun_18_f000073|Nun schauten auch die anderen unwillkürlich auf ihre Füße.|Nun schauten auch die anderen unwillkürlich auf ihre Füße.
tschun_18_f000074|Sie hatten das vorher gar nicht beachtet, waren gelaufen wie Tiere, die der Haft entsprungen, aber nun gewahrten sie es: ihnen allen hingen die chinesischen Zeugschuhe in Fetzen!|Sie hatten das vorher gar nicht beachtet, waren gelaufen wie Tiere, die der Haft entsprungen, aber nun gewahrten sie es: ihnen allen hingen die chinesischen Zeugschuhe in Fetzen!
tschun_18_f000075|Sie trugen sie ja ununterbrochen seit zwei Monaten.|Sie trugen sie ja ununterbrochen seit zwei Monaten.
tschun_18_f000076|Da riefen sie alle: Wir brauchen auch Schuhe! Wir auch! Wir auch!|Da riefen sie alle: Wir brauchen auch Schuhe! Wir auch! Wir auch!
tschun_18_f000077|Früher gab es hier in der Seitenstraße einen Schuhladen, sagte Tschun, wenn er nicht zerstört ist, könnten wir da kaufen.|Früher gab es hier in der Seitenstraße einen Schuhladen, sagte Tschun, wenn er nicht zerstört ist, könnten wir da kaufen.
