l_ile_mysterieuse_1_01_f000001|Remontons-nous?|Remontons-nous?
l_ile_mysterieuse_3_16_f000048|Son père, dès l'âge de dix ans, l'envoya en Europe, afin qu'il y reçût une éducation complète et dans la secrète intention qu'il pût lutter un jour, à armes égales, avec ceux qu'il considérait comme les oppresseurs de son pays.|Son père, dès l'âge de dix ans, l'envoya en Europe, afin qu'il y reçût une éducation complète et dans la secrète intention qu'il pût lutter un jour, à armes égales, avec ceux qu'il considérait comme les oppresseurs de son pays.
l_ile_mysterieuse_3_16_f000049|De dix ans à trente ans, le prince Dakkar, supérieurement doué, grand de coeur et d'esprit, s'instruisit en toutes choses, et dans les sciences,|De dix ans à trente ans, le prince Dakkar, supérieurement doué, grand de coeur et d'esprit, s'instruisit en toutes choses, et dans les sciences,
l_ile_mysterieuse_3_16_f000050|dans les lettres, dans les arts il poussa ses études haut et loin.|dans les lettres, dans les arts il poussa ses études haut et loin.
l_ile_mysterieuse_3_16_f000051|Le prince Dakkar voyagea dans toute l'Europe. Sa naissance et sa fortune le faisaient rechercher, mais les séductions du monde ne l'attirèrent jamais.|Le prince Dakkar voyagea dans toute l'Europe. Sa naissance et sa fortune le faisaient rechercher, mais les séductions du monde ne l'attirèrent jamais.
l_ile_mysterieuse_3_16_f000052|Jeune et beau, il demeura sérieux, sombre, dévoré de la soif d'apprendre, ayant un implacable ressentiment rivé au coeur.|Jeune et beau, il demeura sérieux, sombre, dévoré de la soif d'apprendre, ayant un implacable ressentiment rivé au coeur.
l_ile_mysterieuse_3_16_f000053|Le prince Dakkar haïssait. Il haïssait le seul pays où il n'avait jamais voulu mettre le pied, la seule nation dont il refusa constamment les avances:|Le prince Dakkar haïssait. Il haïssait le seul pays où il n'avait jamais voulu mettre le pied, la seule nation dont il refusa constamment les avances:
l_ile_mysterieuse_3_16_f000054|il haïssait l'Angleterre et d'autant plus que sur plus d'un point il l'admirait.|il haïssait l'Angleterre et d'autant plus que sur plus d'un point il l'admirait.
l_ile_mysterieuse_3_16_f000055|C'est que cet indien résumait en lui toutes les haines farouches du vaincu contre le vainqueur.|C'est que cet indien résumait en lui toutes les haines farouches du vaincu contre le vainqueur.
l_ile_mysterieuse_3_16_f000056|L'envahisseur n'avait pu trouver grâce chez l'envahi.|L'envahisseur n'avait pu trouver grâce chez l'envahi.
l_ile_mysterieuse_3_16_f000057|Le fils de l'un de ces souverains dont le Royaume-Uni n'a pu que nominalement assurer la servitude, ce prince, de la famille de Tippo-Saïb,|Le fils de l'un de ces souverains dont le Royaume-Uni n'a pu que nominalement assurer la servitude, ce prince, de la famille de Tippo-Saïb,
l_ile_mysterieuse_3_16_f000058|élevé dans les idées de revendication et de vengeance, ayant l'inéluctable amour de son poétique pays chargé des chaînes anglaises,|élevé dans les idées de revendication et de vengeance, ayant l'inéluctable amour de son poétique pays chargé des chaînes anglaises,
l_ile_mysterieuse_3_16_f000059|ne voulut jamais poser le pied sur cette terre par lui maudite, à laquelle l'Inde devait son asservissement.|ne voulut jamais poser le pied sur cette terre par lui maudite, à laquelle l'Inde devait son asservissement.
l_ile_mysterieuse_3_16_f000060|Le prince Dakkar devint un artiste que les merveilles de l'art impressionnaient noblement, un savant auquel rien des hautes sciences n'était étranger, un homme d'état qui se forma au milieu des cours européennes.|Le prince Dakkar devint un artiste que les merveilles de l'art impressionnaient noblement, un savant auquel rien des hautes sciences n'était étranger, un homme d'état qui se forma au milieu des cours européennes.
l_ile_mysterieuse_3_16_f000061|Aux yeux de ceux qui l'observaient incomplètement, il passait peut-être pour un de ces cosmopolites, curieux de savoir, mais dédaigneux d'agir,|Aux yeux de ceux qui l'observaient incomplètement, il passait peut-être pour un de ces cosmopolites, curieux de savoir, mais dédaigneux d'agir,
l_ile_mysterieuse_3_16_f000062|pour un de ces opulents voyageurs, esprits fiers et platoniques, qui courent incessamment le monde et ne sont d'aucun pays.|pour un de ces opulents voyageurs, esprits fiers et platoniques, qui courent incessamment le monde et ne sont d'aucun pays.
l_ile_mysterieuse_3_16_f000063|Il n'en était rien. Cet artiste, ce savant, cet homme était resté indien par le coeur, indien par le désir de la vengeance, indien par l'espoir qu'il nourrissait de pouvoir revendiquer un jour les droits de son pays, d'en chasser l'étranger, de lui rendre son indépendance.|Il n'en était rien. Cet artiste, ce savant, cet homme était resté indien par le coeur, indien par le désir de la vengeance, indien par l'espoir qu'il nourrissait de pouvoir revendiquer un jour les droits de son pays, d'en chasser l'étranger, de lui rendre son indépendance.
l_ile_mysterieuse_3_16_f000064|Aussi, le prince Dakkar revint-il au Bundelkund dans l'année 1849.|Aussi, le prince Dakkar revint-il au Bundelkund dans l'année 1849.
l_ile_mysterieuse_3_16_f000065|Il se maria avec une noble indienne dont le coeur saignait comme le sien aux malheurs de sa patrie.|Il se maria avec une noble indienne dont le coeur saignait comme le sien aux malheurs de sa patrie.
l_ile_mysterieuse_3_16_f000066|Il en eut deux enfants qu'il chérissait. Mais le bonheur domestique ne pouvait lui faire oublier l'asservissement de l'Inde. Il attendait une occasion. Elle se présenta.|Il en eut deux enfants qu'il chérissait. Mais le bonheur domestique ne pouvait lui faire oublier l'asservissement de l'Inde. Il attendait une occasion. Elle se présenta.
l_ile_mysterieuse_3_16_f000067|Le joug anglais s'était trop pesamment peut-être alourdi sur les populations indoues.|Le joug anglais s'était trop pesamment peut-être alourdi sur les populations indoues.
l_ile_mysterieuse_3_16_f000068|Le prince Dakkar emprunta la voix des mécontents. Il fit passer dans leur esprit toute la haine qu'il éprouvait contre l'étranger.|Le prince Dakkar emprunta la voix des mécontents. Il fit passer dans leur esprit toute la haine qu'il éprouvait contre l'étranger.
l_ile_mysterieuse_3_16_f000069|Il parcourut non seulement les contrées encore indépendantes de la péninsule indienne, mais aussi les régions directement soumises à l'administration anglaise.|Il parcourut non seulement les contrées encore indépendantes de la péninsule indienne, mais aussi les régions directement soumises à l'administration anglaise.
l_ile_mysterieuse_3_16_f000070|Il rappela les grands jours de Tippo-Saïb, mort héroïquement à Seringapatam pour la défense de sa patrie.|Il rappela les grands jours de Tippo-Saïb, mort héroïquement à Seringapatam pour la défense de sa patrie.
l_ile_mysterieuse_3_16_f000071|En 1857, la grande révolte des cipayes éclata. Le prince Dakkar en fut l'âme.|En 1857, la grande révolte des cipayes éclata. Le prince Dakkar en fut l'âme.
l_ile_mysterieuse_3_16_f000072|Il organisa l'immense soulèvement. Il mit ses talents et ses richesses au service de cette cause.|Il organisa l'immense soulèvement. Il mit ses talents et ses richesses au service de cette cause.
l_ile_mysterieuse_3_16_f000073|Il paya de sa personne; il se battit au premier rang;|Il paya de sa personne; il se battit au premier rang;
l_ile_mysterieuse_3_16_f000074|il risqua sa vie comme le plus humble de ces héros qui s'étaient levés pour affranchir leur pays;|il risqua sa vie comme le plus humble de ces héros qui s'étaient levés pour affranchir leur pays;
l_ile_mysterieuse_3_16_f000075|il fut blessé dix fois en vingt rencontres et n'avait pu trouver la mort, quand les derniers soldats de l'indépendance tombèrent sous les balles anglaises.|il fut blessé dix fois en vingt rencontres et n'avait pu trouver la mort, quand les derniers soldats de l'indépendance tombèrent sous les balles anglaises.
l_ile_mysterieuse_3_16_f000076|Jamais la puissance britannique dans l'Inde ne courut un tel danger, et si, comme ils l'avaient espéré, les cipayes eussent trouvé secours au dehors,|Jamais la puissance britannique dans l'Inde ne courut un tel danger, et si, comme ils l'avaient espéré, les cipayes eussent trouvé secours au dehors,
l_ile_mysterieuse_3_16_f000077|c'en était fait peut-être en Asie de l'influence et de la domination du royaume-uni.|c'en était fait peut-être en Asie de l'influence et de la domination du royaume-uni.
l_ile_mysterieuse_3_16_f000078|Le nom du prince Dakkar fut illustre alors. Le héros qui le portait ne se cacha pas et lutta ouvertement.|Le nom du prince Dakkar fut illustre alors. Le héros qui le portait ne se cacha pas et lutta ouvertement.
l_ile_mysterieuse_3_16_f000079|Sa tête fut mise à prix, et, s'il ne se rencontra pas un traître pour la livrer, son père, sa mère, sa femme, ses enfants payèrent pour lui avant même qu'il pût connaître les dangers qu'à cause de lui ils couraient...|Sa tête fut mise à prix, et, s'il ne se rencontra pas un traître pour la livrer, son père, sa mère, sa femme, ses enfants payèrent pour lui avant même qu'il pût connaître les dangers qu'à cause de lui ils couraient...
l_ile_mysterieuse_3_16_f000080|Le droit, cette fois encore, était tombé devant la force.|Le droit, cette fois encore, était tombé devant la force.
l_ile_mysterieuse_3_16_f000081|Mais la civilisation ne recule jamais, et il semble qu'elle emprunte tous les droits à la nécessité.|Mais la civilisation ne recule jamais, et il semble qu'elle emprunte tous les droits à la nécessité.
l_ile_mysterieuse_3_16_f000082|Les cipayes furent vaincus, et le pays des anciens rajahs retomba sous la domination plus étroite de l'Angleterre.|Les cipayes furent vaincus, et le pays des anciens rajahs retomba sous la domination plus étroite de l'Angleterre.
l_ile_mysterieuse_3_16_f000083|Le prince Dakkar, qui n'avait pu mourir, revint dans les montagnes du Bundelkund.|Le prince Dakkar, qui n'avait pu mourir, revint dans les montagnes du Bundelkund.
l_ile_mysterieuse_3_16_f000084|Là, seul désormais, pris d'un immense dégoût contre tout ce qui portait le nom d'homme, ayant la haine et l'horreur du monde civilisé,|Là, seul désormais, pris d'un immense dégoût contre tout ce qui portait le nom d'homme, ayant la haine et l'horreur du monde civilisé,
l_ile_mysterieuse_3_16_f000085|voulant à jamais le fuir, il réalisa les débris de sa fortune, réunit une vingtaine de ses plus fidèles compagnons, et, un jour, tous disparurent.|voulant à jamais le fuir, il réalisa les débris de sa fortune, réunit une vingtaine de ses plus fidèles compagnons, et, un jour, tous disparurent.
l_ile_mysterieuse_3_16_f000086|Où donc le prince Dakkar avait-il été chercher cette indépendance que lui refusait la terre habitée?|Où donc le prince Dakkar avait-il été chercher cette indépendance que lui refusait la terre habitée?
l_ile_mysterieuse_3_16_f000087|Sous les eaux, dans la profondeur des mers, où nul ne pouvait le suivre.|Sous les eaux, dans la profondeur des mers, où nul ne pouvait le suivre.
l_ile_mysterieuse_3_16_f000088|À l'homme de guerre se substitua le savant. Une île déserte du Pacifique lui servit à établir ses chantiers, et, là, un bateau sous-marin fut construit sur ses plans.|À l'homme de guerre se substitua le savant. Une île déserte du Pacifique lui servit à établir ses chantiers, et, là, un bateau sous-marin fut construit sur ses plans.
l_ile_mysterieuse_3_16_f000089|L'électricité, dont, par des moyens qui seront connus un jour, il avait su utiliser l'incommensurable force mécanique, et qu'il puisait à d'intarissables sources,|L'électricité, dont, par des moyens qui seront connus un jour, il avait su utiliser l'incommensurable force mécanique, et qu'il puisait à d'intarissables sources,
l_ile_mysterieuse_3_16_f000090|fut employée à toutes les nécessités de son appareil flottant, comme force motrice, force éclairante, force calorifique.|fut employée à toutes les nécessités de son appareil flottant, comme force motrice, force éclairante, force calorifique.
l_ile_mysterieuse_3_16_f000091|La mer, avec ses trésors infinis, ses myriades de poissons, ses moissons de varechs et de sargasses, ses énormes mammifères, et non seulement tout ce que la nature y entretenait,|La mer, avec ses trésors infinis, ses myriades de poissons, ses moissons de varechs et de sargasses, ses énormes mammifères, et non seulement tout ce que la nature y entretenait,
l_ile_mysterieuse_3_16_f000092|mais aussi tout ce que les hommes y avaient perdu, suffit amplement aux besoins du prince et de son équipage, -- et ce fut l'accomplissement de son plus vif désir, puisqu'il ne voulait plus avoir aucune communication avec la terre.|mais aussi tout ce que les hommes y avaient perdu, suffit amplement aux besoins du prince et de son équipage, -- et ce fut l'accomplissement de son plus vif désir, puisqu'il ne voulait plus avoir aucune communication avec la terre.
l_ile_mysterieuse_3_16_f000093|Il nomma son appareil sous-marin le Nautilus, il s'appela le capitaine Nemo, et il disparut sous les mers.|Il nomma son appareil sous-marin le Nautilus, il s'appela le capitaine Nemo, et il disparut sous les mers.
l_ile_mysterieuse_3_16_f000094|Pendant bien des années, le capitaine visita tous les océans, d'un pôle à l'autre.|Pendant bien des années, le capitaine visita tous les océans, d'un pôle à l'autre.
l_ile_mysterieuse_3_16_f000095|Paria de l'univers habité, il recueillit dans ces mondes inconnus des trésors admirables.|Paria de l'univers habité, il recueillit dans ces mondes inconnus des trésors admirables.
l_ile_mysterieuse_3_16_f000096|Les millions perdus dans la baie de Vigo, en 1702, par les galions espagnols, lui fournirent une mine inépuisable de richesses dont il disposa toujours, et anonymement, en faveur des peuples qui se battaient pour l'indépendance de leur pays.|Les millions perdus dans la baie de Vigo, en 1702, par les galions espagnols, lui fournirent une mine inépuisable de richesses dont il disposa toujours, et anonymement, en faveur des peuples qui se battaient pour l'indépendance de leur pays.
