kleine_lord_01_f000001|Erstes Kapitel|Erstes Kapitel
kleine_lord_11_f000087|Als sie ihn eintreten sah, wurde sie leichenblaß, einen Augenblick später war sie freilich wieder im besten Zug, in einem Atem zu drohen und zu fordern.|Als sie ihn eintreten sah, wurde sie leichenblaß, einen Augenblick später war sie freilich wieder im besten Zug, in einem Atem zu drohen und zu fordern.
kleine_lord_11_f000088|Allerdings war der Graf damals in seiner allerabweisendsten, vornehmsten Haltung, wie ein alter Riese aus Königsgeschlecht bei ihr eingetreten und hatte unter den weißen Augenbrauen hervor die Person fixiert,|Allerdings war der Graf damals in seiner allerabweisendsten, vornehmsten Haltung, wie ein alter Riese aus Königsgeschlecht bei ihr eingetreten und hatte unter den weißen Augenbrauen hervor die Person fixiert,
kleine_lord_11_f000089|ohne sie eines Wortes zu würdigen, wie man sich etwa eine seltsame, aber widerliche Naturerscheinung besieht.|ohne sie eines Wortes zu würdigen, wie man sich etwa eine seltsame, aber widerliche Naturerscheinung besieht.
kleine_lord_11_f000090|Ohne eine Silbe zu äußern, hatte er sie alle ihre Redensarten hervorsprudeln lassen und dann erwidert: Sie behaupten, die Frau meines ältesten Sohnes zu sein.|Ohne eine Silbe zu äußern, hatte er sie alle ihre Redensarten hervorsprudeln lassen und dann erwidert: Sie behaupten, die Frau meines ältesten Sohnes zu sein.
kleine_lord_11_f000091|Wenn Sie dafür vollgültige Beweise vorlegen können, so haben Sie das Recht auf Ihrer Seite.|Wenn Sie dafür vollgültige Beweise vorlegen können, so haben Sie das Recht auf Ihrer Seite.
kleine_lord_11_f000092|In dem Falle ist Ihr Knabe Lord Fauntleroy. Daß die Sache gründlich geprüft werden wird, dessen dürfen Sie sich versichert halten,|In dem Falle ist Ihr Knabe Lord Fauntleroy. Daß die Sache gründlich geprüft werden wird, dessen dürfen Sie sich versichert halten,
kleine_lord_11_f000093|und wenn Ihre Ansprüche als berechtigt anerkannt werden müssen, so soll für Sie gesorgt werden.|und wenn Ihre Ansprüche als berechtigt anerkannt werden müssen, so soll für Sie gesorgt werden.
kleine_lord_11_f000094|Sehen will ich weder Sie noch den Knaben, solange ich lebe – nach meinem Tode wird das Besitztum unglücklicherweise ihm anheimfallen.|Sehen will ich weder Sie noch den Knaben, solange ich lebe - nach meinem Tode wird das Besitztum unglücklicherweise ihm anheimfallen.
kleine_lord_11_f000095|Damit drehte er ihr den Rücken und schritt stolz und gelassen hinaus, wie er hereingetreten war.|Damit drehte er ihr den Rücken und schritt stolz und gelassen hinaus, wie er hereingetreten war.
kleine_lord_11_f000096|Wenige Tage darauf wurde Missis Errol, die in ihrem kleinen Boudoir mit Schreiben beschäftigt war, ein Besuch gemeldet.|Wenige Tage darauf wurde Missis Errol, die in ihrem kleinen Boudoir mit Schreiben beschäftigt war, ein Besuch gemeldet.
kleine_lord_11_f000097|Das Mädchen, welches die Anmeldung zu bestellen hatte, schien sehr aufgeregt zu sein, und die vor Verwunderung ganz runden Augen des jungen Dinges sahen mit ängstlicher Teilnahme auf ihre Herrin.|Das Mädchen, welches die Anmeldung zu bestellen hatte, schien sehr aufgeregt zu sein, und die vor Verwunderung ganz runden Augen des jungen Dinges sahen mit ängstlicher Teilnahme auf ihre Herrin.
kleine_lord_11_f000098|Der Graf selbst ist's, gnädige Frau, sagte sie zum Tode erschrocken.|Der Graf selbst ist's, gnädige Frau, sagte sie zum Tode erschrocken.
kleine_lord_11_f000099|Als Missis Errol ihr Wohnzimmer betrat, stand ein ungewöhnlich großer, imposanter alter Mann vor dem Kamine auf dem Tigerfell.|Als Missis Errol ihr Wohnzimmer betrat, stand ein ungewöhnlich großer, imposanter alter Mann vor dem Kamine auf dem Tigerfell.
kleine_lord_11_f000100|Das scharfe, kühne Profil, der lange weiße Schnurrbart und ein Ausdruck von Eigenwillen fielen ihr zuerst in die Augen.|Das scharfe, kühne Profil, der lange weiße Schnurrbart und ein Ausdruck von Eigenwillen fielen ihr zuerst in die Augen.
kleine_lord_11_f000101|Missis Errol, soviel ich weiß? sagte er.|Missis Errol, soviel ich weiß? sagte er.
kleine_lord_11_f000102|Missis Errol, bestätigte sie.|Missis Errol, bestätigte sie.
kleine_lord_11_f000103|Ich bin Graf Dorincourt.|Ich bin Graf Dorincourt.
kleine_lord_11_f000104|Er hielt einen Augenblick inne – unwillkürlich mußte er ihr in die Augen sehen.|Er hielt einen Augenblick inne - unwillkürlich mußte er ihr in die Augen sehen.
kleine_lord_11_f000105|Diese Augen glichen so ganz und gar denen, die er täglich mit ihrem kindlich liebeerfüllten Blick auf sich gerichtet sah, daß es eine merkwürdige Empfindung in ihm hervorrief.|Diese Augen glichen so ganz und gar denen, die er täglich mit ihrem kindlich liebeerfüllten Blick auf sich gerichtet sah, daß es eine merkwürdige Empfindung in ihm hervorrief.
kleine_lord_11_f000106|Der Junge sieht Ihnen sehr ähnlich, sagte er plötzlich.|Der Junge sieht Ihnen sehr ähnlich, sagte er plötzlich.
kleine_lord_11_f000107|Das hat man mir häufig gesagt, Mylord, erwiderte sie, aber es macht mir größere Freude, wenn man ihn seinem Vater ähnlich findet.|Das hat man mir häufig gesagt, Mylord, erwiderte sie, aber es macht mir größere Freude, wenn man ihn seinem Vater ähnlich findet.
kleine_lord_11_f000108|Lady Lorridaile hatte recht gehabt, ihre Stimme klang wirklich besonders süß und lieblich, und ihr Benehmen war höchst natürlich und würdig,|Lady Lorridaile hatte recht gehabt, ihre Stimme klang wirklich besonders süß und lieblich, und ihr Benehmen war höchst natürlich und würdig,
kleine_lord_11_f000109|auch schien sein unerwartetes Erscheinen sie keineswegs aus der Fassung zu bringen.|auch schien sein unerwartetes Erscheinen sie keineswegs aus der Fassung zu bringen.
kleine_lord_11_f000110|Jawohl, versetzte der Graf, er sieht auch – meinem Sohne ähnlich. Er zerrte heftig an den Enden des weißen Bartes. Wissen Sie, weshalb ich hierher gekommen bin?|Jawohl, versetzte der Graf, er sieht auch - meinem Sohne ähnlich. Er zerrte heftig an den Enden des weißen Bartes. Wissen Sie, weshalb ich hierher gekommen bin?
kleine_lord_11_f000111|Mister Havisham ist bei mir gewesen und hat mir gesagt, daß Ansprüche geltend gemacht werden –|Mister Havisham ist bei mir gewesen und hat mir gesagt, daß Ansprüche geltend gemacht werden -
kleine_lord_11_f000112|Und ich komme, Ihnen zu sagen, daß diese Ansprüche genau untersucht und bestritten werden sollen, falls sich dazu irgend eine Möglichkeit bietet.|Und ich komme, Ihnen zu sagen, daß diese Ansprüche genau untersucht und bestritten werden sollen, falls sich dazu irgend eine Möglichkeit bietet.
kleine_lord_11_f000113|Ich bin gekommen, Ihnen zu sagen, daß der Junge mit allen Hilfsmitteln des Gesetzes verteidigt werden soll. Seine Rechte –|Ich bin gekommen, Ihnen zu sagen, daß der Junge mit allen Hilfsmitteln des Gesetzes verteidigt werden soll. Seine Rechte -
kleine_lord_11_f000114|Er soll nichts besitzen, was nicht wirklich und wahrhaftig sein Recht ist, unterbrach ihn die sanfte Stimme, selbst wenn irgend ein Gesetz ihm dazu verhelfen könnte.|Er soll nichts besitzen, was nicht wirklich und wahrhaftig sein Recht ist, unterbrach ihn die sanfte Stimme, selbst wenn irgend ein Gesetz ihm dazu verhelfen könnte.
kleine_lord_11_f000115|Das kann das Gesetz leider nicht, sagte der Graf, sonst würde es geschehen. Dieses erbärmliche Geschöpf und ihr Kind –|Das kann das Gesetz leider nicht, sagte der Graf, sonst würde es geschehen. Dieses erbärmliche Geschöpf und ihr Kind -
kleine_lord_11_f000116|Vielleicht hat sie ihren Knaben ebenso lieb, wie ich meinen Ceddie, Mylord, sagte die kleine Missis Errol,|Vielleicht hat sie ihren Knaben ebenso lieb, wie ich meinen Ceddie, Mylord, sagte die kleine Missis Errol,
kleine_lord_11_f000117|und wenn sie die Frau Ihres ältesten Sohnes gewesen ist, so ist jener Lord Fauntleroy, und mein Kind nicht.|und wenn sie die Frau Ihres ältesten Sohnes gewesen ist, so ist jener Lord Fauntleroy, und mein Kind nicht.
kleine_lord_11_f000118|Sie hatte so wenig Angst vor ihm wie Cedrik, sie sah ihn gerade so unerschrocken an, wie jener, und das that dem Manne wohl, der sein lebenlang ein Tyrann gewesen war.|Sie hatte so wenig Angst vor ihm wie Cedrik, sie sah ihn gerade so unerschrocken an, wie jener, und das that dem Manne wohl, der sein lebenlang ein Tyrann gewesen war.
kleine_lord_11_f000119|Es war ihm so selten begegnet, daß jemand gewagt hatte, ihm gegenüber andrer Meinung zu sein, daß es den Reiz der Neuheit für ihn hatte.|Es war ihm so selten begegnet, daß jemand gewagt hatte, ihm gegenüber andrer Meinung zu sein, daß es den Reiz der Neuheit für ihn hatte.
kleine_lord_11_f000120|Ihnen wäre es wohl bedeutend lieber, wenn er nicht Graf Dorincourt zu werden hätte? fragte er etwas gereizt.|Ihnen wäre es wohl bedeutend lieber, wenn er nicht Graf Dorincourt zu werden hätte? fragte er etwas gereizt.
kleine_lord_11_f000121|Ein leichtes Rot flog über das liebliche Gesicht.|Ein leichtes Rot flog über das liebliche Gesicht.
kleine_lord_11_f000122|Graf Dorincourt zu sein, ist ein hohes, glänzendes Los, Mylord, das weiß ich wohl, allein am meisten liegt mir daran,|Graf Dorincourt zu sein, ist ein hohes, glänzendes Los, Mylord, das weiß ich wohl, allein am meisten liegt mir daran,
kleine_lord_11_f000123|daß er werden soll, wie sein Vater war – gut und gerecht und allezeit wahr und treu.|daß er werden soll, wie sein Vater war - gut und gerecht und allezeit wahr und treu.
kleine_lord_11_f000124|In schneidendem Gegensatz zu dem, was sein Großvater war.|In schneidendem Gegensatz zu dem, was sein Großvater war.
kleine_lord_11_f000125|Ich habe bis jetzt nicht das Glück gehabt, seinen Großvater zu kennen, erwiderte Missis Errol, aber ich weiß,|Ich habe bis jetzt nicht das Glück gehabt, seinen Großvater zu kennen, erwiderte Missis Errol, aber ich weiß,
kleine_lord_11_f000126|daß mein Kind glaubt – sie hielt inne, sah den Grafen ruhig an und setzte dann hinzu:|daß mein Kind glaubt - sie hielt inne, sah den Grafen ruhig an und setzte dann hinzu:
kleine_lord_11_f000127|Ich weiß, daß Cedrik Sie lieb hat!|Ich weiß, daß Cedrik Sie lieb hat!
kleine_lord_11_f000128|Würde er das wohl auch gethan haben, bemerkte der Graf trocken, wenn Sie ihm gesagt hätten, weshalb ich Sie nicht im Schlosse empfange?|Würde er das wohl auch gethan haben, bemerkte der Graf trocken, wenn Sie ihm gesagt hätten, weshalb ich Sie nicht im Schlosse empfange?
kleine_lord_11_f000129|Nein, erwiderte Missis Errol bestimmt, ich glaube kaum, deshalb wollte ich ja nicht, daß er es erfahren sollte.|Nein, erwiderte Missis Errol bestimmt, ich glaube kaum, deshalb wollte ich ja nicht, daß er es erfahren sollte.
kleine_lord_11_f000130|Nun, sagte der Graf rauh, viele Frauen gibt es nicht, die in dem Falle geschwiegen hätten.|Nun, sagte der Graf rauh, viele Frauen gibt es nicht, die in dem Falle geschwiegen hätten.
kleine_lord_11_f000131|Er begann auf einmal, hastig im Zimmer auf und ab zu gehen, wobei der Bart grausamer als je mißhandelt wurde.|Er begann auf einmal, hastig im Zimmer auf und ab zu gehen, wobei der Bart grausamer als je mißhandelt wurde.
kleine_lord_11_f000132|Ja, er hat mich lieb, sagte er, und ich habe ihn lieb.|Ja, er hat mich lieb, sagte er, und ich habe ihn lieb.
kleine_lord_11_f000133|Ich kann nicht sagen, daß mir das oft mit Menschen passiert ist.|Ich kann nicht sagen, daß mir das oft mit Menschen passiert ist.
kleine_lord_11_f000134|Ich habe ihn lieb. Im ersten Augenblick hat er mir gefallen.|Ich habe ihn lieb. Im ersten Augenblick hat er mir gefallen.
kleine_lord_11_f000135|Ich bin alt und war des Lebens überdrüssig – seit ich ihn habe, weiß ich, wofür ich lebe.|Ich bin alt und war des Lebens überdrüssig - seit ich ihn habe, weiß ich, wofür ich lebe.
kleine_lord_11_f000136|Ich bin stolz auf ihn; es hat mir wohl gethan, zu denken, daß er einst das Haupt unsres Hauses sein werde.|Ich bin stolz auf ihn; es hat mir wohl gethan, zu denken, daß er einst das Haupt unsres Hauses sein werde.
kleine_lord_11_f000137|Er blieb vor Missis Errol stehen.|Er blieb vor Missis Errol stehen.
kleine_lord_11_f000138|Ich bin unglücklich und elend – – elend!|Ich bin unglücklich und elend - - elend!
kleine_lord_11_f000139|Man sah es ihm an. Nicht einmal sein Stolz war im stande, Stimme und Hände vor dem Zittern zu bewahren,|Man sah es ihm an. Nicht einmal sein Stolz war im stande, Stimme und Hände vor dem Zittern zu bewahren,
kleine_lord_11_f000140|und einen Augenblick war es, als ob Thränen in den tiefliegenden Augen ständen.|und einen Augenblick war es, als ob Thränen in den tiefliegenden Augen ständen.
kleine_lord_11_f000141|Vielleicht bin ich deshalb zu Ihnen gekommen, weil ich so elend bin, fuhr er fort, sie förmlich mit den Augen verschlingend.|Vielleicht bin ich deshalb zu Ihnen gekommen, weil ich so elend bin, fuhr er fort, sie förmlich mit den Augen verschlingend.
kleine_lord_11_f000142|Ich habe Sie gehaßt; ich bin eifersüchtig gewesen auf Sie.|Ich habe Sie gehaßt; ich bin eifersüchtig gewesen auf Sie.
kleine_lord_11_f000143|Diese niederträchtige, jammervolle Geschichte hat alles anders gemacht.|Diese niederträchtige, jammervolle Geschichte hat alles anders gemacht.
kleine_lord_11_f000144|Nachdem ich die ekelerregende Person, die sich die Frau meines Bevis nennt, gesehen hatte, war mir's, als müßte es eine Wohlthat für mich sein, Sie zu sehen.|Nachdem ich die ekelerregende Person, die sich die Frau meines Bevis nennt, gesehen hatte, war mir's, als müßte es eine Wohlthat für mich sein, Sie zu sehen.
kleine_lord_11_f000145|Ich bin ein eigensinniger alter Narr gewesen, und ich glaube wohl, daß ich Ihnen übel mitgespielt habe.|Ich bin ein eigensinniger alter Narr gewesen, und ich glaube wohl, daß ich Ihnen übel mitgespielt habe.
kleine_lord_11_f000146|Sie sind wie der Junge – und der Junge ist das einzige, was ich auf der Welt habe.|Sie sind wie der Junge - und der Junge ist das einzige, was ich auf der Welt habe.
kleine_lord_11_f000147|Ich bin elend, und nur weil Sie ebenso sind wie der Junge, und weil er Sie lieb hat, und ich ihn lieb habe, bin ich zu Ihnen gekommen.|Ich bin elend, und nur weil Sie ebenso sind wie der Junge, und weil er Sie lieb hat, und ich ihn lieb habe, bin ich zu Ihnen gekommen.
kleine_lord_11_f000148|Um des Jungen willen, seien Sie nicht hart gegen mich!|Um des Jungen willen, seien Sie nicht hart gegen mich!
kleine_lord_11_f000149|Er sagte das alles in seinem rauhen, herben Tone, schien aber so ganz und gar gebrochen und tief gedrückt, daß Missis Errols Herz von Sympathie und Mitleid überströmte.|Er sagte das alles in seinem rauhen, herben Tone, schien aber so ganz und gar gebrochen und tief gedrückt, daß Missis Errols Herz von Sympathie und Mitleid überströmte.
kleine_lord_11_f000150|Sie rückte einen Lehnstuhl heran.|Sie rückte einen Lehnstuhl heran.
kleine_lord_11_f000151|Wenn Sie sich nur setzen wollten, sagte sie in ihrer einfachen, herzgewinnenden Weise. Der Kummer hat Sie müde gemacht und Sie brauchen jetzt all Ihre Kraft.|Wenn Sie sich nur setzen wollten, sagte sie in ihrer einfachen, herzgewinnenden Weise. Der Kummer hat Sie müde gemacht und Sie brauchen jetzt all Ihre Kraft.
kleine_lord_11_f000152|Daß man so einfach und liebevoll mit ihm sprach und für ihn sorgte, war ihm ebenso neu, wie der erfahrene Widerspruch,|Daß man so einfach und liebevoll mit ihm sprach und für ihn sorgte, war ihm ebenso neu, wie der erfahrene Widerspruch,
kleine_lord_11_f000153|auch dies erinnerte ihn an seinen Jungen, und er that, wie ihm geheißen.|auch dies erinnerte ihn an seinen Jungen, und er that, wie ihm geheißen.
kleine_lord_11_f000154|Vielleicht war diese Verzweiflung und diese bittere, abermalige Enttäuschung recht heilsam für ihn.|Vielleicht war diese Verzweiflung und diese bittere, abermalige Enttäuschung recht heilsam für ihn.
kleine_lord_11_f000155|Wenn dies Elend nicht über ihn hereingebrochen wäre, hätte er die kleine Frau noch immer mit Haß und Abneigung betrachtet, während er jetzt in ihrer Nähe Trost fand.|Wenn dies Elend nicht über ihn hereingebrochen wäre, hätte er die kleine Frau noch immer mit Haß und Abneigung betrachtet, während er jetzt in ihrer Nähe Trost fand.
